Ankunft,Zugnr.,von (Abfahrt),Gleis
19:47 (+2),RE 94746,Frankfurt(Oder) (ab 18:38),7
19:50 (+82),ICE 370,Zürich HB (ab 10:59),3
19:56,RE 3732,Dessau Hbf (ab 18:05),2
20:01,ICE 641,Köln Hbf (ab 14:26),1
20:02 (+6),RE 3737,Senftenberg (ab 18:14),7
20:06 (+54),EC 42,Warszawa Wschodnia (ab 14:49),7
20:09,RE 94741,Berlin Zoologischer Garten (ab 19:52),2
20:10,RE 73788,Frankfurt(Oder) (ab 19:08),
20:10 (+3),RE 94788,Frankfurt(Oder) (ab 19:08),3
20:23 (+2),RE 3133,Rudersberg-Oberndorf (ab 08:19),6
20:25,RE 73823,Berlin Zoologischer Garten (ab 20:08),1
20:36,RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:39,EC 431,Jaworzno Szczakowa (ab 05:58),2
20:42,RJ 172,Praha hl.n. (ab 16:31),7
20:47,RE 73748,Frankfurt(Oder) (ab 19:42),
20:47 (+2),RE 94748,Frankfurt(Oder) (ab 19:42),7
20:49 (+33),ICE 794,Karlsruhe Hbf (ab 14:40),3
20:56,RE 3734,Dessau Hbf (ab 19:05),2
21:02,RE 3739,Senftenberg (ab 19:14),7
21:09,RE 94743,Berlin Zoologischer Garten (ab 20:52),
21:15 (+1),ICE 1055,Köln Hbf (ab 15:36),2
21:23,RE 3135,Rudersberg-Oberndorf (ab 08:49),7
21:25,RE 73825,Berlin-Charlottenburg (ab 21:04),
21:29 (+19),ICE 643,Köln Hbf (ab 16:26),3
21:37,RE 3134,Hennigsdorf(b Berlin) (ab 20:36),1
21:41,RE 73790,Frankfurt(Oder) (ab 20:32),
21:41,RE 94790,Frankfurt(Oder) (ab 20:32),
21:51 (+33),ICE 278,Basel SBB (ab 14:16),3
21:56,RE 3736,Dessau Hbf (ab 20:05),1
22:04,RB 91551,Senftenberg (ab 20:14),
22:04,RE 7,Denzlingen (ab 00:20),
22:09,EC 40,Warszawa Wschodnia (ab 16:49),6
22:09,RE 1,Bad Kleinen (ab 00:06),
22:09,RE 94745,Berlin Zoologischer Garten (ab 21:52),
22:15,ICE 241,Amsterdam Centraal (ab 16:00),
22:23,RE 3137,Cottbus Hbf (ab 21:03),7
22:27,TES,Fangschleuse Tesla Süd (ab 21:44),
22:41,RB 94792,Erkner (ab 22:19),
22:41,RE 73792,Erkner (ab 22:19),
22:49 Ausfall,ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),2
22:56,RE 90051,Berlin Zoologischer Garten (ab 22:39),
22:56,RE 91533,Berlin Zoologischer Garten (ab 22:39),
23:03,RE 2,Northeim(Han) (ab 00:36),
23:03,RE 3136,Berlin Zoologischer Garten (ab 22:47),1
23:09,RE 92748,Berlin Zoologischer Garten (ab 22:52),
23:09,RE 94747,Berlin Zoologischer Garten (ab 22:52),
23:13,ICE 945,Köln Hbf (ab 17:24),2
23:22,RE 3139,Rudersberg-Oberndorf (ab 09:49),6
23:31,RB 21958,Flughafen BER (ab 23:10),
23:41,RB 94794,Erkner (ab 23:19),
23:41,RE 73794,Potsdam Hbf (ab 00:25),
23:47 (+40),ICE 276,Brig (ab 13:45),2
23:56,RB 91541,Berlin Zoologischer Garten (ab 23:39),
23:56,RE 90052,Berlin Zoologischer Garten (ab 23:39),
