Abfahrt,Zugnr.,nach (Ankunft),Gleis
08:48,RE 73759,Frankfurt(Oder) (an 09:43),1
08:49 (+3),RE 73724,Magdeburg Hbf (an 10:50),7
08:55 Ausfall,ICE 1052,Köln Hbf (an 14:19),6
09:01 (+1),EC 59,Przemysl Glowny (an 18:43),1
09:04,RE 3715,Dessau Hbf (an 10:53),7
09:08 (+1),ICE 797,Frankfurt(M) Flughafen Fernbf (an 13:52),3
09:11 (+1),RE 73719,Frankfurt(Oder) (an 10:18),1
09:12,RE 73766,Brandenburg Hbf (an 10:19),7
09:30,RB 73810,Brandenburg Hbf (an 10:33),1
09:32 (+3),ICE 942,Köln Hbf (an 14:32),6
09:39,RB 18150,Golm (an 10:36),3
09:48,RE 73761,Frankfurt(Oder) (an 10:43),1
09:49 (+3),RE 73726,Magdeburg Hbf (an 11:50),7
09:56 (+1),ICE 146,Amsterdam Centraal (an 16:00),6
10:00 (+4),EC 45,Warszawa Wschodnia (an 15:15),1
10:04,RE 3717,Berlin-Charlottenburg (an 10:24),
10:11 (+2),RE 73721,Frankfurt(Oder) (an 11:18),1
10:12,RE 73768,Brandenburg Hbf (an 11:19),7
10:17 (+2),ICE 373,Chur (an 20:22),6
10:29,RE 73811,Berlin Ostkreuz (an 10:31),1
10:32 (+8),ICE 640,Köln Hbf (an 15:34),6
10:48,RE 73763,Frankfurt(Oder) (an 11:43),1
10:49 (+1),RE 73728,Magdeburg Hbf (an 12:50),7
11:04 (+1),RE 3719,Dessau Hbf (an 12:53),7
11:06 (+3),ICE 799,Karlsruhe Hbf (an 17:19),3
11:11 (+1),RE 73723,Frankfurt(Oder) (an 12:18),1
11:12,RE 73770,Brandenburg Hbf (an 12:19),7
11:32 (+1),ICE 940,Köln Hbf (an 16:33),6
11:48,RE 73765,Frankfurt(Oder) (an 12:43),1
11:49 (+4),RE 73730,Magdeburg Hbf (an 13:50),7
11:56 (+1),ICE 144,Amsterdam Centraal (an 18:00),6
12:00 (+4),EC 47,Warszawa Wschodnia (an 17:15),1
12:04,RE 3721,Berlin-Wannsee (an 12:34),
12:11 (+5),RE 73725,Frankfurt(Oder) (an 13:18),1
12:12,RE 73772,Brandenburg Hbf (an 13:19),
12:17 (+10),ICE 375,Interlaken Ost (an 22:00),6
12:32 (+1),ICE 548,Köln Hbf (an 17:35),6
12:48,RE 73767,Frankfurt(Oder) (an 13:43),
12:49,RE 73732,Magdeburg Hbf (an 14:50),
13:00 (+1),EC 57,Przeworsk (an 22:07),1
13:04,RE 3723,Berlin-Wannsee (an 13:34),
13:06 (+1),ICE 993,Frankfurt(M) Flughafen Fernbahnhof (an 17:52),3
13:11 (+2),RE 73727,Frankfurt(Oder) (an 14:18),1
13:12,RE 73774,Brandenburg Hbf (an 14:19),
13:32 (+7),ICE 848,Köln Hbf (an 18:33),6
13:48,RE 73769,Frankfurt(Oder) (an 14:43),1
13:49 (+15),RE 73734,Magdeburg Hbf (an 15:50),7
13:56 (+5),ICE 142,Amsterdam Centraal (an 20:01),6
14:00 (+15),EC 49,Warszawa Wschodnia (an 19:15),1
14:04,RE 3725,Dessau Hbf (an 15:53),3
14:11 (+13),RE 73729,Frankfurt(Oder) (an 15:18),1
14:12 (+17),RE 73776,Brandenburg Hbf (an 15:19),7
14:16 (+1),ICE 377,Brig (an 00:49),6
14:30,RE 73812,Brandenburg Hbf (an 15:33),7
14:32 (+35),ICE 546,Köln Hbf (an 19:35),6
14:39,RB 18160,Golm (an 15:36),7
14:48,RE 73771,Frankfurt(Oder) (an 15:43),1
14:49 (+16),RE 73736,Magdeburg Hbf (an 16:50),7
15:00 (+1),EC 231,Gdynia Glowna (an 20:51),1
15:04,RE 3727,Dessau Hbf (an 16:53),7
15:06 (+11),ICE 995,Stuttgart Hbf (an 21:29),6
15:11 (+1),RE 73731,Frankfurt(Oder) (an 16:18),1
15:12,RE 73778,Brandenburg Hbf (an 16:23),7
15:21 Ausfall,IC 2034,Norddeich Mole (an 22:14),6
15:30,RE 73814,Brandenburg Hbf (an 16:33),1
15:32 (+2),ICE 846,Köln Hbf (an 20:32),6
15:39,RB 18162,Golm (an 16:36),3
15:48,RE 73773,Frankfurt(Oder) (an 16:43),1
15:49 (+3),RE 73738,Magdeburg Hbf (an 17:50),7
15:56 (+2),ICE 140,Amsterdam Centraal (an 22:01),6
16:01 (+6),EC 247,Warszawa Wschodnia (an 21:19),1
16:04,RE 3729,Dessau Hbf (an 17:53),3
16:11 (+1),RE 73733,Frankfurt(Oder) (an 17:18),1
16:12 (+1),RE 73780,Brandenburg Hbf (an 17:19),7
16:15 (+16),ICE 379,Basel SBB (an 23:49),6
16:30,RE 73816,Brandenburg Hbf (an 17:33),1
16:32 (+16),ICE 544,Köln Hbf (an 21:35),6
16:39,RB 18164,Golm (an 17:36),3
16:48,RE 73775,Frankfurt(Oder) (an 17:43),1
16:49 (+12),RE 73740,Magdeburg Hbf (an 18:50),7
17:00 (+6),EC 55,Krakow Glowny (an 23:44),1
17:04,RE 3731,Dessau Hbf (an 18:53),7
17:06 (+1),ICE 2927,Frankfurt(Main)Hbf (an 21:40),6
17:06 (+1),ICE 997,Frankfurt(Main)Hbf (an 21:40),6
17:11 (+12),RE 73735,Frankfurt(Oder) (an 18:18),1
17:12,RE 73782,Brandenburg Hbf (an 18:23),7
17:20,IC 2232,Magdeburg Hbf (an 18:56),
17:30,RE 73818,Brandenburg Hbf (an 18:34),
17:32 (+2),ICE 844,Köln Hbf (an 22:49),6
17:39,RB 18166,Potsdam Hbf (an 18:19),
17:48,RE 73777,Frankfurt(Oder) (an 18:43),1
17:49 (+2),RE 73742,Magdeburg Hbf (an 19:50),
17:56 (+4),ICE 742,Münster(Westf)Hbf (an 21:35),6
18:00 (+56),EC 249,Warszawa Wschodnia (an 23:15),1
18:04,RE 3733,Berlin-Wannsee (an 18:34),
18:11 (+5),RE 73737,Frankfurt(Oder) (an 19:18),1
18:12 (+1),RE 73784,Brandenburg Hbf (an 19:19),7
18:15 (+9),ICE 677,Karlsruhe Hbf (an 23:59),6
18:30,RE 73820,Brandenburg Hbf (an 19:33),1
18:32 (+1),ICE 542,Köln Hbf (an 23:47),6
18:42 Ausfall,IC 2431,Cottbus Hbf (an 20:26),3
18:48,RE 73779,Frankfurt(Oder) (an 19:47),2
18:49 (+6),RE 73744,Magdeburg Hbf (an 20:50),7
19:04,RE 3735,Berlin-Wannsee (an 19:34),
19:06 (+12),ICE 999,Kassel-Wilhelmshöhe (an 22:13),6
19:11 (+12),RE 73739,Frankfurt(Oder) (an 20:18),
19:12 (+1),RE 73786,Brandenburg Hbf (an 20:19),
19:30,RB 73822,Berlin Hbf (an 19:39),
19:32 (+1),ICE 842,Köln Hbf (an 00:46),6
19:48 (+2),RE 73781,Frankfurt(Oder) (an 20:43),
19:49 (+2),RE 73746,Magdeburg Hbf (an 21:50),
20:04,RE 3737,Berlin-Wannsee (an 20:34),
20:11 (+10),RE 73741,Frankfurt(Oder) (an 21:18),1
20:12 (+12),RE 73788,Brandenburg Hbf (an 21:21),7
20:14,ICE 679,Kassel-Wilhelmshöhe (an 23:13),6
20:20 (+1),ICE 540,Hannover Hbf (an 22:28),7
20:41 (+26),EC 431,Jaroslaw (an 08:47),3
20:48 (+1),RE 73783,Frankfurt(Oder) (an 21:43),1
20:49 (+6),RE 73748,Magdeburg Hbf (an 22:50),7
20:54 (+6),RJ 172,Berlin Hbf (an 21:02),7
21:04 (+2),RE 3739,Dessau Hbf (an 22:53),3
21:11 (+1),RE 73743,Frankfurt(Oder) (an 22:18),2
21:27 (+1),RE 73825,Eisenhüttenstadt (an 22:51),1
21:32,ICE 840,Hannover Hbf (an 23:46),6
21:43 (+1),RE 73790,Magdeburg Hbf (an 23:55),7
21:48,RE 73785,Frankfurt(Oder) (an 22:43),1
22:06,RE 93041,Berlin-Wannsee (an 22:35),
22:06,RE 94241,Berlin-Wannsee (an 22:35),
22:11,RE 73745,Frankfurt(Oder) (an 23:18),1
22:43,RE 73792,Magdeburg Hbf (an 00:48),7
22:57,RB 73824,Berlin Hbf (an 23:07),
23:04,RE 3743,Berlin-Wannsee (an 23:34),
23:11,RE 73747,Frankfurt(Oder) (an 00:18),
23:15 (+1),ICE 273,Zürich HB (an 10:00),6
23:37 (+3),ICE 1540,Köln Hbf (an 06:12),6
23:43,RE 73794,Brandenburg Hbf (an 00:55),7
