Ankunft,Zugnr.,von (Abfahrt),Gleis
09:58 Ausfall,ICE 373,Berlin Hbf (ab 09:54),
09:58 (+1),ICE 804,Nürnberg Hbf (ab 07:04),6
09:58,RB 21850,Flughafen BER (ab 09:46),8
10:05,RE 62013,Baruth(Mark) (ab 09:20),8
10:08 (+3),RB 18508,Berlin Hbf (ab 10:00),3
10:09 (+1),RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),6
10:13 (+1),RE 3168,Stendal Hbf (ab 08:47),5
10:15 (+6),ICE 1604,München Hbf (ab 06:19),7
10:20 (+6),RJ 384,Praha hl.n. (ab 06:31),8
10:22,ICE 2825,Hamburg Dammtor (ab 16:53),7
10:22,RB 62059,Wustermark (ab 09:39),6
10:24 Ausfall,RE 3507,Stralsund Hbf (ab 07:02),5
10:29,RB 21854,Flughafen BER (ab 10:16),8
10:29,RB 21857,Berlin Hbf (ab 10:22),
10:33 (+1),ICE 2527,Hamburg-Altona (ab 07:35),
10:34 (+33),IC 2175,Rostock Hbf (ab 08:20),3
10:40 (+15),ICE 1007,Berlin Gesundbrunnen (ab 10:28),5
10:41,RE 3151,Falkenberg(Elster) (ab 09:18),6
10:43,RB 18511,Lübbenau(Spreewald) (ab 09:44),8
10:43,RE 18511,Lübbenau(Spreewald) (ab 09:44),8
10:44,RB 21859,Berlin Hbf (ab 10:37),
10:46 (+61),ICE 696,Frankfurt(Main)Hbf (ab 06:15),7
10:47 (+1),RE 3305,Stralsund Hbf (ab 07:10),4
10:51,RE 62010,Elstal (ab 10:05),3
10:58,RB 21858,Flughafen BER (ab 10:46),8
10:59,RB 21861,Berlin Hbf (ab 10:52),
11:04,RE 62015,Elsterwerda (ab 09:29),8
11:08,RB 18510,Berlin Hbf (ab 11:00),3
11:08,RE 3308,Luckenwalde (ab 10:35),6
11:10 (+41),ICE 599,Berlin Hbf (ab 11:05),5
11:15,ICE 1102,München Hbf (ab 07:17),7
11:15,RE 3150,Rathenow (ab 10:02),4
11:21,RB 62061,Wustermark (ab 10:39),5
11:22,ICE 2532,Leipzig Hbf (ab 10:13),
11:23 (+5),RE 4357,Rostock Hbf (ab 08:37),4
11:24 (+8),IC 2270,Dresden Hbf (ab 09:35),7
11:29,RB 21862,Flughafen BER (ab 11:16),8
11:29,RB 21865,Berlin Hbf (ab 11:22),3
11:39 (+3),ICE 1162,Stuttgart Hbf (ab 07:03),7
11:39 (+2),RE 3347,Schwedt(Oder) (ab 10:04),4
11:40 (+33),ICE 1507,Berlin Gesundbrunnen (ab 11:26),5
11:43 (+2),RB 18513,Lübbenau(Spreewald) (ab 10:44),8
11:43,RE 18513,Lübbenau(Spreewald) (ab 10:44),8
11:43 (+5),RE 3173,Jüterbog (ab 11:02),6
11:44,RB 21867,Berlin Hbf (ab 11:37),3
11:49 (+1),RE 62012,Elstal (ab 11:07),3
11:50,DRF 1324,Leipzig Hbf (ab 09:50),7
11:50 Ausfall,FLX 1324,Leipzig Hbf (ab 09:50),7
11:53 (+4),FLX 1236,Stuttgart Hbf (ab 05:38),7
11:56 (+10),ICE 2555,S+U Berlin Hbf [Gleis 1-8] (ab 11:51),
11:58 (+2),ICE 378,Karlsruhe Hbf (ab 05:59),
11:59,RB 21869,Berlin Hbf (ab 11:52),
12:00,RB 21866,Flughafen BER (ab 11:46),8
12:02 (+48),FLX 1239,Hamburg Hbf (ab 09:18),5
12:05 (+12),RE 62017,Baruth(Mark) (ab 11:21),8
12:08 (+6),RB 18512,Berlin Hbf (ab 12:00),3
12:10 (+2),RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),6
12:13 (+11),RE 3170,Stendal Hbf (ab 10:32),5
12:15 (+43),ICE 1602,München Hbf (ab 08:21),6
12:15 (+43),ICE 2802,München Hbf (ab 08:21),6
12:20 (+13),RJ 178,Praha hl.n. (ab 08:31),8
12:21,RB 62063,Wustermark (ab 11:39),5
12:23 (+8),RE 3509,Stralsund Hbf (ab 09:02),4
12:29,RB 21870,Flughafen BER (ab 12:16),8
12:29,RB 21873,Berlin Hbf (ab 12:22),3
12:33 (+23),ICE 2529,Hamburg-Altona (ab 09:35),
12:33 (+23),ICE 2865,Hamburg-Altona (ab 09:35),
12:34 (+29),IC 2177,Rostock Hbf (ab 10:21),3
12:40 (+30),ICE 1009,Berlin Gesundbrunnen (ab 12:26),5
12:41 (+1),RE 3153,Falkenberg(Elster) (ab 11:18),6
12:43,RB 18515,Lübbenau(Spreewald) (ab 11:44),8
12:43,RE 18515,Lübbenau(Spreewald) (ab 11:44),8
12:44,RB 21875,Berlin Hbf (ab 12:37),3
12:46 (+3),ICE 694,Stuttgart Hbf (ab 06:49),6
12:47 (+1),RE 3307,Stralsund Hbf (ab 09:10),4
12:51,RE 62014,Elstal (ab 12:05),3
12:58,RB 21874,Flughafen BER (ab 12:46),8
12:59 (+9),RB 21877,Berlin Hbf (ab 12:52),3
13:04 (+3),RE 62019,Elsterwerda (ab 11:29),8
13:08,RB 18514,Berlin Hbf (ab 13:00),3
13:08,RE 3310,Luckenwalde (ab 12:35),6
13:09 (+7),ICE 2931,Berlin Gesundbrunnen (ab 12:57),5
13:09 (+7),ICE 691,Berlin Gesundbrunnen (ab 12:57),5
13:13,RB 21876,Flughafen BER (ab 13:01),8
13:15 (+12),ICE 1100,München Hbf (ab 09:19),7
13:15,RE 3152,Rathenow (ab 12:02),4
13:21,RB 62065,Wustermark (ab 12:39),5
13:22,ICE 2530,Leipzig Hbf (ab 12:13),
13:23 (+10),RE 4359,Rostock Hbf (ab 10:37),4
13:24 (+6),IC 2178,Dresden Hbf (ab 11:35),7
13:26,RB 21881,Berlin Hbf (ab 13:19),
13:39 (+2),RE 3349,Schwedt(Oder) (ab 12:04),4
13:40 (+3),ICE 1509,Berlin Gesundbrunnen (ab 13:26),5
13:42 (+10),RE 3175,Jüterbog (ab 13:02),6
13:43,RB 18517,Lübbenau(Spreewald) (ab 12:44),
13:43 (+1),RE 18517,Lübbenau(Spreewald) (ab 12:44),8
13:44,RB 21883,Berlin Hbf (ab 13:37),
13:49 (+2),RE 62016,Elstal (ab 13:07),3
13:53,DRF 1238,Stuttgart Hbf (ab 07:27),7
13:53 (+22),FLX 1238,Stuttgart Hbf (ab 07:27),7
13:58,ICE 2556,Basel SBB (ab 06:16),
13:58 (+5),ICE 377,S+U Berlin Hbf [Gleis 1-8] (ab 13:54),
13:58,RB 21882,Flughafen BER (ab 13:46),8
13:59,RB 21885,Berlin Hbf (ab 13:52),
14:05 (+5),RE 62021,Baruth(Mark) (ab 13:20),8
14:08,RB 18516,Berlin Hbf (ab 14:00),3
14:09 (+2),RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),6
14:13,RB 21884,Flughafen BER (ab 14:01),8
14:13,RE 3172,Stendal Hbf (ab 12:31),5
14:15 (+4),ICE 1600,München Hbf (ab 10:22),7
14:21,RB 62067,Wustermark (ab 13:39),5
14:21 (+18),RJ 382,Praha hl.n. (ab 10:31),8
14:23 (+2),RE 3511,Stralsund Hbf (ab 11:02),4
14:29,RB 21886,Flughafen BER (ab 14:16),8
14:29,RB 21889,Berlin Hbf (ab 14:22),
14:33 (+2),ICE 2531,Hamburg-Altona (ab 11:35),
14:34,IC 2179,Rostock Hbf (ab 12:22),3
14:40 (+6),ICE 1101,Berlin Gesundbrunnen (ab 14:26),5
14:40 (+6),ICE 2819,Berlin Gesundbrunnen (ab 14:26),5
14:41 (+5),RE 3155,Falkenberg(Elster) (ab 13:18),6
14:43 (+1),RB 18519,Lübbenau(Spreewald) (ab 13:44),8
14:43 (+2),RE 18519,Lübbenau(Spreewald) (ab 13:44),8
14:46 (+5),ICE 692,München Hbf (ab 06:42),6
14:47 (+1),RE 3309,Stralsund Hbf (ab 11:10),4
14:48 (+3),RB 62018,Elstal (ab 14:07),3
14:48 (+3),RE 62018,Elstal (ab 14:07),3
14:58,RB 21890,Flughafen BER (ab 14:46),8
15:04 (+7),RE 62023,Elsterwerda (ab 13:29),8
15:08 (+3),RB 18518,Berlin Hbf (ab 15:00),3
15:08 (+2),RE 3312,Luckenwalde (ab 14:35),6
15:09 (+10),ICE 693,Berlin Hbf (ab 15:05),5
15:15,ICE 1008,München Hbf (ab 11:18),7
15:15 (+8),RE 3154,Rathenow (ab 14:02),4
15:21 (+3),RB 62069,Wustermark (ab 14:39),5
15:22 (+27),ICE 2528,Leipzig Hbf (ab 14:13),
15:22 (+27),ICE 2910,Leipzig Hbf (ab 14:13),
15:23 (+5),RE 4361,Rostock Hbf (ab 12:37),4
15:24 (+3),IC 2176,Dresden Hbf (ab 13:35),7
15:29 (+3),RE 21894,Flughafen BER (ab 15:16),8
15:35,RJ 177,Berlin Hbf (ab 15:28),3
15:39,RE 3351,Schwedt(Oder) (ab 14:04),4
15:40 (+1),ICE 1601,Berlin Gesundbrunnen (ab 15:26),5
15:42,RE 3177,Jüterbog (ab 15:02),6
15:43,RB 18521,Lübbenau(Spreewald) (ab 14:45),8
15:43,RE 18521,Lübbenau(Spreewald) (ab 14:45),8
15:49 (+1),RE 62020,Elstal (ab 15:07),3
15:56 (+41),ICE 2559,Berlin Hbf (ab 15:51),
15:58,ICE 374,Interlaken Ost (ab 05:59),
16:02 (+23),FLX 1243,Hamburg Hbf (ab 13:19),5
16:05,RE 62025,Baruth(Mark) (ab 15:21),8
16:08,RB 18520,Berlin Hbf (ab 16:00),3
16:09 (+1),RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),6
16:13,RE 3174,Stendal Hbf (ab 14:32),5
16:15,ICE 1508,München Hbf (ab 12:21),7
16:17,ICE 1163,Berlin Gesundbrunnen (ab 16:01),4
16:20 (+28),RJ 176,Praha hl.n. (ab 12:31),8
16:21,RB 62071,Wustermark (ab 15:39),5
16:24,RE 3513,Stralsund Hbf (ab 13:02),4
16:29,RB 21905,Berlin Hbf (ab 16:21),
16:33 (+24),ICE 2533,Hamburg-Altona (ab 13:35),
16:34 (+2),IC 2271,Rostock Hbf (ab 14:20),3
16:40 (+4),ICE 1103,Berlin Gesundbrunnen (ab 16:26),5
16:41 (+3),RE 3157,Falkenberg(Elster) (ab 15:18),
16:44,RB 18523,Lübbenau(Spreewald) (ab 15:45),8
16:44,RE 21907,Berlin Hbf (ab 16:37),
16:46 (+5),ICE 690,München Hbf (ab 08:45),6
16:47,RE 3311,Stralsund Hbf (ab 13:10),4
16:51 (+1),RE 62022,Elstal (ab 16:05),3
16:52,FLX 1240,Basel Bad Bf (ab 08:44),7
16:56 (+5),ICE 677,Berlin Hbf (ab 16:52),
16:59,RE 21909,Berlin Hbf (ab 16:52),
17:04 (+1),RE 62027,Elsterwerda (ab 15:29),8
17:08,RB 18522,Berlin Hbf (ab 17:00),3
17:08 (+2),RE 3314,Luckenwalde (ab 16:35),6
17:09 (+34),ICE 695,Berlin Gesundbrunnen (ab 16:57),5
17:15 (+2),ICE 1006,München Hbf (ab 13:17),7
17:15 (+19),RE 3156,Rathenow (ab 16:02),4
17:21 (+2),RB 62073,Wustermark (ab 16:39),5
17:22,ICE 2526,Leipzig Hbf (ab 16:13),
17:23 (+1),RE 4363,Rostock Hbf (ab 14:37),4
17:24,IC 2174,Dresden Hbf (ab 15:35),7
17:26,RE 21913,Berlin Hbf (ab 17:19),3
17:40 (+10),ICE 1603,Berlin Gesundbrunnen (ab 17:26),5
17:40 (+45),RE 3353,Schwedt(Oder) (ab 16:04),4
17:43 (+1),RB 18525,Lübbenau(Spreewald) (ab 16:44),8
17:43,RE 18525,Lübbenau(Spreewald) (ab 16:44),8
17:43 (+15),RE 3179,Jüterbog (ab 17:02),6
17:44,RE 21915,Berlin Hbf (ab 17:37),3
17:49 (+1),RE 62024,Elstal (ab 17:07),3
17:53,DRF 1242,Stuttgart Hbf (ab 11:55),7
17:53 (+41),FLX 1242,Stuttgart Hbf (ab 11:55),7
17:58 (+2),ICE 372,Brig (ab 07:45),
17:58 (+1),RE 21917,Berlin Hbf (ab 17:52),
18:05,RE 62029,Baruth(Mark) (ab 17:21),8
18:08,RB 18524,Berlin Hbf (ab 18:00),3
18:10 (+1),RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),6
18:13,RE 3176,Stendal Hbf (ab 16:30),
18:15 (+6),ICE 1506,München Hbf (ab 14:21),7
18:21,RB 62075,Wustermark (ab 17:39),
18:23,RE 3515,Stralsund Hbf (ab 15:02),4
18:29,RE 21918,Flughafen BER (ab 18:16),8
18:29,RE 21921,Berlin Hbf (ab 18:22),
18:33 (+13),ICE 2535,Hamburg-Altona (ab 15:35),
18:34 (+1),IC 2273,Rostock Hbf (ab 16:20),3
18:40,ICE 1105,Berlin Gesundbrunnen (ab 18:26),5
18:41 (+4),RE 3159,Falkenberg(Elster) (ab 17:18),6
18:43,RB 18527,Lübbenau(Spreewald) (ab 17:44),8
18:43,RE 18527,Lübbenau(Spreewald) (ab 17:44),
18:46 (+3),ICE 598,München Hbf (ab 10:45),6
18:47 (+1),RE 3313,Stralsund Hbf (ab 15:14),4
18:51 (+4),RE 62026,Elstal (ab 18:05),3
18:58,RE 21922,Flughafen BER (ab 18:46),8
18:59,RE 21925,Berlin Hbf (ab 18:52),
19:04 (+2),RE 62031,Elsterwerda (ab 17:29),8
19:08,RB 18526,Berlin Hbf (ab 19:00),3
19:08,RE 20,Brunau-Packebusch (ab 01:07),
19:08 (+7),RE 3316,Luckenwalde (ab 18:35),6
19:09 (+3),ICE 697,Berlin Gesundbrunnen (ab 18:46),5
19:13,RE 21924,Flughafen BER (ab 19:01),8
19:15 (+36),ICE 1004,München Hbf (ab 15:17),7
19:15 (+9),RE 3158,Rathenow (ab 18:02),4
19:21 (+1),RB 62077,Wustermark (ab 18:39),
19:22 (+11),ICE 2524,Leipzig Hbf (ab 18:13),
19:23 (+5),RE 4365,Rostock Hbf (ab 16:37),4
19:24 (+6),IC 2172,Dresden Hbf (ab 17:35),7
19:29,RE 21929,Berlin Hbf (ab 19:22),
19:40 (+2),ICE 1605,Berlin Gesundbrunnen (ab 19:26),5
19:42 (+7),RE 3181,Jüterbog (ab 19:02),6
19:43 (+1),RB 18529,Lübbenau(Spreewald) (ab 18:44),8
19:43,RE 18529,Lübbenau(Spreewald) (ab 18:44),
19:44,RE 21931,Berlin Hbf (ab 19:37),
19:49 (+1),RE 62028,Elstal (ab 19:07),3
19:57 (+1),ICE 805,Berlin Gesundbrunnen (ab 19:42),4
19:58,ICE 370,Zürich HB (ab 10:59),
19:59,RE 21933,Berlin Hbf (ab 19:52),
20:01 (+7),FLX 1247,Hamburg Hbf (ab 17:21),5
20:05,RE 62033,Baruth(Mark) (ab 19:21),8
20:08,RB 18528,Berlin Hbf (ab 20:00),3
20:09 (+6),RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),6
20:13,RE 3178,Stendal Hbf (ab 18:32),
20:15 (+3),ICE 1504,München Hbf (ab 16:21),7
20:20,NJ 457,Berlin Hbf (ab 20:11),3
20:22,RE 3517,Stralsund Hbf (ab 17:02),4
20:24 (+15),RB 62079,Wustermark (ab 19:39),6
20:29,RE 21937,Berlin Hbf (ab 20:22),
20:33 (+3),ICE 2537,Hamburg-Altona (ab 17:35),
20:40 (+4),ICE 1107,Berlin Gesundbrunnen (ab 20:26),5
20:41 (+5),RE 3161,Falkenberg(Elster) (ab 19:18),6
20:43,RB 18531,Lübbenau(Spreewald) (ab 19:44),8
20:43,RE 18531,Lübbenau(Spreewald) (ab 19:44),8
20:44,RB 21939,Berlin Hbf (ab 20:37),
20:46,ICE 596,München Hbf (ab 12:45),7
20:46,RE 3315,Stralsund Hbf (ab 17:10),4
20:51,RE 62030,Elstal (ab 20:06),3
20:53,RE 3318,Trebbin (ab 20:14),6
20:57 (+2),IC 60408,Berlin Hbf (ab 20:53),4
20:57,NJ 408,Berlin Hbf (ab 20:53),4
20:59,RB 18530,Berlin Hbf (ab 20:52),3
21:04 (+3),RE 62035,Elsterwerda (ab 19:29),8
21:07,RB 21941,Berlin Hbf (ab 21:00),
21:08,ICE 939,Ostseebad Binz (ab 17:15),5
21:15 (+413),ICE 1002,München Hbf (ab 17:19),7
21:15,RE 3160,Rathenow (ab 20:04),4
21:21,RB 62081,Wustermark (ab 20:39),5
21:22,ICE 2522,Leipzig Hbf (ab 20:13),
21:23,RE 4367,Rostock Hbf (ab 18:37),4
21:29,RB 21945,Berlin Hbf (ab 21:22),
21:32,ICE 2837,Berlin Gesundbrunnen (ab 21:18),
21:32 (+4),ICE 2933,Berlin Gesundbrunnen (ab 21:18),5
21:32 (+7),ICE 699,Berlin Gesundbrunnen (ab 21:18),5
21:39,ICE 1703,Hamburg-Altona (ab 18:34),5
21:39,RE 3357,Schwedt(Oder) (ab 20:04),4
21:42 (+17),RE 3183,Jüterbog (ab 21:02),6
21:44,RB 21944,Flughafen BER (ab 21:32),8
21:44,RB 21947,Berlin Hbf (ab 21:37),
21:49,RE 62032,Elstal (ab 21:07),3
21:58 (+4),ICE 278,Basel SBB (ab 14:17),
21:58,RB 21946,Flughafen BER (ab 21:46),8
21:59,RB 21949,Berlin Hbf (ab 21:52),
22:05 (+4),RE 62037,Baruth(Mark) (ab 21:20),8
22:09 (+2),RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),6
22:13,RB 21948,Flughafen BER (ab 22:01),8
22:13 (+8),RE 3180,Stendal Hbf (ab 20:47),5
22:14,RB 21951,Berlin Hbf (ab 22:07),
22:15 (+472),ICE 1502,München Hbf (ab 18:20),6
22:21 (+2),RB 62083,Wustermark (ab 21:39),5
22:23,RE 3519,Stralsund Hbf (ab 19:02),4
22:29,RB 21950,Flughafen BER (ab 22:16),8
22:29,RB 21953,Berlin Hbf (ab 22:22),
22:33 (+1),ICE 609,Hamburg-Altona (ab 19:34),5
22:43,RB 21952,Flughafen BER (ab 22:31),8
22:47,ICE 594,München Hbf (ab 14:45),6
22:47,RE 3317,Stralsund Hbf (ab 19:13),4
22:53,RB 56814,Schwerin Hbf (ab 20:14),5
22:53,RE 3185,Rudersberg-Oberndorf (ab 21:19),6
22:53,RE 56814,Schwerin Hbf (ab 20:14),5
22:59,RB 21957,Berlin Hbf (ab 22:52),3
23:04,RE 62039,Elsterwerda (ab 21:30),8
23:21,RB 62085,Wustermark (ab 22:38),
23:24,RE 4369,Rostock Hbf (ab 20:37),4
23:29,RB 21961,Eisenach Hbf (ab 08:13),
23:34 (+328),ICE 1000,München Hbf (ab 19:18),8
23:35,ICE 2939,Jena-Göschwitz (ab 03:21),
23:35 (+4),ICE 905,Berlin Gesundbrunnen (ab 23:20),3
23:43,RB 21960,Blankenfelde(Teltow-Fläming) (ab 23:11),
23:44,RB 21963,Eisenach Hbf (ab 09:13),
23:49,RE 62036,Elstal (ab 23:07),3
