Ankunft,Zugnr.,von (Abfahrt),Gleis
17:36 (+8),RE 3126,Hennigsdorf(b Berlin) (ab 16:35),1
17:46 (+3),RE 73777,Brandenburg Hbf (ab 16:44),1
17:47 (+2),RE 73742,Frankfurt(Oder) (ab 16:38),7
17:50,ICE 372,Brig (ab 07:45),3
17:56 (+9),RE 3728,Dessau Hbf (ab 16:05),2
18:02,ICE 147,Amsterdam Centraal (ab 12:00),2
18:02 (+14),RE 3733,Senftenberg (ab 16:14),6
18:06 (+10),EC 44,Warszawa Wschodnia (ab 12:49),7
18:09,RE 73737,Magdeburg Hbf (ab 16:12),1
18:10,RE 73784,Frankfurt(Oder) (ab 17:08),7
18:23,RE 18769,Cottbus Hbf (ab 17:03),
18:23,RE 3129,Cottbus Hbf (ab 17:03),7
18:29,ICE 941,Köln Hbf (ab 13:27),2
18:36,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:36,RJ 174,Budapest-Nyugati (ab 07:30),7
18:46,RE 73779,Brandenburg Hbf (ab 17:45),1
18:47,RE 73744,Frankfurt(Oder) (ab 17:38),7
18:56 (+5),RE 3730,Dessau Hbf (ab 17:05),1
18:58 (+5),IC 2431,Emden Außenhafen (ab 12:01),2
19:01 (+5),EC 58,Przemysl Glowny (ab 09:09),6
19:02 (+3),ICE 1549,Köln Hbf (ab 13:34),2
19:02 (+2),RE 3735,Senftenberg (ab 17:14),7
19:09 (+8),RE 73739,Magdeburg Hbf (ab 17:12),1
19:10,RE 73786,Frankfurt(Oder) (ab 18:08),7
19:23,RE 3131,Cottbus Hbf (ab 18:03),7
19:28,ICE 641,Köln Hbf (ab 14:26),2
19:36,RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:46 (+5),RE 73781,Brandenburg Hbf (ab 18:44),1
19:47 (+3),RE 73746,Frankfurt(Oder) (ab 18:38),7
19:50,ICE 370,Zürich HB (ab 10:59),3
19:56 (+11),RE 3732,Dessau Hbf (ab 18:05),2
20:02 (+2),ICE 149,Amsterdam Centraal (ab 14:00),2
20:02 (+1),RE 3737,Senftenberg (ab 18:14),7
20:06 (+10),EC 42,Warszawa Wschodnia (ab 14:49),7
20:09,RE 73741,Magdeburg Hbf (ab 18:12),1
20:10 (+1),RE 73788,Frankfurt(Oder) (ab 19:08),7
20:23 (+15),RE 3133,Cottbus Hbf (ab 19:03),6
20:25,RE 73823,Berlin Zoologischer Garten (ab 20:08),1
20:28 (+20),ICE 943,Köln Hbf (ab 15:28),2
20:36 (+16),RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:39,EC 431,Jaworzno Szczakowa (ab 05:58),3
20:42 (+15),RJ 172,Praha hl.n. (ab 16:31),6
20:46 (+8),RE 73783,Brandenburg Hbf (ab 19:44),1
20:47 (+2),RE 73748,Frankfurt(Oder) (ab 19:42),7
20:49 (+11),ICE 794,Karlsruhe Hbf (ab 14:40),3
20:56 (+8),RE 3734,Dessau Hbf (ab 19:05),2
21:00,RB 80439,Thale Hbf (ab 17:17),6
21:02 (+6),ICE 1055,Düsseldorf Hbf (ab 16:06),2
21:02 (+1),RE 3739,Senftenberg (ab 19:14),7
21:09 (+8),RE 73743,Magdeburg Hbf (ab 19:12),1
21:23 (+15),RE 3135,Cottbus Hbf (ab 20:03),7
21:31 (+31),ICE 643,Köln Hbf (ab 16:26),2
21:36,RE 3134,Hennigsdorf(b Berlin) (ab 20:35),1
21:41 (+10),RE 73790,Frankfurt(Oder) (ab 20:32),7
21:46,RE 73785,Brandenburg Hbf (ab 20:44),1
21:51 (+8),ICE 278,Basel SBB (ab 14:16),3
21:56,RE 3736,Dessau Hbf (ab 20:05),1
22:03 (+8),ICE 241,Amsterdam Centraal (ab 16:00),2
22:04 (+7),RE 3741,Senftenberg (ab 20:14),7
22:09 (+8),EC 40,Warszawa Wschodnia (ab 16:49),6
22:09,RE 73745,Magdeburg Hbf (ab 20:12),1
22:23 (+3),RE 3137,Cottbus Hbf (ab 21:03),7
22:31,ICE 945,Köln Hbf (ab 17:24),1
22:41,RE 73792,Erkner (ab 22:19),7
22:45 Ausfall,ES 452,Praha hl.n. (ab 18:00),6
22:46,RE 73787,Brandenburg Hbf (ab 21:44),1
22:49,ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),3
22:56,RE 3738,Dessau Hbf (ab 21:05),7
23:03,RE 3136,Hennigsdorf(b Berlin) (ab 22:02),2
23:09,RE 73747,Magdeburg Hbf (ab 21:07),1
23:22 (+8),RE 3139,Cottbus Hbf (ab 22:00),6
23:29,ICE 2865,Köln Hbf (ab 18:25),2
23:29,ICE 645,Köln Hbf (ab 18:25),2
23:31,RB 21958,Flughafen BER (ab 23:10),
23:41 (+2),RE 73794,Erkner (ab 23:19),7
23:47 (+7),ICE 276,Brig (ab 13:45),2
23:56,RE 3740,Dessau Hbf (ab 22:05),3
