Abfahrt,Zugnr.,nach (Ankunft),Gleis
09:42,RB 62058,Berlin-Spandau (an 09:59),
09:46,RE 62008,Baruth(Mark) (an 10:36),1
09:48,RE 3171,Schorndorf (an 18:09),3
09:50,RB 18509,Berlin Hbf (an 09:53),4
10:04,RB 18508,Lübbenau(Spreewald) (an 11:15),1
10:05,RB 21850,Berlin Hbf (an 10:08),4
10:10,RE 3168,Jüterbog (an 10:54),2
10:12,RE 62013,Elstal (an 10:49),4
10:16 (+1),RE 3346,Schwedt(Oder) (an 11:55),3
10:17,RB 62059,Berlin Südkreuz (an 10:22),1
10:17 Ausfall,RE 3507,Berlin Südkreuz (an 10:24),2
10:36,RB 21854,Berlin Hbf (an 10:39),4
10:41 Ausfall,RE 4356,Rostock Hbf (an 13:21),3
10:42,RB 62060,Berlin-Spandau (an 10:59),
10:43 (+1),RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2
10:47,RE 3151,Rathenow (an 11:54),3
10:48,RE 62010,Elsterwerda (an 12:31),1
10:50,RB 18511,Berlin Hbf (an 10:53),4
11:04,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:05,RB 21858,Berlin Hbf (an 11:08),4
11:10,RE 62015,Elstal (an 11:53),4
11:12,RE 3150,Falkenberg(Elster) (an 12:44),2
11:15,RE 3308,Stralsund Hbf (an 14:44),3
11:17,RB 62061,Berlin Südkreuz (an 11:21),1
11:17 (+7),RE 4357,Berlin Südkreuz (an 11:23),2
11:26,RB 21865,Flughafen BER (an 11:45),1
11:35,RE 3347,Luckenwalde (an 12:27),1
11:36,RB 21862,Berlin Hbf (an 11:39),4
11:41,FEX,Berlin Ostbahnhof (an 04:31),
11:41,RB 21867,Flughafen BER (an 12:00),1
11:41 (+1),RE 3510,Stralsund Hbf (an 14:51),3
11:43,RB 62062,Berlin-Spandau (an 11:59),
11:46,RE 62012,Baruth(Mark) (an 12:36),1
11:50,RB 18513,Berlin Hbf (an 11:53),4
11:50,RE 3173,Stendal Hbf (an 13:30),3
11:56,RB 21869,Flughafen BER (an 12:14),
12:04,RB 18512,Lübbenau(Spreewald) (an 13:15),1
12:07,RB 21866,Berlin Hbf (an 12:09),4
12:10,RE 3170,Jüterbog (an 12:54),2
12:12,RE 62017,Elstal (an 12:49),4
12:16 (+2),RE 3348,Schwedt(Oder) (an 13:55),3
12:17,RB 62063,Berlin Südkreuz (an 12:21),1
12:17 (+10),RE 3509,Berlin Südkreuz (an 12:23),2
12:26,RB 21873,Flughafen BER (an 12:46),1
12:36,RB 21870,Berlin Hbf (an 12:39),4
12:41,RB 21875,Flughafen BER (an 13:00),1
12:41 (+1),RE 4358,Rostock Hbf (an 15:21),3
12:42,RB 62064,Berlin-Spandau (an 12:59),
12:43 (+2),RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2
12:47,RE 3153,Rathenow (an 13:54),3
12:48,RE 62014,Elsterwerda (an 14:31),1
12:49,RB 18515,Berlin Hbf (an 12:53),4
12:55,RB 21877,Flughafen BER (an 13:14),1
13:04,RB 18514,Lübbenau(Spreewald) (an 14:15),1
13:05,RB 21874,Berlin Hbf (an 13:08),4
13:10,RE 62019,Elstal (an 14:00),4
13:12,RE 3152,Falkenberg(Elster) (an 14:44),2
13:15,RE 3310,Stralsund Hbf (an 16:44),3
13:17,RB 62065,Berlin Südkreuz (an 13:21),1
13:17 (+12),RE 4359,Berlin Südkreuz (an 13:23),2
13:20,RB 21876,Berlin Hbf (an 13:23),4
13:35,RE 3349,Luckenwalde (an 14:27),1
13:41 (+2),RE 3512,Stralsund Hbf (an 16:51),3
13:42,RB 62066,Berlin-Spandau (an 13:59),
13:46,RE 62016,Baruth(Mark) (an 14:36),1
13:48,RE 3175,Schorndorf (an 19:09),
14:04,RB 18516,Lübbenau(Spreewald) (an 15:15),1
14:05,RB 21882,Berlin Hbf (an 14:08),4
14:12,RE 62021,Elstal (an 14:49),4
14:16 (+1),RE 3350,Schwedt(Oder) (an 15:55),3
14:17 (+3),RE 3511,Berlin Südkreuz (an 14:23),2
14:20,RB 21884,Berlin Hbf (an 14:22),4
14:36,RB 21886,Berlin Hbf (an 14:39),4
14:41 (+1),RE 4360,Rostock Hbf (an 17:21),3
14:42,RB 62068,Wustermark (an 15:18),4
14:43,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),2
14:45,RB 62018,Elsterwerda (an 16:28),1
14:45,RE 62018,Elsterwerda (an 16:28),
14:47,RE 3155,Rathenow (an 15:54),3
14:49,RB 18519,Berlin Hbf (an 14:53),4
15:04,RB 18518,Lübbenau(Spreewald) (an 16:15),1
15:05,RB 21890,Berlin Hbf (an 15:08),4
15:10,RE 62023,Elstal (an 15:55),4
15:12 (+2),RE 3154,Falkenberg(Elster) (an 16:45),2
15:15 (+1),RE 3312,Stralsund Hbf (an 18:44),3
15:17,RB 62069,Berlin Südkreuz (an 15:21),1
15:17 (+3),RE 4361,Berlin Südkreuz (an 15:23),2
15:41 (+3),RE 3514,Stralsund Hbf (an 18:51),3
15:42,RB 62070,Berlin-Spandau (an 15:59),
15:46,RE 62020,Baruth(Mark) (an 16:36),1
15:48,RE 3177,Stendal Hbf (an 17:30),
15:50,RB 18521,Berlin Hbf (an 15:53),4
16:04,RB 18520,Lübbenau(Spreewald) (an 17:15),1
16:12,RE 62025,Elstal (an 16:49),4
16:16 (+1),RE 3352,Schwedt(Oder) (an 17:55),3
16:19 (+3),RE 3513,Berlin Südkreuz (an 16:24),2
16:41 (+2),RE 4362,Rostock Hbf (an 19:21),3
16:42,RB 62072,Berlin-Spandau (an 16:59),
16:43,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),2
16:47,RE 3157,Berlin-Spandau (an 17:04),
16:48,RE 62022,Elsterwerda (an 18:31),1
16:51,RB 18523,Berlin Hbf (an 16:54),4
17:04,RB 18522,Cottbus Hbf (an 18:48),1
17:10,RE 62027,Elstal (an 17:47),4
17:15,RE 3314,Stralsund Hbf (an 20:44),3
17:17 (+3),RE 4363,Berlin Südkreuz (an 17:23),2
17:35 (+45),RE 3353,Luckenwalde (an 18:27),1
17:41 (+1),RE 3516,Stralsund Hbf (an 20:51),3
17:43,RB 62074,Berlin-Spandau (an 17:59),
17:46,RE 62024,Baruth(Mark) (an 18:35),1
17:49,RE 26117,Stendal Hbf (an 19:30),
17:49,RE 3179,Stendal Hbf (an 19:30),
17:50,RB 18525,Berlin Hbf (an 17:53),4
18:04,RB 18524,Lübbenau(Spreewald) (an 19:14),1
18:12,RE 62029,Elstal (an 18:49),4
18:16 (+2),RE 3354,Schwedt(Oder) (an 19:55),3
18:17,RE 3515,Berlin Südkreuz (an 18:23),2
18:36,RE 21918,Berlin Hbf (an 18:39),4
18:41 (+1),RE 4364,Rostock Hbf (an 21:21),3
18:42,RB 10,Koblenz Hbf (an 08:06),
18:42,RB 62076,Wustermark (an 19:18),4
18:43,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),2
18:47 (+4),RE 3159,Rathenow (an 19:49),3
18:48 (+4),RE 62026,Elsterwerda (an 20:31),1
18:50,RB 18527,Berlin Hbf (an 18:53),4
19:04,RB 18526,Cottbus Hbf (an 20:48),1
19:05,RE 21922,Berlin Hbf (an 19:08),4
19:11 (+1),RE 62031,Elstal (an 19:53),4
19:12 (+4),RE 3158,Falkenberg(Elster) (an 20:44),2
19:15 (+6),RE 3316,Stralsund Hbf (an 22:49),3
19:17 (+6),RE 4365,Berlin Südkreuz (an 19:23),2
19:20,RE 21924,Berlin Hbf (an 19:23),4
19:41 (+2),RE 3518,Stralsund Hbf (an 22:51),3
19:42,RB 62078,Berlin-Spandau (an 19:59),
19:46,RE 62028,Baruth(Mark) (an 20:35),1
19:48 (+8),RE 3181,Stendal Hbf (an 21:13),3
19:50,rb 18529,Berlin Hbf (an 19:53),4
20:04,RB 18528,Cottbus Hbf (an 21:48),1
20:12,RE 62033,Elstal (an 20:49),4
20:16 (+5),RE 3356,Schwedt(Oder) (an 21:55),3
20:17,RE 3517,Berlin Südkreuz (an 20:22),2
20:41 (+19),RE 4366,Rostock Hbf (an 23:21),3
20:42,RB 62080,Berlin-Spandau (an 20:59),
20:43,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),2
20:47,RE 3161,Berlin-Spandau (an 21:04),
20:48,RE 62030,Elsterwerda (an 22:31),1
20:50,RB 18531,Berlin Hbf (an 20:53),4
20:56,RB 18530,Cottbus Hbf (an 22:48),1
20:59,RE 3318,Pasewalk (an 23:14),3
21:10,RE 62035,Elstal (an 21:53),4
21:17,RE 4367,Berlin Südkreuz (an 21:23),2
21:35,RE 3357,Jüterbog (an 22:30),1
21:41,RE 3520,Neubrandenburg (an 23:29),3
21:43,RB 62082,Berlin-Spandau (an 21:59),
21:46,RE 62032,Baruth(Mark) (an 22:35),1
21:48,RE 3183,Stendal Hbf (an 23:13),3
21:51,RB 21944,Berlin Hbf (an 21:54),4
22:05,RB 21946,Berlin Hbf (an 22:08),4
22:10,RE 3180,Jüterbog (an 22:54),2
22:12,RE 62037,Elstal (an 22:49),4
22:16,RE 3358,Schwedt(Oder) (an 23:56),3
22:17,RE 3519,Berlin Südkreuz (an 22:23),2
22:20,RB 21948,Berlin Hbf (an 22:23),4
22:26,RB 21953,Flughafen BER (an 22:45),
22:36,RB 21950,Berlin Hbf (an 22:39),4
22:41,RE 4368,Rostock Hbf (an 01:10),3
22:42,RB 62084,Wustermark (an 23:18),4
22:43,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),2
22:50,RB 21952,Berlin Hbf (an 22:53),4
22:50,RB 56814,Berlin Südkreuz (an 22:53),2
22:56,RB 21957,Flughafen BER (an 23:14),1
23:01,RE 3185,Schorndorf (an 21:39),3
23:10,RE 62039,Wustermark (an 23:54),4
23:17,RE 4369,Berlin Südkreuz (an 23:24),2
23:41,RE 3522,Neustrelitz Hbf (an 01:09),
23:46,RE 62036,Baruth(Mark) (an 00:35),1
