Ankunft,Zugnr.,von (Abfahrt),Gleis
10:30 (+1),ICE 2825,Frankfurt(Main)Hbf (ab 06:15),5
10:30 (+1),ICE 2910,Frankfurt(Main)Hbf (ab 06:15),5
10:30 (+1),ICE 696,Frankfurt(Main)Hbf (ab 06:15),5
10:31 (+5),ICE 640,Berlin Ostbahnhof (ab 10:24),13
10:32,ICE 1007,Berlin Gesundbrunnen (ab 10:28),4
10:36 (+1),RE 62010,Elstal (ab 10:05),2 D - G
10:37 (+4),RE 3113,Cottbus Hbf (ab 09:03),14
10:38 (+35),ICE 2810,Kassel-Wilhelmshöhe (ab 07:49),11
10:38 (+35),ICE 996,Kassel-Wilhelmshöhe (ab 07:49),11
10:39,RB 21854,Flughafen BER (ab 10:16),8
10:43 (+1),RE 4356,Berlin Südkreuz (ab 10:34),5
10:44 (+1),RE 3714,Dessau Hbf (ab 09:05),12
10:45,RB 62060,Berlin Südkreuz (ab 10:38),7
10:52 (+2),RE 3151,Falkenberg(Elster) (ab 09:18),7
10:53 (+2),RB 18511,Lübbenau(Spreewald) (ab 09:44),8
10:53 (+3),RE 18511,Lübbenau(Spreewald) (ab 09:44),8
10:54 Ausfall,ICE 1543,Köln Hbf (ab 05:43),3
10:54 (+3),ICE 934,Darmstadt Hbf (ab 06:37),6
10:57,RE 94723,Berlin Zoologischer Garten (ab 10:52),11
10:59 (+1),RE 94728,Frankfurt(Oder) (ab 09:38),13
11:00,SJ 345,Stockholm Central (ab 17:28),
11:01 (+1),ICE 839,Stralsund Hbf (ab 08:07),4
11:06 (+5),EN 13403,Stockholm Central (ab 17:28),12
11:06 (+1),RE 3150,Rathenow (ab 10:02),2
11:08 (+12),RB 21858,Flughafen BER (ab 10:46),8
11:11 (+79),EC 54,Krakow Glowny (ab 04:07),14
11:11,RE 4357,Rostock Hbf (ab 08:37),4
11:12 (+1),RB 62061,Wustermark (ab 10:39),1
11:13 (+1),RE 3719,Senftenberg (ab 09:14),13
11:13,RE 62015,Elsterwerda (ab 09:29),7
11:16 (+3),ICE 799,Berlin Ostbahnhof (ab 11:06),14
11:18 (+10),RE 3308,Luckenwalde (ab 10:35),6
11:23 (+9),ICE 1102,München Hbf (ab 07:17),5
11:23 (+6),ICE 599,Berlin Gesundbrunnen (ab 11:17),4
11:23,RB 21860,Flughafen BER (ab 11:01),8
11:24 (+1),RE 3114,Hennigsdorf(b Berlin) (ab 10:35),11
11:28 (+1),ICE 940,Berlin Ostbahnhof (ab 11:20),13
11:29 (+3),ICE 2818,München Hbf (ab 06:49),6
11:29 (+39),ICE 543,Köln Hbf (ab 06:25),11
11:29 (+5),ICE 602,München Hbf (ab 06:49),6
11:29 (+4),RE 3347,Schwedt(Oder) (ab 10:04),2
11:32 (+11),IC 2270,Dresden Hbf (ab 09:35),5
11:32 (+13),ICE 1507,Berlin Gesundbrunnen (ab 11:26),4
11:33 (+10),ICE 1903,Hamburg-Altona (ab 08:38),3
11:35 (+2),RE 3115,Cottbus Hbf (ab 10:03),14
11:38 (+10),ICE 378,Karlsruhe Hbf (ab 05:59),11
11:38 (+1),RE 62012,Elstal (ab 11:07),2 A - D
11:39,RB 21862,Flughafen BER (ab 11:16),8
11:43 (+3),RE 3510,Berlin Südkreuz (ab 11:34),6
11:44 (+1),RE 3716,Dessau Hbf (ab 10:05),12
11:45 (+15),RB 62062,Berlin Südkreuz (ab 11:39),7
11:47 (+26),ICE 1162,Stuttgart Hbf (ab 07:03),5
11:49 (+4),FLX 1239,Hamburg Hbf (ab 09:18),3
11:51 (+14),ICE 141,Amsterdam Centraal (ab 06:00),12
11:53 (+17),RB 18513,Lübbenau(Spreewald) (ab 10:44),8
11:53 (+19),RE 18513,Lübbenau(Spreewald) (ab 10:44),8
11:53 (+1),RE 3173,Jüterbog (ab 11:02),7
11:57,RE 94725,Berlin Zoologischer Garten (ab 11:52),11
11:59 (+1),RE 94730,Frankfurt(Oder) (ab 10:38),14
12:02,DRF 1324,Leipzig Hbf (ab 10:35),6
12:02 (+14),FLX 1324,Leipzig Hbf (ab 10:35),6
12:03 (+8),ICE 144,Berlin Südkreuz (ab 11:51),6
12:05 (+1),RE 3170,Stendal Hbf (ab 10:32),2
12:06 (+16),ICE 1138,Frankfurt(M) Flughafen Regionalbf (ab 07:41),11
12:08,ICE 2800,München Hbf (ab 08:49),6
12:08,ICE 802,München Hbf (ab 07:12),6
12:09 (+8),RB 21866,Flughafen BER (ab 11:46),8
12:12,RB 62063,Wustermark (ab 11:39),1
12:12 Ausfall,RE 18751,Neustrelitz Hbf (ab 11:00),4
12:12 Ausfall,RE 3509,Stralsund Hbf (ab 09:02),4
12:13 (+1),RE 3721,Senftenberg (ab 10:14),13
12:15 (+7),RE 62017,Baruth(Mark) (ab 11:21),7 D - G
12:16 (+2),EC 246,Warszawa Wschodnia (ab 06:49),14
12:19 (+1),RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),6
12:21,ICE 509,Hamburg-Altona (ab 09:34),3
12:23 (+2),IC 2177,Rostock Hbf (ab 10:21),4
12:23 (+4),ICE 1602,München Hbf (ab 08:21),5
12:23 (+7),RB 21868,Flughafen BER (ab 12:00),7 A - D
12:24 (+4),RE 3116,Hennigsdorf(b Berlin) (ab 11:35),12
12:27 (+1),ICE 375,Berlin Ostbahnhof (ab 12:17),14
12:29 (+1),ICE 845,Köln Hbf (ab 07:27),11
12:29 (+1),RE 3307,Stralsund Hbf (ab 09:10),2 A - D
12:31 (+2),ICE 694,Stuttgart Hbf (ab 06:49),5
12:31 (+14),RJ 178,Praha hl.n. (ab 08:31),7
12:32 (+1),ICE 1009,Berlin Gesundbrunnen (ab 12:26),4
12:35,RE 3117,Cottbus Hbf (ab 11:03),13
12:38 (+38),ICE 548,Berlin Ostbahnhof (ab 12:30),14
12:38 (+15),ICE 994,Stuttgart Hbf (ab 06:36),11
12:38,RE 62014,Elstal (ab 12:05),2 D - G
12:39 (+4),RB 21870,Flughafen BER (ab 12:16),8
12:43 Ausfall,RE 4358,Berlin Südkreuz (ab 12:34),5
12:44 (+20),RE 3718,Dessau Hbf (ab 11:05),12
12:45 (+1),RB 62064,Berlin Südkreuz (ab 12:38),6
12:51 (+37),IC 2035,Norddeich (ab 05:39),12
12:52 (+3),RE 3153,Falkenberg(Elster) (ab 11:18),7
12:53,RB 18515,Lübbenau(Spreewald) (ab 11:44),8
12:53,RE 18515,Lübbenau(Spreewald) (ab 11:44),8
12:54 (+18),ICE 932,Saarbrücken Hbf (ab 06:28),6
12:57,RE 94727,Berlin Zoologischer Garten (ab 12:52),11
12:59 (+5),RE 94732,Frankfurt(Oder) (ab 11:38),14
13:01 (+3),ICE 931,Ostseebad Binz (ab 09:15),4
13:02 Ausfall,ICE 1545,Aachen Hbf (ab 07:07),3
13:02,ice 1545,Aachen Hbf (ab 07:07),3
13:06,RE 3152,Rathenow (ab 12:02),2
13:08,RB 21874,Flughafen BER (ab 12:46),8
13:11 (+6),RE 4359,Rostock Hbf (ab 10:37),4
13:12,RB 62065,Wustermark (ab 12:39),1
13:13 (+12),RE 3723,Senftenberg (ab 11:14),13
13:13 (+4),RE 62019,Elsterwerda (ab 11:29),7
13:16,EC 230,Gdynia Glowna (ab 07:09),14
13:16 (+39),ICE 993,Berlin Ostbahnhof (ab 13:06),14
13:18 (+1),RE 3310,Luckenwalde (ab 12:35),6
13:23 (+63),ICE 1100,München Hbf (ab 09:19),5
13:23 (+3),ICE 2847,Berlin Gesundbrunnen (ab 13:17),4
13:23 (+2),ICE 691,Berlin Gesundbrunnen (ab 13:17),4
13:23,RB 21876,Flughafen BER (ab 13:01),8
13:24,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),11
13:26 (+2),ICE 848,Berlin Ostbahnhof (ab 13:18),14
13:29 (+42),ICE 2922,München Hbf (ab 08:49),6
13:29 (+37),ICE 545,Köln Hbf (ab 08:25),11
13:29 (+42),ICE 600,München Hbf (ab 08:49),6
13:29 (+4),RE 3349,Schwedt(Oder) (ab 12:04),2
13:32 (+4),IC 2178,Dresden Hbf (ab 11:35),5
13:32 (+3),ICE 1509,Saalfelden (ab 09:26),4
13:34 (+5),ICE 1905,Hamburg-Altona (ab 10:38),3
13:35 (+2),RE 3119,Cottbus Hbf (ab 12:03),14
13:38 (+10),ICE 376,Basel SBB (ab 06:16),11
13:38 (+2),RE 62016,Elstal (ab 13:07),2 A - D
13:39 (+1),RB 21878,Flughafen BER (ab 13:16),8
13:43 (+1),RE 3512,Berlin Südkreuz (ab 13:34),5
13:44 (+2),RE 3720,Dessau Hbf (ab 12:05),12
13:45,RB 62066,Berlin Südkreuz (ab 13:38),7
13:51,DRF 1321,Köln Hbf (ab 08:14),12
13:51,FLX 1321,Köln Hbf (ab 08:14),12
13:51 (+11),ICE 143,Amsterdam Centraal (ab 08:00),3
13:52,RB 18043,Elsterwerda-Biehla (ab 23:37),7
13:52,RE 3175,Jüterbog (ab 13:02),7
13:53 (+2),RB 18517,Lübbenau(Spreewald) (ab 12:44),8
13:53 (+2),RE 18517,Lübbenau(Spreewald) (ab 12:44),8
13:57,RE 94729,Berlin Zoologischer Garten (ab 13:52),11
13:59,RE 94734,Frankfurt(Oder) (ab 12:38),14
14:00 (+4),FLX 1238,Stuttgart Hbf (ab 08:14),6
14:03,ICE 142,Berlin Südkreuz (ab 13:51),6
14:05 (+12),ICE 800,München Hbf (ab 09:12),8
14:05 (+2),RE 3172,Stendal Hbf (ab 12:31),2
14:08,RB 21882,Flughafen BER (ab 13:46),7 D - G
14:11 (+39),RE 3511,Stralsund Hbf (ab 11:02),4
14:12 (+1),RB 62067,Wustermark (ab 13:39),1
14:13 (+1),RE 3725,Senftenberg (ab 12:14),13
14:15,RE 62021,Baruth(Mark) (ab 13:20),7 A - D
14:16 (+1),EC 48,Warszawa Wschodnia (ab 08:49),14
14:19 (+12),RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),6
14:21 (+2),ICE 601,Hamburg-Altona (ab 11:34),3
14:22 (+58),ICE 1600,München Hbf (ab 10:22),5
14:22 (+1),RB 21884,Flughafen BER (ab 14:01),8
14:23 (+5),IC 2179,Rostock Hbf (ab 12:22),4
14:24,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),11
14:27,ICE 377,Berlin Ostbahnhof (ab 14:16),13
14:27 (+2),ICE 847,Köln Hbf (ab 09:27),12
14:29 (+3),RE 3309,Stralsund Hbf (ab 11:10),2 A - D
14:29 (+34),RJ 382,Praha hl.n. (ab 10:31),6
14:30 (+3),ICE 2916,München Hbf (ab 06:42),5
14:30 (+1),ICE 546,Berlin Ostbahnhof (ab 14:22),14
14:30 (+4),ICE 692,München Hbf (ab 06:42),5
14:32 (+2),ICE 1101,Berlin Gesundbrunnen (ab 14:26),4
14:32 (+5),RB 62018,Elstal (ab 14:07),2 D - G
14:32 (+1),RE 62018,Elstal (ab 14:07),2 D - G
14:37,RE 3121,Cottbus Hbf (ab 13:03),13
14:38 (+12),ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),11
14:39,RB 21886,Flughafen BER (ab 14:16),8
14:43 Ausfall,RE 4360,Berlin Südkreuz (ab 14:34),5
14:44,RE 3722,Dessau Hbf (ab 13:05),12
14:45 (+1),RB 62068,Berlin Südkreuz (ab 14:38),7
14:50 (+21),RB 18160,Berlin Ostbahnhof (ab 14:39),13
14:52,RE 3155,Falkenberg(Elster) (ab 13:18),7
14:53 (+3),RB 18519,Lübbenau(Spreewald) (ab 13:44),8
14:53,RE 18519,Lübbenau(Spreewald) (ab 13:44),8
14:54 (+2),ICE 930,Frankfurt(Main)Hbf (ab 11:02),6
14:57,RE 94731,Berlin Zoologischer Garten (ab 14:52),11
14:59,RE 94736,Frankfurt(Oder) (ab 13:38),13
15:01 (+1),IC 2034,Berlin Ostbahnhof (ab 14:53),14
15:01 Ausfall,ICE 1547,Aachen Hbf (ab 09:06),3
15:01 (+31),ICE 933,Ostseebad Binz (ab 11:24),4
15:06,RE 3154,Rathenow (ab 14:02),2
15:08 Ausfall,RB 18159,Berlin-Wannsee (ab 14:51),11
15:08,RB 21890,Flughafen BER (ab 14:46),8
15:11 (+33),EC 56,Przemysl Glowny (ab 05:15),13
15:11 (+5),RE 4361,Rostock Hbf (ab 12:37),4
15:12,RB 62069,Wustermark (ab 14:39),1
15:13 (+6),RE 3727,Senftenberg (ab 13:14),14
15:13 (+15),RE 62023,Elsterwerda (ab 13:29),7
15:16,ICE 995,Berlin Ostbahnhof (ab 15:06),13
15:18 (+8),RE 3312,Luckenwalde (ab 14:35),6
15:23 (+30),ICE 1008,München Hbf (ab 11:18),5
15:23 (+1),ICE 2915,Darmstadt Hbf (ab 20:30),4
