Ankunft,Zugnr.,von (Abfahrt),Gleis
17:57,RE 93738,Berlin-Wannsee (ab 17:39),
17:57,RE 94737,Berlin-Wannsee (ab 17:39),
17:59,RE 92496,Erkner (ab 17:28),
17:59,RE 94742,Erkner (ab 17:28),
18:00,DRF 1242,Stuttgart Hbf (ab 11:55),5
18:00 (+3),FLX 1242,Stuttgart Hbf (ab 11:55),5
18:05 (+4),ICE 372,Brig (ab 07:45),
18:05,RE 3176,Stendal Hbf (ab 16:30),2
18:08 (+1),RB 21914,Flughafen BER (ab 17:46),
18:11,RE 3515,Stralsund Hbf (ab 15:02),4
18:12,RB 62075,Wustermark (ab 17:39),1
18:13 (+2),RE 3733,Senftenberg (ab 16:14),13
18:14 (+1),RE 62029,Baruth(Mark) (ab 17:21),7
18:19 (+1),RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),6
18:21 (+23),ICE 2535,Hamburg-Altona (ab 15:35),
18:22 (+5),ICE 1506,München Hbf (ab 14:21),5
18:22 (+3),RB 21916,Flughafen BER (ab 18:01),
18:22,RE 75863,Erkner (ab 17:50),
18:22 (+1),RE 94784,Erkner (ab 17:50),
18:23 (+9),IC 2273,Rostock Hbf (ab 16:20),4
18:24,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),11
18:29 (+5),RE 3313,Stralsund Hbf (ab 15:14),2 A - D
18:30 Ausfall,ICE 941,Köln Hbf (ab 13:27),12
18:32 (+12),ICE 1105,Berlin Gesundbrunnen (ab 18:26),4
18:35 (+1),RB 94779,Potsdam Hbf (ab 18:10),
18:35,RE 3129,Cottbus Hbf (ab 17:03),14
18:35 (+3),RE 62026,Elstal (ab 18:05),2 D - G
18:35 (+1),RE 94779,Potsdam Hbf (ab 18:10),
18:39,RE 21918,Flughafen BER (ab 18:16),8
18:43 (+34),ICE 2596,Frankfurt(Main)Hbf (ab 13:53),
18:43 (+1),RE 4364,Berlin Südkreuz (ab 18:34),5
18:44 (+2),RE 3730,Dessau Hbf (ab 17:05),11
18:45,RB 62076,Berlin Südkreuz (ab 18:38),7
18:49 (+19),IC 2431,Emden Außenhafen (ab 12:01),12
18:52 (+1),RE 3159,Falkenberg(Elster) (ab 17:18),7
18:53 (+5),RB 18527,Lübbenau(Spreewald) (ab 17:44),
18:53 (+7),RE 18527,Lübbenau(Spreewald) (ab 17:44),8
18:57,RB 94739,Berlin-Wannsee (ab 18:39),
18:57,RE 94739,Berlin-Wannsee (ab 18:39),
18:58,ICE 598,München Hbf (ab 10:45),5
18:59 (+1),RE 94744,Erkner (ab 18:28),
19:01,ICE 697,Berlin Gesundbrunnen (ab 18:46),4
19:02 Ausfall,ICE 1549,Köln Hbf (ab 13:34),12
19:04 (+2),RE 3158,Rathenow (ab 18:02),2
19:08,RE 21922,Flughafen BER (ab 18:46),8
19:11 (+1),RB 62077,Wustermark (ab 18:39),1
19:11 (+4),RE 4365,Rostock Hbf (ab 16:37),4
19:13 (+9),RE 3735,Senftenberg (ab 17:14),13
19:14 (+2),RE 62031,Elsterwerda (ab 17:29),7
19:16 (+2),ICE 999,Berlin Ostbahnhof (ab 19:06),14
19:19,RE 3316,Luckenwalde (ab 18:35),6
19:22 (+4),RB 94786,Erkner (ab 18:50),
19:22,RE 75865,Erkner (ab 18:50),
19:23,ICE 1004,München Hbf (ab 15:17),5
19:23,RE 21924,Flughafen BER (ab 19:01),8
19:24 (+1),RE 3130,Hennigsdorf(b Berlin) (ab 18:35),11
19:24,RJ 174,Budapest-Nyugati (ab 07:30),13
19:28 (+2),ICE 2918,Berlin Ostbahnhof (ab 19:21),14
19:28 (+2),ICE 842,Berlin Ostbahnhof (ab 19:21),14
19:29 (+1),ICE 2524,Leipzig Hbf (ab 18:13),
19:29 (+1),RE 3355,Schwedt(Oder) (ab 18:04),2
19:32 (+26),IC 2172,Dresden Hbf (ab 17:35),5
19:34,ICE 1701,Hamburg-Altona (ab 16:22),3
19:35,RB 94781,Potsdam Hbf (ab 19:10),
19:35 (+2),RE 3131,Cottbus Hbf (ab 18:03),14
19:35 (+2),RE 94781,Potsdam Hbf (ab 19:10),
19:38,RE 62028,Elstal (ab 19:07),2 A - D
19:39,RB 21926,Flughafen BER (ab 19:16),
19:42 (+4),ICE 740,Berlin Ostbahnhof (ab 19:35),13
19:43 (+1),RE 3518,Berlin Südkreuz (ab 19:34),6
19:44,RE 3732,Dessau Hbf (ab 18:05),11
19:45,RB 62078,Berlin Südkreuz (ab 19:38),7
19:47 (+1),FLX 1247,Hamburg Hbf (ab 17:21),4
19:49 (+7),ICE 641,Köln Hbf (ab 14:26),12
19:49 (+1),ICE 805,Berlin Gesundbrunnen (ab 19:42),3
19:52,RE 3181,Jüterbog (ab 19:02),7
19:53 (+10),ICE 540,Berlin Ostbahnhof (ab 19:43),14
19:53,RB 18529,Lübbenau(Spreewald) (ab 18:44),
19:53,RE 18529,Lübbenau(Spreewald) (ab 18:44),8
19:57,RE 93742,Berlin-Wannsee (ab 19:39),
19:57,RE 94741,Berlin-Wannsee (ab 19:39),
19:59,RE 94746,Erkner (ab 19:28),
20:01 (+15),ICE 149,Amsterdam Centraal (ab 14:00),2
20:05,RE 3178,Stendal Hbf (ab 18:32),2
20:07,ICE 370,Zürich HB (ab 10:59),
20:08,RB 21930,Flughafen BER (ab 19:46),
20:11,RE 3517,Stralsund Hbf (ab 17:02),4
20:12,RB 62079,Wustermark (ab 19:39),1 A - D
20:13 (+1),RE 3737,Senftenberg (ab 18:14),13
20:15,RE 62033,Baruth(Mark) (ab 19:21),7
20:19,RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),6
20:21 (+1),ICE 2537,Hamburg-Altona (ab 17:35),
20:22 (+1),ICE 1504,München Hbf (ab 16:21),5
20:22,RE 94788,Erkner (ab 19:50),
20:23 (+4),IC 2275,Rostock Hbf (ab 18:20),4
20:23,RB 21932,Flughafen BER (ab 20:01),
20:24,RE 3132,Hennigsdorf(b Berlin) (ab 19:35),11
20:25,ICE 679,Berlin Ostbahnhof (ab 20:14),13
20:29 (+31),RE 3315,Stralsund Hbf (ab 17:10),2 A - D
20:30 (+2),ICE 943,Köln Hbf (ab 15:28),12
20:32,ICE 1107,Berlin Gesundbrunnen (ab 20:26),4
20:35 (+1),RE 3133,Cottbus Hbf (ab 19:03),13
20:35 (+1),RE 94783,Potsdam Hbf (ab 20:10),
20:38,RE 62030,Elstal (ab 20:06),2 D - G
20:39,RB 21934,Flughafen BER (ab 20:16),
20:43 (+1),RE 4366,Berlin Südkreuz (ab 20:34),5
20:44 (+3),RE 3734,Dessau Hbf (ab 19:05),12
20:45,RB 62080,Berlin Südkreuz (ab 20:38),7
20:47,HBX,Thale Hbf (ab 17:17),
20:47,RB 80439,Thale Hbf (ab 17:17),11
20:50 (+10),RJ 172,Praha hl.n. (ab 16:31),13
20:52,RE 3161,Falkenberg(Elster) (ab 19:18),7
20:53,RB 18531,Lübbenau(Spreewald) (ab 19:44),8
20:53,RE 18531,Lübbenau(Spreewald) (ab 19:44),8
20:54 (+2),ICE 596,München Hbf (ab 12:45),5
20:57,RE 93744,Berlin-Wannsee (ab 20:39),
20:57,RE 94743,Berlin-Wannsee (ab 20:39),
20:59,FLX 1344,Basel Bad Bf (ab 12:30),5
20:59,RE 94748,Erkner (ab 20:28),
21:01 (+4),ICE 939,Ostseebad Binz (ab 17:15),4
21:03,D 10300,Malmö Central (ab 08:18),
21:03,D 300,Malmö Central (ab 08:18),7
21:03,D 310,Malmö Central (ab 08:18),
21:03,Snä 300,Dresden Hbf (ab 18:40),
21:04 Ausfall,ICE 1055,Düsseldorf Hbf (ab 16:06),12
21:06,RE 3160,Rathenow (ab 20:04),2
21:08,RB 21938,Flughafen BER (ab 20:46),
21:11 (+5),RE 4367,Rostock Hbf (ab 18:37),4
21:12,RB 62081,Wustermark (ab 20:39),1
21:13 (+1),RE 3739,Senftenberg (ab 19:14),13
21:13 (+6),RE 62035,Elsterwerda (ab 19:29),7
21:18,RE 3318,Luckenwalde (ab 20:35),6
21:20 (+41),ICE 643,Köln Hbf (ab 16:26),12
21:23 (+46),ICE 1002,München Hbf (ab 17:19),5
21:23 Ausfall,ICE 2933,Berlin Gesundbrunnen (ab 21:18),4
21:23 (+4),ICE 2937,Berlin Gesundbrunnen (ab 21:18),4
21:23,ICE 699,Berlin Gesundbrunnen (ab 21:18),4
21:23,RB 21940,Flughafen BER (ab 21:01),
21:24,RE 3134,Hennigsdorf(b Berlin) (ab 20:35),11
21:26 (+2),ICE 1703,Hamburg-Altona (ab 18:34),2
21:26 (+2),ICE 2915,Hamburg-Altona (ab 18:34),2
21:29 (+1),ICE 2522,Leipzig Hbf (ab 20:13),
21:29 (+1),RE 3357,Schwedt(Oder) (ab 20:04),1
21:33 (+8),ICE 840,Berlin Ostbahnhof (ab 21:23),14
21:35 (+2),RE 3135,Cottbus Hbf (ab 20:03),14
21:35,RE 94785,Potsdam Hbf (ab 21:10),
21:38,RE 62032,Elstal (ab 21:07),2 A - D
21:39,RB 21942,Flughafen BER (ab 21:16),
21:43,RE 3520,Berlin Südkreuz (ab 21:34),6
21:44,RE 3736,Dessau Hbf (ab 20:05),12
21:45,RB 62082,Berlin Südkreuz (ab 21:38),7
21:52,RE 3183,Jüterbog (ab 21:02),7
21:53,RE 94790,Erkner (ab 21:19),
21:54,RB 21944,Flughafen BER (ab 21:32),
21:55,DRF 1329,Köln Hbf (ab 16:14),3
21:55,FLX 1329,Köln Hbf (ab 16:14),3
21:57,RE 94745,Berlin-Wannsee (ab 21:39),
22:00 (+1),FLX 1246,Stuttgart Hbf (ab 15:16),6
22:05 (+5),ICE 241,Amsterdam Centraal (ab 16:00),12
22:05,RE 3180,Stendal Hbf (ab 20:47),3
22:08 (+13),ICE 609,Hamburg-Altona (ab 19:34),2
22:08,RB 21946,Flughafen BER (ab 21:46),
22:11,RE 3519,Stralsund Hbf (ab 19:02),4
22:12 (+2),RB 62083,Wustermark (ab 21:39),1
22:13,ICE 278,Basel SBB (ab 14:17),
22:14,RE 62037,Baruth(Mark) (ab 21:20),7
22:16,RE 3741,Senftenberg (ab 20:14),13
22:18 (+3),RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),5
22:22 (+8),ICE 1502,München Hbf (ab 18:20),6
22:23,RB 21948,Flughafen BER (ab 22:01),
22:29,RE 3317,Stralsund Hbf (ab 19:10),4
22:31,ICE 945,Köln Hbf (ab 17:24),12
22:35,RE 3137,Cottbus Hbf (ab 21:03),14
22:38,RE 62034,Elstal (ab 22:06),2
22:39,RB 21950,Flughafen BER (ab 22:16),
22:43,RE 4368,Berlin Südkreuz (ab 22:35),6
22:44 (+1),RE 3738,Dessau Hbf (ab 21:05),12
22:45,RB 56814,Schwerin Hbf (ab 20:14),
22:45,RB 62084,Berlin Südkreuz (ab 22:38),7
22:45,RE 56814,Schwerin Hbf (ab 20:14),4
22:51,RE 3136,Hennigsdorf(b Berlin) (ab 22:02),11
22:53,RB 21952,Flughafen BER (ab 22:31),
22:53,RB 94792,Erkner (ab 22:19),
22:53,RE 91393,Erkner (ab 22:19),
22:54 (+14),ICE 2820,München Hbf (ab 14:45),5
22:54 (+6),ICE 594,München Hbf (ab 14:45),5
22:56 Ausfall,ES 452,Praha hl.n. (ab 18:00),13
22:57,RE 90084,Berlin-Wannsee (ab 22:39),
22:57,RE 94747,Berlin-Wannsee (ab 22:39),
23:03 (+3),RE 3185,Jüterbog (ab 22:04),7
23:05,RE 3162,Rathenow (ab 22:09),2
23:08,RB 21954,Flughafen BER (ab 22:46),8
23:11 (+2),RE 4369,Rostock Hbf (ab 20:37),4
23:12,RB 62085,Wustermark (ab 22:38),1
23:13 (+1),RE 3743,Berlin Ostbahnhof (ab 23:04),13
23:13,RE 62039,Elsterwerda (ab 21:30),7
23:19,ICE 705,Hamburg-Altona (ab 20:36),3
23:23,RB 21956,Flughafen BER (ab 23:01),8
23:24,ICE 905,Berlin Gesundbrunnen (ab 23:20),4
23:28 (+1),ICE 1540,Berlin Ostbahnhof (ab 23:20),13
23:29,ICE 2520,Leipzig Hbf (ab 22:13),
23:33,RE 3359,Schwedt(Oder) (ab 22:04),4
23:35 (+8),RE 3139,Cottbus Hbf (ab 22:00),14
23:39 (+8),ICE 645,Köln Hbf (ab 18:25),12
23:39,RE 62036,Elstal (ab 23:07),2
23:43 (+16),ICE 1000,München Hbf (ab 19:18),6
23:44,RB 21958,Flughafen BER (ab 23:10),14
23:44,RE 3740,Dessau Hbf (ab 22:05),12
23:50,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),11
23:53,RB 21960,Blankenfelde(Teltow-Fläming) (ab 23:11),8
23:53,RB 94794,Erkner (ab 23:19),
23:53,RE 91695,Erkner (ab 23:19),
23:57,RE 73792,Kirchmöser (ab 00:03),
23:57,RE 94749,Potsdam Hbf (ab 23:32),
