Abfahrt,Zugnr.,nach (Ankunft),Gleis
14:29 (+1),RE 3120,Cottbus Hbf (an 15:55),1
14:34,RE 3121,Hennigsdorf(b Berlin) (an 15:23),4
14:48,RB 18160,Berlin-Wannsee (an 15:10),3
14:49,RE 3722,Senftenberg (an 16:41),1
15:02,RE 94731,Frankfurt(Oder) (an 16:18),1
15:12 (+5),RE 3727,Dessau Hbf (an 16:53),3
15:13,RB 18159,Berlin Ostbahnhof (an 15:21),2
15:20,RE 92642,Potsdam Hbf (an 15:51),
15:29,RE 3122,Cottbus Hbf (an 16:55),1
15:33,RE 3123,Hennigsdorf(b Berlin) (an 16:23),3
15:48,RB 18162,Berlin-Wannsee (an 16:10),3
15:49 (+18),RE 3724,Senftenberg (an 17:41),1
16:02,RE 94733,Frankfurt(Oder) (an 17:18),1
16:12 (+14),RE 3729,Dessau Hbf (an 17:53),3
16:13,RB 18161,Berlin Ostbahnhof (an 16:21),2
16:20,RE 75859,Potsdam Hbf (an 16:51),
16:29,RE 3124,Cottbus Hbf (an 17:55),1
16:33,RE 3125,Hennigsdorf(b Berlin) (an 17:23),4
16:48,RB 18164,Berlin-Wannsee (an 17:10),3
16:49 (+9),RE 3726,Senftenberg (an 18:41),1
16:57,RB 94740,Berlin Zoologischer Garten (an 17:07),
17:02,RE 94735,Frankfurt(Oder) (an 18:18),
17:12 (+12),RE 3731,Dessau Hbf (an 18:53),3
17:13,RB 18163,Berlin Ostbahnhof (an 17:21),2
17:20,RE 75861,Potsdam Hbf (an 17:51),
17:29,RE 3126,Cottbus Hbf (an 18:55),1
17:33 (+2),RE 3127,Hennigsdorf(b Berlin) (an 18:23),3
17:48,RB 18166,Berlin-Wannsee (an 18:10),3
17:49 (+2),RE 3728,Senftenberg (an 19:41),1
18:02,RE 94737,Frankfurt(Oder) (an 19:18),
18:12 (+1),RE 3733,Dessau Hbf (an 19:53),3
18:13,RB 18165,Berlin Ostbahnhof (an 18:21),2
18:20,RE 75863,Potsdam Hbf (an 18:51),
18:29,RE 3128,Cottbus Hbf (an 19:55),1
18:33,RE 3129,Hennigsdorf(b Berlin) (an 19:23),4
18:49,RE 3730,Senftenberg (an 20:41),1
19:02,RB 94739,Frankfurt(Oder) (an 20:18),
19:02,RE 94739,Frankfurt(Oder) (an 20:18),
19:12,RE 3735,Dessau Hbf (an 20:53),3
19:20,RE 75865,Potsdam Hbf (an 19:51),
19:29 (+24),RE 3130,Cottbus Hbf (an 20:55),1
19:33,RE 3131,Hennigsdorf(b Berlin) (an 20:23),3
19:49,RE 3732,Senftenberg (an 21:41),1
20:02,RE 94741,Berlin Ostbahnhof (an 20:09),
20:12 (+3),RE 3737,Dessau Hbf (an 21:53),3
20:29 (+1),RE 3132,Cottbus Hbf (an 21:55),1
20:33 (+32),RE 3133,Hennigsdorf(b Berlin) (an 21:23),4
20:57,RE 94748,Berlin-Wannsee (an 21:20),
21:02,RE 94743,Frankfurt(Oder) (an 22:18),
21:12 (+18),RE 3739,Dessau Hbf (an 22:53),3
21:12,RE 7,Berlin-Wannsee (an 21:34),
21:18 (+1),RE 73825,Erkner (an 21:49),1
21:31 (+1),RE 3134,Cottbus Hbf (an 22:55),1
21:33 (+11),RE 3135,Hennigsdorf(b Berlin) (an 22:25),3
23:51,RE 91695,Potsdam Hbf (an 00:23),
