Abfahrt,Zugnr.,nach (Ankunft),Gleis
10:20,RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:22,RB 18313,Blankenfelde(Teltow-Fläming) (an 10:51),13
10:41,RB 18312,Eberswalde Hbf (an 11:27),14
10:42,RE 3112,Cottbus Hbf (an 11:55),1
10:44,RE 33688,Berlin-Wannsee (an 11:20),
10:44,RE 94728,Berlin-Wannsee (an 11:20),
10:46,RB 18213,Ludwigsfelde (an 11:24),13
10:48,RB 61123,Oranienburg (an 11:22),
10:59 (+1),RE 3719,Dessau Hbf (an 12:53),2
11:02 (+9),RE 3714,Senftenberg (an 12:41),1
11:07,RE 92646,Potsdam Hbf (an 11:51),
11:07,RE 94770,Berlin Hbf (an 11:22),
11:18,RB 18212,Berlin-Lichtenberg (an 11:22),14
11:20,RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:41,RB 18314,Eberswalde Hbf (an 12:27),14
11:42,RE 3114,Cottbus Hbf (an 12:55),
11:44,RE 33690,Berlin-Wannsee (an 12:20),
11:44,RE 94730,Berlin-Wannsee (an 12:20),
11:46,RB 18215,Ludwigsfelde (an 12:24),13
11:59 (+1),RE 3721,Dessau Hbf (an 13:53),2
12:02,RE 3716,Senftenberg (an 13:41),1
12:07,RB 94772,Potsdam Hbf (an 12:51),
12:07,RE 94772,Potsdam Hbf (an 12:51),
12:18,RB 18214,Berlin-Lichtenberg (an 12:22),14
12:20,RE 3117,Hennigsdorf(b Berlin) (an 13:23),2
12:41,RB 18316,Eberswalde Hbf (an 13:27),14
12:42,RE 3116,Cottbus Hbf (an 13:55),1
12:44,RE 33692,Berlin-Wannsee (an 13:20),
12:44,RE 94732,Berlin-Wannsee (an 13:20),
12:46,RB 18217,Ludwigsfelde (an 13:24),13
12:48,RB 61127,Oranienburg (an 13:21),
12:59 (+1),RE 3723,Dessau Hbf (an 14:53),2
13:02 (+2),RE 3718,Senftenberg (an 14:41),1
13:07,RE 94774,Potsdam Hbf (an 13:51),
13:18,RB 18216,Berlin-Lichtenberg (an 13:22),14
13:20,RE 3119,Hennigsdorf(b Berlin) (an 14:23),2
13:22,RB 18319,Blankenfelde(Teltow-Fläming) (an 13:51),13
13:41 (+1),RB 18318,Eberswalde Hbf (an 14:27),14
13:42,RE 3118,Cottbus Hbf (an 14:55),1
13:44,RE 92654,Berlin-Wannsee (an 14:20),
13:44,RE 94734,Berlin-Wannsee (an 14:20),
13:46,RB 18219,Ludwigsfelde (an 14:24),13
13:48,RB 61129,Oranienburg (an 19:21),
13:59,RE 3725,Dessau Hbf (an 15:53),2
14:02 (+1),RE 3720,Senftenberg (an 15:41),1
14:06,RE 73835,Potsdam Hbf (an 14:51),
14:06,RE 94776,Potsdam Hbf (an 14:51),2
14:18,RB 18218,Berlin-Lichtenberg (an 14:22),14
14:20,RE 3121,Hennigsdorf(b Berlin) (an 15:23),2
14:22,RB 18321,Blankenfelde(Teltow-Fläming) (an 14:51),13
14:41,RB 18320,Eberswalde Hbf (an 15:27),14
14:42,RE 3120,Cottbus Hbf (an 15:55),1
14:44,RE 33696,Berlin-Wannsee (an 15:20),
14:44,RE 94736,Berlin-Wannsee (an 15:20),
14:46,RB 18221,Ludwigsfelde (an 15:24),13
14:48,RB 61131,Oranienburg (an 15:21),
14:59 (+1),RE 3727,Dessau Hbf (an 16:53),2
15:02 (+2),RE 3722,Senftenberg (an 16:41),1
15:07,RE 92642,Potsdam Hbf (an 15:51),
15:07,RE 94778,Potsdam Hbf (an 15:51),
15:18,RB 18220,Berlin-Lichtenberg (an 15:22),14
15:20,RE 3123,Hennigsdorf(b Berlin) (an 16:23),2
15:22,RB 18323,Blankenfelde(Teltow-Fläming) (an 15:51),13
15:41,RB 18322,Eberswalde Hbf (an 16:27),14
15:42,RE 3122,Cottbus Hbf (an 16:55),1
15:44,RB 94738,Berlin Hbf (an 15:59),
15:44,RE 92478,Berlin-Wannsee (an 16:20),
15:46,RB 18223,Ludwigsfelde (an 16:24),13
15:48,RB 61133,Oranienburg (an 21:21),
15:59 (+1),RE 3729,Dessau Hbf (an 17:53),2
16:02 (+2),RE 3724,Senftenberg (an 17:41),1
16:07,RB 94780,Potsdam Hbf (an 16:51),2
16:07,RE 73839,Potsdam Hbf (an 16:51),
16:07,RE 75859,Potsdam Hbf (an 16:51),
16:18,RB 18222,Berlin-Lichtenberg (an 16:22),14
16:20,RE 3125,Hennigsdorf(b Berlin) (an 17:23),2
16:22,RB 18325,Blankenfelde(Teltow-Fläming) (an 16:51),13
16:41,RB 18324,Eberswalde Hbf (an 17:27),14
16:42,RE 3124,Cottbus Hbf (an 17:55),1
16:44,RB 94740,Berlin Hbf (an 16:59),
16:44,RE 94740,Berlin-Wannsee (an 17:20),
16:46,RB 18225,Ludwigsfelde (an 17:24),13
16:48,RB 61135,Oranienburg (an 17:21),
16:59 (+2),RE 3731,Dessau Hbf (an 18:53),2
17:02 (+1),RE 3726,Senftenberg (an 18:41),1
17:07,RB 94782,Berlin-Wannsee (an 17:41),
17:07,RE 75861,Potsdam Hbf (an 17:51),
17:18,RB 18224,Berlin-Lichtenberg (an 17:22),14
17:20,RE 3127,Hennigsdorf(b Berlin) (an 18:23),2
17:22,RB 18327,Blankenfelde(Teltow-Fläming) (an 17:51),13
17:41,RB 18326,Eberswalde Hbf (an 18:27),14
17:42 (+1),RE 3126,Cottbus Hbf (an 18:55),1
17:44,RE 92496,Berlin-Wannsee (an 18:20),
17:44,RE 94742,Berlin-Wannsee (an 18:20),
17:46,RB 18227,Ludwigsfelde (an 18:24),13
17:48,RB 61137,Oranienburg (an 18:21),
17:59,IC 2471,Dresden Hbf (an 19:54),
17:59 (+1),RE 3733,Dessau Hbf (an 19:53),2
18:02 (+1),RE 3728,Senftenberg (an 19:41),1
18:07,RE 73843,Potsdam Hbf (an 18:51),
18:07,RE 75863,Potsdam Hbf (an 18:51),
18:07,RE 94784,Berlin-Wannsee (an 18:41),
18:18,RB 18226,Berlin-Lichtenberg (an 18:22),14
18:20,RE 3129,Hennigsdorf(b Berlin) (an 19:23),2
18:22,RB 18329,Blankenfelde(Teltow-Fläming) (an 18:51),13
18:41,RB 18328,Eberswalde Hbf (an 19:27),14
18:42 (+1),RE 3128,Cottbus Hbf (an 19:55),1
18:44,RE 94744,Berlin-Wannsee (an 19:20),
18:48,RB 61139,Oranienburg (an 19:21),
18:59 (+4),RE 3735,Dessau Hbf (an 20:53),2
19:02 (+1),RE 3730,Senftenberg (an 20:41),1
19:07,RB 94786,Potsdam Hbf (an 19:51),
19:07,RE 75865,Potsdam Hbf (an 19:51),
19:08 (+14),IC 2431,Cottbus Hbf (an 20:21),1
19:20 (+1),RE 3131,Hennigsdorf(b Berlin) (an 20:23),2
19:41,RB 18330,Eberswalde Hbf (an 20:27),
19:42 (+1),RE 3130,Cottbus Hbf (an 20:55),1
19:44,RE 94746,Berlin-Wannsee (an 20:20),
19:59,RE 3737,Dessau Hbf (an 21:53),2
20:02,RE 3732,Senftenberg (an 21:41),1
20:07,RE 94788,Potsdam Hbf (an 20:51),
20:20,RE 3133,Berlin-Spandau (an 20:54),
20:41,RB 18332,Eberswalde Hbf (an 21:27),
20:42 (+1),RE 3132,Cottbus Hbf (an 21:55),1
20:44,RE 94748,Berlin-Wannsee (an 21:20),
20:59 (+1),RE 3739,Dessau Hbf (an 22:53),2
21:02 (+4),RE 3734,Lübbenau(Spreewald) (an 22:04),1
21:20,RE 3135,Hennigsdorf(b Berlin) (an 22:25),2
21:38,RE 91491,Potsdam Hbf (an 22:22),
21:38,RE 94790,Berlin-Wannsee (an 22:14),
21:41,RB 18334,Eberswalde Hbf (an 22:27),
21:42,RE 3134,Cottbus Hbf (an 22:55),1
22:01,RE 3741,Bad Belzig (an 23:19),2
22:02,RE 3736,Lübbenau(Spreewald) (an 23:04),1
22:20,RE 3137,Hennigsdorf(b Berlin) (an 23:26),2
22:38,RB 94792,Berlin-Wannsee (an 23:14),
22:38,RE 91393,Potsdam Hbf (an 23:22),
22:41,RB 18336,Eberswalde Hbf (an 23:27),14
22:41,RB 24,Eberswalde Hbf (an 23:27),
23:10,RE 3136,Cottbus Hbf (an 00:40),1
23:19,RE 3139,Berlin-Charlottenburg (an 23:46),2
23:28,RB 21958,Berlin-Charlottenburg (an 23:54),2
23:38,RB 94794,Berlin-Wannsee (an 00:14),
23:38,RE 73795,Potsdam Hbf (an 00:23),
23:38,RE 91695,Berlin Hbf (an 23:53),
