Abfahrt,Zugnr.,nach (Ankunft),Gleis
11:04 (+1),RE 3719,Dessau Hbf (an 12:53),7
11:06 (+3),ICE 799,Karlsruhe Hbf (an 17:19),3
11:11,RE 94723,Frankfurt(Oder) (an 12:18),1
11:20 (+1),ICE 940,Köln Hbf (an 16:33),6
11:25,RE 3115,Hennigsdorf(b Berlin) (an 12:23),7
11:38,RE 3114,Cottbus Hbf (an 12:55),1
11:48,RE 94765,Frankfurt(Oder) (an 12:43),
11:49 (+2),RE 94730,Berlin Zoologischer Garten (an 12:07),7
11:58 (+1),RE 3716,Senftenberg (an 13:41),3
12:00 (+4),EC 47,Warszawa Wschodnia (an 17:15),1
12:04 (+5),RE 3721,Dessau Hbf (an 13:53),7
12:11,RE 94725,Frankfurt(Oder) (an 13:18),1
12:17 (+5),ICE 375,Interlaken Ost (an 22:00),6
12:25 (+2),RE 3117,Hennigsdorf(b Berlin) (an 13:25),7
12:30 (+2),ICE 548,Köln Hbf (an 17:35),6
12:38 (+10),RE 3116,Cottbus Hbf (an 13:55),1
12:48,RE 94767,Frankfurt(Oder) (an 13:43),3
12:49 (+2),RE 94732,Berlin Zoologischer Garten (an 13:07),7
12:58,RE 3718,Senftenberg (an 14:41),3
13:00 (+2),EC 57,Przemysl Glowny (an 22:43),1
13:04 (+8),RE 3723,Dessau Hbf (an 14:53),7
13:06 (+2),ICE 993,Frankfurt(M) Flughafen Regionalbf (an 17:52),3
13:11,RE 94727,Frankfurt(Oder) (an 14:18),1
13:18 (+1),ICE 848,Köln Hbf (an 18:33),6
13:25 (+7),RE 3119,Hennigsdorf(b Berlin) (an 14:23),7
13:38,RE 3118,Cottbus Hbf (an 14:55),1
13:48,RE 94769,Frankfurt(Oder) (an 14:43),
13:49,RE 94734,Berlin Hbf (an 13:59),7
13:58 (+5),RE 3720,Senftenberg (an 15:41),2
14:00 (+6),EC 49,Warszawa Wschodnia (an 19:15),1
14:04,RE 3725,Dessau Hbf (an 15:53),7
14:11,RE 94729,Frankfurt(Oder) (an 15:18),1
14:16 (+4),ICE 377,Brig (an 00:55),6
14:22 (+3),ICE 546,Köln Hbf (an 19:35),7
14:25,RE 3121,Hennigsdorf(b Berlin) (an 15:23),6
14:38,RE 3120,Cottbus Hbf (an 15:55),1
14:39,RB 18160,Berlin-Wannsee (an 15:10),7
14:48,RE 94771,Frankfurt(Oder) (an 15:43),
14:49,RE 94736,Berlin Zoologischer Garten (an 15:07),7
14:53,IC 2034,Norddeich (an 22:14),6
14:58 (+1),RE 3722,Senftenberg (an 16:41),3
15:00 (+2),EC 231,Gdynia Glowna (an 20:51),1
15:04 (+15),RE 3727,Dessau Hbf (an 16:53),7
15:06 (+1),ICE 995,Stuttgart Hbf (an 21:29),6
15:11,RE 94731,Frankfurt(Oder) (an 16:18),1
15:20 (+1),ICE 846,Köln Hbf (an 20:32),7
15:25 (+12),RE 3123,Hennigsdorf(b Berlin) (an 16:23),7
15:38,RE 3122,Cottbus Hbf (an 16:55),1
15:39,RB 18162,Berlin-Wannsee (an 16:10),3
15:48,RE 91484,Frankfurt(Oder) (an 16:43),
15:48,RE 94773,Frankfurt(Oder) (an 16:43),
15:49 (+2),RB 94738,Berlin Hbf (an 15:59),
15:58 (+1),RE 3724,Senftenberg (an 17:41),2
16:01 (+1),EC 247,Warszawa Wschodnia (an 21:19),1
16:04 (+34),RE 3729,Dessau Hbf (an 17:53),7
16:11,RE 94733,Frankfurt(Oder) (an 17:18),1
16:15 (+42),ICE 379,Basel SBB (an 23:49),3
16:25 (+22),RE 3125,Hennigsdorf(b Berlin) (an 17:23),7
16:38,RE 3124,Cottbus Hbf (an 17:55),1
16:39,RB 18164,Berlin-Wannsee (an 17:10),3
16:48,RE 94775,Frankfurt(Oder) (an 17:43),
16:49,RB 94740,Berlin Zoologischer Garten (an 17:07),
16:58 (+5),ICE 844,Köln Hbf (an 22:33),6
16:58 (+1),RE 3726,Senftenberg (an 18:41),2
17:00 (+6),EC 55,Krakow Glowny (an 23:44),1
17:04 (+7),RE 3731,Dessau Hbf (an 18:53),7
17:06 (+12),ICE 997,Frankfurt(Main)Hbf (an 21:40),6
17:11,RE 94735,Frankfurt(Oder) (an 18:18),
17:20 Ausfall,IC 2232,Magdeburg Hbf (an 19:20),6
17:25 (+1),RE 3127,Hennigsdorf(b Berlin) (an 18:23),7
17:36 (+1),ICE 742,Münster(Westf)Hbf (an 21:35),7
17:38,RE 3126,Cottbus Hbf (an 18:55),1
17:39,RB 18166,Berlin-Wannsee (an 18:10),2
17:48,RE 94777,Frankfurt(Oder) (an 18:43),
17:49 (+2),RE 94742,Berlin Zoologischer Garten (an 18:07),
17:58 (+4),RE 3728,Senftenberg (an 19:41),2
18:00 (+22),EC 249,Warszawa Wschodnia (an 23:15),1
18:04 (+8),RE 3733,Dessau Hbf (an 19:53),6
18:11,RE 94737,Frankfurt(Oder) (an 19:18),
18:15 (+1),ICE 677,Karlsruhe Hbf (an 23:59),6
18:25,RE 18769,Berlin-Spandau (an 18:54),
18:25 (+1),RE 3129,Hennigsdorf(b Berlin) (an 19:23),7
18:38,RE 3128,Cottbus Hbf (an 19:55),1
18:38 (+170),RJ 174,Berlin Hbf (an 18:46),7
18:48,RB 94779,Frankfurt(Oder) (an 19:47),
18:48,RE 94779,Frankfurt(Oder) (an 19:47),
18:49 (+2),RE 94744,Berlin Zoologischer Garten (an 19:07),
18:58,RE 3730,Senftenberg (an 20:41),1
19:03 (+35),IC 2431,Cottbus Hbf (an 20:21),1
19:04 (+54),RE 3735,Dessau Hbf (an 20:53),7
19:06 (+2),ICE 999,Kassel-Wilhelmshöhe (an 22:13),6
19:11,RB 94739,Frankfurt(Oder) (an 20:18),
19:11,RE 94739,Frankfurt(Oder) (an 20:18),
19:21,ICE 842,Köln Hbf (an 00:33),3
19:25 (+3),RE 3131,Hennigsdorf(b Berlin) (an 20:23),7
19:30,RB 73822,Berlin Zoologischer Garten (an 19:46),6
19:30,RE 73822,Berlin Hbf (an 19:39),
19:38,RE 3130,Cottbus Hbf (an 20:55),1
19:42 (+3),ICE 540,Hannover Hbf (an 22:28),7
19:48,RB 94781,Frankfurt(Oder) (an 20:43),
19:48,RE 94781,Frankfurt(Oder) (an 20:43),
19:49,RE 94746,Berlin Zoologischer Garten (an 20:07),
19:58 (+16),RE 3732,Senftenberg (an 21:41),2
20:04 (+15),RE 3737,Dessau Hbf (an 21:53),7
20:11,RE 94741,Frankfurt(Oder) (an 21:18),2
20:14 (+11),ICE 679,Kassel-Wilhelmshöhe (an 23:13),6
20:25,RE 3133,Hennigsdorf(b Berlin) (an 21:23),6
20:27,RE 73823,Fürstenwalde(Spree) (an 21:05),1
20:38,RE 3132,Cottbus Hbf (an 21:55),1
20:41 (+23),EC 431,Przemysl Glowny (an 09:11),2
20:48,RE 94783,Frankfurt(Oder) (an 21:43),
20:49,RE 94748,Berlin Zoologischer Garten (an 21:07),7
20:58 (+1),RE 3734,Lübbenau(Spreewald) (an 22:04),2
21:04 (+2),RE 3739,Bad Belzig (an 22:45),7
21:23 (+12),ICE 840,Hannover Hbf (an 00:16),6
21:25 (+2),RE 3135,Hennigsdorf(b Berlin) (an 22:25),7
21:27,RE 73825,Erkner (an 21:49),1
21:39 (+7),RE 3134,Cottbus Hbf (an 22:55),1
21:43 (+2),RE 94790,Berlin Hbf (an 21:53),
21:58 (+3),RE 3736,Lübben(Spreewald) (an 22:56),1
22:06 (+2),RE 3741,Bad Belzig (an 23:48),7
22:25 (+16),RE 3137,Hennigsdorf(b Berlin) (an 23:26),7
22:43,RB 94792,Berlin Zoologischer Garten (an 23:01),
22:43,RE 91393,Berlin Hbf (an 22:53),
23:04,RE 3743,Dessau Hbf (an 00:53),7
23:05,RE 3136,Cottbus Hbf (an 00:40),1
23:15 (+1),ICE 273,Zürich HB (an 10:00),6
23:20,ICE 1540,Köln Hbf (an 06:12),7
23:24 (+5),RE 3139,Berlin-Charlottenburg (an 23:46),6
23:33,RB 21958,Berlin-Charlottenburg (an 23:54),7
