Abfahrt,Zugnr.,nach (Ankunft),Gleis
20:16,RE 73788,Brandenburg Hbf (an 21:21),
20:29,RE 3133,Hennigsdorf(b Berlin) (an 21:23),2
20:29,RE 92133,Berlin-Spandau (an 20:54),
20:33 (+27),RE 3132,Cottbus Hbf (an 21:55),1
20:53,RE 3734,Lübbenau(Spreewald) (an 22:04),1
20:54,RE 73748,Magdeburg Hbf (an 22:50),2
21:06 (+7),RE 73743,Frankfurt(Oder) (an 22:18),1
21:08,RE 3739,Dessau Hbf (an 22:53),2
21:29 (+18),RE 3135,Berlin-Charlottenburg (an 21:46),2
21:29,RE 92135,Berlin Hbf (an 21:35),
21:33,RE 3134,Cottbus Hbf (an 22:55),1
21:43,RE 73785,Frankfurt(Oder) (an 22:43),1
21:48,RE 73790,Magdeburg Hbf (an 23:55),
21:53,RE 3736,Lübbenau(Spreewald) (an 23:04),1
22:06,RE 73745,Frankfurt(Oder) (an 23:18),1
22:10,RE 3741,Bad Belzig (an 23:19),2
22:48,RE 73792,Magdeburg Hbf (an 00:48),2
22:53,RE 3738,Berlin Ostbahnhof (an 22:56),1
23:00,RE 3136,Cottbus Hbf (an 00:40),1
23:01,RB 73824,Berlin Hbf (an 23:07),
23:06,RE 73747,Frankfurt(Oder) (an 00:18),1
23:08,RE 3743,Bad Belzig (an 00:17),
23:29,RE 3139,Berlin-Charlottenburg (an 23:46),2
23:48,RB 94794,Berlin Hbf (an 23:53),
23:59 (+3),RE 3138,Cottbus Hbf (an 01:40),1
