Ankunft,Zugnr.,von (Abfahrt),Gleis
07:21 (+1),RE 3343,Schwedt(Oder) (ab 06:04),6
07:28,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),9
07:29,IC 2432,Cottbus Hbf (ab 06:01),10
07:34,RE 3607,Perleberg (ab 05:03),6
07:42,IC 2274,Dresden Hbf (ab 05:35),8
07:44,RB 61082,Wandlitzsee (ab 07:18),9
07:48,RB 18244,Potsdam Hbf (ab 06:35),5
07:51,RE 3506,Berlin Südkreuz (ab 07:34),10
07:58,RE 3335,Angermünde (ab 07:10),8
08:03,RE 3505,Stralsund Hbf (ab 05:02),6
08:14,ICE 698,München Hbf (ab 22:46),8
08:16 (+2),IC 2173,Rostock Hbf (ab 06:20),6
08:22,RE 3303,Stralsund Hbf (ab 05:10),6
08:28,RE 3344,Halle(Saale)Hbf (ab 05:46),9
08:34,RE 3609,Perleberg (ab 06:03),7
08:39,RB 56800,Schwerin Hbf (ab 06:14),9
08:40 (+5),RB 18246,Potsdam Hbf (ab 07:35),5
08:44,ICE 806,Erfurt Hbf (ab 06:30),8
08:51 (+1),RE 4354,Berlin Südkreuz (ab 08:34),10
09:02 (+1),ICE 936,Eisenach Hbf (ab 06:37),8
09:03 (+8),RE 4355,Rostock Hbf (ab 06:37),6
09:21,RE 3345,Schwedt(Oder) (ab 08:04),6
09:28,RE 3306,Luckenwalde (ab 08:35),9
09:31,ICE 1104,München Hbf (ab 05:17),8
09:34,RE 3611,Perleberg (ab 07:03),7
09:40 (+7),RB 18248,Potsdam Hbf (ab 08:35),5
09:43,IC 2272,Dresden Hbf (ab 07:35),9
09:51,RE 3508,Berlin Südkreuz (ab 09:34),9
10:02 (+6),RE 3507,Stralsund Hbf (ab 07:02),6
10:16,IC 2175,Rostock Hbf (ab 08:20),6
10:22,RE 3305,Stralsund Hbf (ab 07:10),6
10:24 Ausfall,ICE 1708,Jena-Göschwitz (ab 07:06),10
10:28 (+1),RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),9
10:31 (+1),ICE 1604,München Hbf (ab 06:19),8
10:34,RE 3613,Perleberg (ab 08:03),7
10:39 (+5),RB 56802,Schwerin Hbf (ab 08:14),
10:40,RB 18250,Potsdam Hbf (ab 09:35),5
10:43,ICE 696,Frankfurt(Main)Hbf (ab 06:15),8
10:51,RE 4356,Berlin Südkreuz (ab 10:34),10
10:54 (+1),ICE 839,Stralsund Hbf (ab 08:07),6
11:02 (+2),ICE 934,Darmstadt Hbf (ab 06:37),8
11:03 (+6),RE 4357,Rostock Hbf (ab 08:37),6
11:21,RE 3347,Schwedt(Oder) (ab 10:04),6
11:28 (+4),RE 3308,Luckenwalde (ab 10:35),9
11:31 (+5),ICE 1102,München Hbf (ab 07:17),8
11:34,RE 3615,Perleberg (ab 09:03),6
11:40,RB 18252,Potsdam Hbf (ab 10:35),5
11:43 (+14),IC 2270,Dresden Hbf (ab 09:35),9
11:51,RE 3510,Berlin Südkreuz (ab 11:34),9
12:03 (+2),RE 3509,Stralsund Hbf (ab 09:02),6
12:06 (+11),ICE 1162,Stuttgart Hbf (ab 07:04),10
12:16,IC 2177,Rostock Hbf (ab 10:21),6
12:16 (+24),ICE 802,München Hbf (ab 07:12),8
12:22 (+1),RE 3307,Stralsund Hbf (ab 09:10),6
12:28 (+4),RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),9
12:31 (+42),ICE 1602,München Hbf (ab 08:21),8
12:34,RE 3617,Perleberg (ab 10:03),7
12:39,RB 56804,Schwerin Hbf (ab 10:14),
12:40 (+4),RB 18254,Potsdam Hbf (ab 11:35),5
12:43 (+20),ICE 694,Stuttgart Hbf (ab 06:49),8
12:51 (+1),RE 4358,Berlin Südkreuz (ab 12:34),10
12:54 (+1),ICE 931,Stralsund Hbf (ab 10:07),6
13:02 (+21),ICE 932,Saarbrücken Hbf (ab 06:28),8
13:03,RE 4359,Rostock Hbf (ab 10:37),6
13:21 (+3),RE 3349,Schwedt(Oder) (ab 12:04),6
13:28 (+2),RE 3310,Luckenwalde (ab 12:35),9
13:31 (+2),ICE 1100,München Hbf (ab 09:19),8
13:33 (+4),RE 3619,Perleberg (ab 11:03),6
13:40 (+4),RB 18256,Potsdam Hbf (ab 12:35),5
13:43,IC 2178,Dresden Hbf (ab 11:35),9
13:51 (+3),RE 3512,Berlin Südkreuz (ab 13:34),9
14:03 (+4),RE 3511,Stralsund Hbf (ab 11:02),6
14:16 (+4),IC 2179,Rostock Hbf (ab 12:22),6
14:22,RE 3309,Stralsund Hbf (ab 11:10),6
14:28,RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),9
14:31 (+15),ICE 1600,München Hbf (ab 10:22),8
14:34 (+6),RE 3621,Perleberg (ab 12:03),7
14:39 (+18),RB 56806,Schwerin Hbf (ab 12:14),9
14:40 (+3),RB 18258,Potsdam Hbf (ab 13:35),5
14:43 (+31),ICE 2838,München Hbf (ab 06:42),8
14:43 (+31),ICE 692,München Hbf (ab 06:42),8
14:51 (+5),RE 4360,Berlin Südkreuz (ab 14:34),10
14:53,ICE 933,Ostseebad Binz (ab 11:24),7
15:02 (+34),ICE 930,Frankfurt(Main)Hbf (ab 11:02),7
15:03 (+7),RE 4361,Rostock Hbf (ab 12:37),6
15:21,RE 3351,Schwedt(Oder) (ab 14:04),6
15:28,RE 3312,Luckenwalde (ab 14:35),9
15:31 (+23),ICE 1008,München Hbf (ab 11:18),8
15:34,RE 3623,Perleberg (ab 13:03),6
15:40 (+7),RB 18260,Potsdam Hbf (ab 14:35),5
15:43 (+21),IC 2176,Dresden Hbf (ab 13:35),9
15:50,RB 61086,Basdorf (ab 15:27),9
15:51 (+8),RE 3514,Berlin Südkreuz (ab 15:34),10
16:03,RE 3513,Stralsund Hbf (ab 13:02),6
16:13 Ausfall,ICE 1204,Innsbruck Hbf (ab 08:42),8
16:16 (+1),IC 2271,Rostock Hbf (ab 14:20),6
16:22,RE 3311,Stralsund Hbf (ab 13:10),6
16:28,RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),9
16:31 (+28),ICE 1508,München Hbf (ab 12:21),8
16:31 (+28),ICE 2922,München Hbf (ab 12:21),8
16:34,RE 3625,Perleberg (ab 14:03),7
16:39 (+2),RB 56808,Schwerin Hbf (ab 14:14),9
16:40 (+3),RB 18262,Potsdam Hbf (ab 15:35),5
16:43 (+64),ICE 2832,München Hbf (ab 08:45),8
16:43 (+65),ICE 690,München Hbf (ab 08:45),8
16:44,RB 61088,Basdorf (ab 16:27),6
16:51 (+12),RE 4362,Berlin Südkreuz (ab 16:34),10
16:54 (+1),ICE 935,Ostseebad Binz (ab 13:24),6
17:02 (+65),ICE 838,Frankfurt(Main)Hbf (ab 13:02),10
17:03 (+1),RE 4363,Rostock Hbf (ab 14:37),6
17:12 Ausfall,RE 3337,Angermünde (ab 16:17),8
17:21 (+47),RE 3353,Schwedt(Oder) (ab 16:04),6
17:28,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),9
17:31 (+1),ICE 1006,München Hbf (ab 13:17),8
17:34 (+1),RE 3627,Perleberg (ab 15:03),6
17:40 (+11),RB 18264,Potsdam Hbf (ab 16:35),5
17:43,IC 2174,Dresden Hbf (ab 15:35),9
17:48,RB 61090,Wandlitzsee (ab 17:20),6
17:51,RE 3516,Berlin Südkreuz (ab 17:36),9
17:57 (+2),RE 3333,Angermünde (ab 17:09),7
18:03 (+12),RE 3515,Stralsund Hbf (ab 15:02),6
18:13 (+6),ICE 706,München Hbf (ab 13:12),8
18:16 (+4),IC 2273,Rostock Hbf (ab 16:20),6
18:22 (+4),RE 3313,Stralsund Hbf (ab 15:10),6
18:28 (+1),RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),10
18:31,ICE 1506,München Hbf (ab 14:21),8
18:34,RB 3629,Diekirch (ab 04:51),
18:34 (+1),RE 3629,Perleberg (ab 16:03),7
18:39,RB 56810,Schwerin Hbf (ab 16:14),
18:40,RB 18266,Potsdam Hbf (ab 17:35),5
18:43 (+27),ICE 2824,Kassel-Wilhelmshöhe (ab 10:13),8
18:43 (+27),ICE 598,München Hbf (ab 10:45),8
18:51,RE 4364,Berlin Südkreuz (ab 18:34),10
18:54,ICE 937,Ostseebad Binz (ab 15:24),6
19:03 (+1),RE 4365,Rostock Hbf (ab 16:37),6
19:13 (+50),ICE 9591,Paris Est (ab 11:07),8
19:13 Ausfall,RE 3339,Angermünde (ab 18:16),6
19:21 (+3),RE 3355,Schwedt(Oder) (ab 18:04),5
19:28,RE 3316,Lutherstadt Wittenberg Hbf (ab 17:51),9
19:31 (+2),ICE 1004,München Hbf (ab 15:17),8
19:34,RB 3631,Diekirch (ab 06:51),
19:34,RE 3631,Perleberg (ab 17:03),7
19:40 (+4),RB 18268,Potsdam Hbf (ab 18:35),5
19:43 (+4),IC 2172,Dresden Hbf (ab 17:35),9
19:51,RE 3518,Berlin Südkreuz (ab 19:34),9
20:03 (+2),RE 3517,Stralsund Hbf (ab 17:02),6
20:16,IC 2275,Rostock Hbf (ab 18:20),6
20:16,ICE 90,Nürnberg Hbf (ab 16:26),8
20:22,RE 3315,Stralsund Hbf (ab 17:10),6
20:28 (+10),RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),9
20:31 (+1),ICE 1504,München Hbf (ab 16:21),8
20:34,RB 3633,Diekirch (ab 08:51),
20:34,RE 3633,Perleberg (ab 18:03),7
20:39,RB 56812,Schwerin Hbf (ab 18:14),
20:40 (+2),RB 18270,Potsdam Hbf (ab 19:35),5
20:43 (+6),ICE 596,München Hbf (ab 12:45),8
20:51,RE 4366,Berlin Südkreuz (ab 20:34),9
20:54 (+1),ICE 939,Ostseebad Binz (ab 17:15),6
21:03 (+71),ICE 834,Frankfurt(Main)Hbf (ab 17:02),8
21:03 (+6),RE 4367,Rostock Hbf (ab 18:37),6
21:21 (+3),RE 3357,Schwedt(Oder) (ab 20:04),6
21:28,RE 3318,Luckenwalde (ab 20:35),9
21:31,ICE 1002,München Hbf (ab 17:19),8
21:34,RB 3635,Diekirch (ab 10:51),6
21:34,RE 3635,Perleberg (ab 19:03),6
21:40 (+39),RB 18272,Potsdam Hbf (ab 20:35),10
21:51,RE 3520,Berlin Südkreuz (ab 21:34),9
22:03,RE 3519,Stralsund Hbf (ab 19:02),6
22:14 (+1),ICE 2938,München Hbf (ab 17:08),8
22:14 (+1),ICE 702,München Hbf (ab 17:08),8
22:22,RE 3317,Stralsund Hbf (ab 19:10),6
22:28,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),9
22:34,RB 3637,Diekirch (ab 12:51),7
22:34 (+13),RE 3637,Perleberg (ab 20:03),7
22:39,RB 56814,Schwerin Hbf (ab 20:14),6
22:43,ICE 594,München Hbf (ab 14:45),8
22:51,RE 4368,Berlin Südkreuz (ab 22:35),9
23:03 (+5),RE 4369,Rostock Hbf (ab 20:37),6
23:26 (+1),RE 3359,Schwedt(Oder) (ab 22:04),6
23:26,RE 91559,Schwedt(Oder) (ab 22:04),
23:28,RE 3320,Berlin Hbf (ab 23:24),9
23:34,RB 3639,Diekirch (ab 14:51),
23:34 (+27),RE 3639,Perleberg (ab 21:03),7
23:51,RE 3522,Berlin Südkreuz (ab 23:34),9
23:51,RE 5,Erbach(Württ) (ab 04:39),
23:54 (+1),ICE 1000,München Hbf (ab 19:18),7
