Abfahrt,Zugnr.,nach (Ankunft),Gleis
08:26 (+2),ICE 1005,München Hbf (an 12:46),7
08:32 (+1),RE 3344,Schwedt(Oder) (an 09:55),9
08:54 (+1),RE 4354,Rostock Hbf (an 11:21),6
09:03 (+3),ICE 936,Ostseebad Binz (an 12:29),8
09:06 (+1),RE 4355,Berlin Südkreuz (an 09:23),6
09:14,RB 18251,Werder(Havel) (an 10:17),5
09:16,RB 56805,Schwerin Hbf (an 11:48),
09:16,RE 56805,Schwerin Hbf (an 11:48),
09:24,RE 3345,Luckenwalde (an 10:27),6
09:26 (+2),ICE 1505,München Hbf (an 13:43),7
09:32 (+10),RE 3306,Stralsund Hbf (an 12:44),9
09:44 (+16),IC 2272,Rostock Hbf (an 11:37),9
09:54 (+2),RE 3508,Stralsund Hbf (an 12:51),9
10:06,RE 3507,Berlin Südkreuz (an 10:24),6
10:15,RB 18253,Berlin-Staaken (an 10:33),
10:17 (+3),IC 2175,Dresden Hbf (an 12:28),6
10:23 Ausfall,RE 3614,Perleberg (an 12:51),9
10:24 (+1),RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),6
10:28 (+1),ICE 1007,München Hbf (an 14:45),7
10:32 (+1),RE 3346,Schwedt(Oder) (an 11:55),9
10:54,RE 4356,Rostock Hbf (an 13:21),10
10:56 (+1),ICE 839,Frankfurt(Main)Hbf (an 14:56),6
11:03 (+19),ICE 934,Ostseebad Binz (an 14:29),8
11:06 (+2),RE 4357,Berlin Südkreuz (an 11:23),6
11:14,RB 18255,Berlin-Staaken (an 11:33),
11:16,RB 56807,Schwerin Hbf (an 13:48),9
11:16,RE 56807,Schwerin Hbf (an 13:48),
11:17 (+25),ICE 599,München Hbf (an 19:12),7
11:23,RE 3616,Perleberg (an 13:51),9
11:24 (+1),RE 3347,Luckenwalde (an 12:27),6
11:26 (+5),ICE 1507,München Hbf (an 15:43),7
11:32 (+1),RE 3308,Stralsund Hbf (an 14:44),9
11:44,IC 2270,Rostock Hbf (an 13:37),9
11:54,RE 3510,Stralsund Hbf (an 14:51),9
12:06 (+3),RE 3509,Berlin Südkreuz (an 12:25),6
12:17 (+3),IC 2177,Dresden Hbf (an 14:28),6
12:23,RE 3618,Löwenberg(Mark) (an 12:55),
12:24,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),6
12:26,ICE 1009,München Hbf (an 16:45),7
12:32,RE 3348,Schwedt(Oder) (an 13:55),9
12:54 (+1),RE 4358,Rostock Hbf (an 15:21),10
12:57 (+3),ICE 931,Frankfurt(Main)Hbf (an 16:56),6
13:03 (+4),ICE 932,Stralsund Hbf (an 15:44),8
13:06 (+18),RE 4359,Berlin Südkreuz (an 13:23),6
13:14,RB 18259,Berlin-Spandau (an 13:28),
13:16,RB 56809,Schwerin Hbf (an 15:48),
13:16,RE 56809,Schwerin Hbf (an 15:48),
13:17 (+20),ICE 691,München Hbf (an 21:15),7
13:23,RE 3620,Löwenberg(Mark) (an 13:55),
13:24,RE 3349,Luckenwalde (an 14:27),6
13:26 (+1),ICE 1509,München Hbf (an 17:43),7
13:32,RE 3310,Stralsund Hbf (an 16:44),9
13:45 (+4),IC 2178,Rostock Hbf (an 15:35),9
13:54 Ausfall,RE 3512,Stralsund Hbf (an 16:51),9
14:06 Ausfall,RE 3511,Berlin Südkreuz (an 14:23),6
14:15,RB 18261,Werder(Havel) (an 15:17),5
14:17 (+1),IC 2179,Dresden Hbf (an 16:28),6
14:23,RE 3622,Löwenberg(Mark) (an 14:55),
14:24 (+1),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),6
14:26 (+2),ICE 1101,München Hbf (an 18:43),7
14:32,RE 3350,Schwedt(Oder) (an 15:55),9
14:54,RE 4360,Rostock Hbf (an 17:21),10
14:57 (+2),ICE 933,Frankfurt(Main)Hbf (an 18:56),7
15:04 (+2),ICE 930,Stralsund Hbf (an 17:45),7
15:06,RE 4361,Berlin Südkreuz (an 15:23),6
15:10,RE 3336,Angermünde (an 16:01),8
15:14,RB 18263,Berlin-Spandau (an 15:28),
15:16,RB 56811,Schwerin Hbf (an 17:48),9
15:16,RE 56811,Schwerin Hbf (an 17:48),
15:17 (+5),ICE 693,München Hbf (an 23:15),7
15:23,RE 3624,Perleberg (an 17:51),9
15:24,RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),6
15:26 (+6),ICE 1601,München Hbf (an 19:43),7
15:32,RE 3312,Stralsund Hbf (an 18:44),9
15:44 (+11),IC 2176,Rostock Hbf (an 17:37),9
15:46,GV 328,Amsterdam Centraal (an 23:55),10
15:54,RE 3514,Stralsund Hbf (an 18:51),10
16:01,ICE 1163,Stuttgart Hbf (an 21:08),7
16:06,RE 3513,Berlin Südkreuz (an 16:24),6
16:11,RE 3330,Angermünde (an 17:02),10
16:17,IC 2271,Dresden Hbf (an 18:28),6
16:23,RE 3626,Perleberg (an 18:51),9
16:24,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),6
16:26 (+2),ICE 1103,München Hbf (an 20:46),7
16:32,RE 3352,Schwedt(Oder) (an 17:55),9
16:54,RE 4362,Rostock Hbf (an 19:21),10
16:57 (+6),ICE 935,Saarbrücken Hbf (an 23:57),6
17:03,ICE 838,Stralsund Hbf (an 19:46),10
17:06 (+1),RE 4363,Berlin Südkreuz (an 17:23),6
17:09,ICE 695,Stuttgart Hbf (an 23:11),8
17:14,RB 18267,Berlin-Spandau (an 17:28),
17:16,RB 56813,Schwerin Hbf (an 19:48),10
17:16,RE 56813,Schwerin Hbf (an 19:48),
17:19,RE 3338,Angermünde (an 18:06),
17:19,RE 33588,Stralsund Hbf (an 23:42),8
17:23,RE 3628,Perleberg (an 19:51),10
17:24,RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),6
17:26 (+4),ICE 1603,München Hbf (an 21:43),7
17:32,RE 3314,Stralsund Hbf (an 20:44),9
17:44 (+1),IC 2174,Rostock Hbf (an 19:37),9
17:54,RE 3516,Stralsund Hbf (an 20:51),9
18:06,RE 3515,Berlin Südkreuz (an 18:23),6
18:09,RE 3332,Angermünde (an 19:01),
18:17,IC 2273,Dresden Hbf (an 20:28),6
18:23,RB 3630,Perleberg (an 20:51),10
18:24,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),6
18:26 (+1),ICE 1105,München Hbf (an 22:45),7
18:32,RE 3354,Schwedt(Oder) (an 19:55),10
18:54,RE 4364,Rostock Hbf (an 21:21),10
18:56,ICE 937,Darmstadt Hbf (an 23:11),6
19:06 (+10),RE 4365,Berlin Südkreuz (an 19:23),6
19:14,RB 18271,Berlin-Spandau (an 19:28),
19:16,RB 56815,Schwerin Hbf (an 21:48),10
19:16,RE 56815,Schwerin Hbf (an 21:48),
19:17,ICE 2865,Frankfurt(Main)Hbf (an 23:44),7
19:17,ICE 697,Frankfurt(Main)Hbf (an 23:44),7
19:23,RB 3632,Perleberg (an 21:51),9
19:24,RE 3355,Luckenwalde (an 20:27),5
19:24,RE 3520,Neustrelitz Hbf (an 22:59),5
19:26 (+13),ICE 1605,München Hbf (an 23:43),7
19:27,RE 3378,Angermünde (an 20:12),
19:32,RE 3316,Stralsund Hbf (an 22:49),9
19:42,ICE 805,Nürnberg Hbf (an 23:07),6
19:44 (+1),IC 2172,Rostock Hbf (an 21:37),9
19:54,RE 3518,Stralsund Hbf (an 22:51),9
20:06,RE 3517,Berlin Südkreuz (an 20:22),6
20:17,IC 2275,Dresden Hbf (an 22:28),6
20:23,RB 3634,Perleberg (an 22:51),9
20:24,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),6
20:26 (+2),ICE 1107,München Hbf (an 00:50),7
20:32,RE 3356,Angermünde (an 21:23),9
20:54 (+21),RE 4366,Rostock Hbf (an 23:21),9
21:06 (+1),RE 4367,Berlin Südkreuz (an 21:23),6
21:14,RB 18275,Berlin-Spandau (an 21:28),
21:18 (+37),ICE 2833,München Hbf (an 07:32),7
21:18 (+37),ICE 2835,München Hbf (an 07:32),7
21:18 (+36),ICE 699,München Hbf (an 07:32),7
21:23,RB 3636,Löwenberg(Mark) (an 21:55),
21:24,RE 3357,Jüterbog (an 22:30),6
21:30,RE 3318,Pasewalk (an 23:19),9
22:06,RE 3519,Berlin Südkreuz (an 22:23),6
22:23,RB 3638,Löwenberg(Mark) (an 22:55),
22:24,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),6
22:32,RE 3358,Angermünde (an 23:27),9
22:41,RB 56814,Berlin Südkreuz (an 22:53),
22:41,RE 56814,Berlin Südkreuz (an 22:53),6
22:54,RB 91636,Königs Wusterhausen (an 23:24),
22:54,RE 3136,Brand Tropical Islands (an 23:56),
22:54 (+4),RE 4368,Rostock Hbf (an 01:21),9
22:54,RE 5,Köln Messe/Deutz (an 23:33),
23:06 (+11),RE 4369,Berlin Hbf (an 23:11),6
23:20 (+22),ICe 905,München Hbf (an 07:08),7
23:28,RE 3359,Teltow (an 23:53),6
23:55,RE 3138,Cottbus Hbf (an 01:40),
