Abfahrt,Zugnr.,nach (Ankunft),Gleis
11:04,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:10,RE 62015,Elstal (an 11:53),4
11:12,RE 3150,Falkenberg(Elster) (an 12:44),2
11:15 (+10),RE 3308,Stralsund Hbf (an 14:44),3
11:17,RB 62061,Berlin Südkreuz (an 11:21),1
11:17,RE 4357,Berlin Südkreuz (an 11:23),2
11:26,RB 21865,Flughafen BER (an 11:45),1
11:35,RE 3347,Luckenwalde (an 12:27),1
11:36,RB 21862,Berlin Hbf (an 11:39),4
11:41,RB 21867,Flughafen BER (an 12:00),1
11:41 (+2),RE 3510,Stralsund Hbf (an 14:51),3
11:43,RB 62062,Berlin-Spandau (an 11:59),
11:46,RE 62012,Baruth(Mark) (an 12:36),1
11:50,RB 18513,Berlin Hbf (an 11:53),4
11:50 (+1),RE 3173,Stendal Hbf (an 13:30),3
11:56,RB 21869,Flughafen BER (an 12:14),
12:04,RB 18512,Flughafen BER (an 12:25),
12:07,RB 21866,Berlin Hbf (an 12:09),4
12:10,RE 3170,Jüterbog (an 12:54),2
12:12,RE 62017,Elstal (an 12:49),4
12:16 (+1),RE 3348,Schwedt(Oder) (an 13:55),3
12:17,RB 62063,Berlin Südkreuz (an 12:21),1
12:17,RE 3509,Berlin Südkreuz (an 12:23),2
12:26,RB 21873,Flughafen BER (an 12:46),
12:41,RB 21875,Flughafen BER (an 13:00),
12:41 (+1),RE 4358,Rostock Hbf (an 15:21),3
12:42,RB 62064,Berlin-Spandau (an 12:59),
12:43 (+4),RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2
12:47,RE 3153,Rathenow (an 13:54),3
12:48,RE 62014,Elsterwerda (an 14:31),1
12:55,RB 21877,Flughafen BER (an 13:14),
13:04,RB 18514,Lübbenau(Spreewald) (an 14:15),
13:10,RE 62019,Elstal (an 13:55),4
13:12,RE 3152,Falkenberg(Elster) (an 14:44),2
13:15,RE 3310,Stralsund Hbf (an 16:44),3
13:17,RB 62065,Berlin Südkreuz (an 13:21),1
13:17 (+9),RE 4359,Berlin Südkreuz (an 13:23),2
13:23,RB 21881,Flughafen BER (an 13:45),
13:35,RE 3349,Luckenwalde (an 14:27),1
13:41,RB 21883,Flughafen BER (an 14:00),
13:41,RE 3512,Stralsund Hbf (an 16:51),3
13:42,RB 62066,Berlin-Spandau (an 13:59),
13:46,RE 62016,Baruth(Mark) (an 14:36),1
13:48,RE 3175,Stendal Hbf (an 15:30),3
13:56,RB 21885,Flughafen BER (an 14:14),
14:04,RB 18516,Lübbenau(Spreewald) (an 15:15),1
14:10,RE 3172,Jüterbog (an 14:54),2
14:12,RE 62021,Elstal (an 14:49),4
14:16 (+33),RE 3350,Schwedt(Oder) (an 15:55),3
14:17,RB 62067,Dahlewitz (an 14:34),1
14:17,RE 3511,Berlin Südkreuz (an 14:23),2
14:26,RB 21889,Flughafen BER (an 14:45),
14:41 (+1),RE 4360,Rostock Hbf (an 17:21),3
14:42,RB 62068,Berlin-Spandau (an 14:59),
14:43 (+24),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),2
14:45,RB 62018,Elsterwerda (an 16:31),1
14:47,RE 3155,Rathenow (an 15:54),3
15:04,RB 18518,Lübbenau(Spreewald) (an 16:15),1
15:10,RE 62023,Elstal (an 15:55),4
15:12,RE 3154,Falkenberg(Elster) (an 16:45),2
15:15,RE 3312,Stralsund Hbf (an 18:44),3
15:17,RB 62069,Berlin Südkreuz (an 15:21),1
15:17,RE 4361,Berlin Südkreuz (an 15:23),2
15:35,RE 3351,Luckenwalde (an 16:27),1
15:41 (+1),RE 3514,Stralsund Hbf (an 18:51),3
15:42,RB 62070,Berlin-Spandau (an 15:59),
15:46,RE 62020,Baruth(Mark) (an 16:36),1
15:48 (+2),RE 3177,Stendal Hbf (an 17:30),3
15:50,RB 18521,Berlin Hbf (an 15:53),4
16:04 (+3),RB 18520,Lübbenau(Spreewald) (an 17:15),1
16:10,RE 3174,Jüterbog (an 16:55),2
16:12,RE 62025,Elstal (an 16:49),4
16:16 (+1),RE 3352,Schwedt(Oder) (an 17:55),3
16:18,RB 62071,Berlin Südkreuz (an 16:21),1
16:19,RE 3513,Berlin Südkreuz (an 16:24),2
16:41 (+2),RE 4362,Rostock Hbf (an 19:21),3
16:42 (+2),RB 62072,Wustermark (an 17:18),4
16:43,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),2
16:47 (+2),RE 3157,Rathenow (an 17:54),3
16:48,RE 62022,Elsterwerda (an 18:31),1
16:51 (+1),RB 18523,Berlin Hbf (an 16:54),4
17:04,RB 18522,Cottbus Hbf (an 18:48),1
17:10,RE 62027,Elstal (an 17:47),4
17:12,RE 3156,Falkenberg(Elster) (an 18:49),2
17:15,RE 3314,Stralsund Hbf (an 20:44),3
17:17 (+1),RB 62073,Berlin Südkreuz (an 17:21),1
17:17,RE 4363,Berlin Südkreuz (an 17:23),2
17:35 (+3),RE 3353,Luckenwalde (an 18:27),1
17:41 (+3),RE 3516,Stralsund Hbf (an 20:51),3
17:43,RB 62074,Berlin-Spandau (an 17:59),
17:46,RE 62024,Baruth(Mark) (an 18:35),1
17:49,RE 26117,Stendal Hbf (an 19:30),
17:49 (+3),RE 3179,Stendal Hbf (an 19:30),3
17:50,RB 18525,Berlin Hbf (an 17:53),4
17:55 (+4),RE 21917,Flughafen BER (an 18:14),1
18:04,RB 18524,Lübbenau(Spreewald) (an 19:14),1
18:10,RE 3176,Jüterbog (an 18:54),2
18:12,RE 62029,Elstal (an 18:49),4
18:16,RE 3354,Schwedt(Oder) (an 19:55),3
18:17 (+3),RE 3515,Berlin Südkreuz (an 18:23),2
18:26,RE 21921,Flughafen BER (an 18:45),1
18:36,RE 21918,Berlin Hbf (an 18:39),4
18:41,RE 21923,Flughafen BER (an 19:00),1
18:41,RE 4364,Rostock Hbf (an 21:21),3
18:42,RB 62076,Berlin-Spandau (an 18:59),
18:43 (+6),RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),2
18:47,RE 3159,Rathenow (an 19:49),3
18:48,RE 62026,Elsterwerda (an 20:31),1
18:50,RB 18527,Berlin Hbf (an 18:53),4
18:56,RE 21925,Flughafen BER (an 19:14),1
19:04,RB 18526,Cottbus Hbf (an 20:48),1
19:05,RE 21922,Berlin Hbf (an 19:08),4
19:11,RE 62031,Elstal (an 19:53),4
19:12,RE 3158,Falkenberg(Elster) (an 20:44),2
19:15,RE 3316,Stralsund Hbf (an 22:49),3
19:17,RE 4365,Berlin Südkreuz (an 19:23),2
19:20,RE 21924,Berlin Hbf (an 19:23),4
19:26,RE 21929,Flughafen BER (an 19:45),1
19:35,RE 3355,Luckenwalde (an 20:27),1
19:36,RB 21926,Berlin Hbf (an 19:39),4
19:41,RE 21931,Flughafen BER (an 20:00),1
19:41,RE 3518,Stralsund Hbf (an 22:51),3
19:42,RB 62078,Berlin-Spandau (an 19:59),
19:46,RE 62028,Baruth(Mark) (an 20:35),1
19:48,RE 3181,Stendal Hbf (an 21:13),3
19:50,RB 18529,Berlin Hbf (an 19:53),4
19:56,RE 21933,Flughafen BER (an 20:14),1
20:04,RB 18528,Cottbus Hbf (an 21:48),1
20:05,RB 21930,Berlin Hbf (an 20:08),4
20:10,RE 3178,Jüterbog (an 20:54),2
20:12,RE 62033,Elstal (an 20:49),4
20:16,RE 3356,Schwedt(Oder) (an 21:55),3
20:17,RE 3517,Berlin Südkreuz (an 20:22),2
20:20,RB 21932,Berlin Hbf (an 20:23),4
20:26,RE 21937,Flughafen BER (an 20:45),1
20:36,RB 21934,Berlin Hbf (an 20:39),4
20:41,RB 21939,Flughafen BER (an 21:00),1
20:41 (+1),RE 4366,Rostock Hbf (an 23:21),3
20:42,RB 62080,Berlin-Spandau (an 20:59),
20:43,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),2
20:47,RE 3161,Rathenow (an 21:52),3
20:48,RE 62030,Elsterwerda (an 22:31),1
20:50,RB 18531,Berlin Hbf (an 20:53),4
20:56,RB 18530,Cottbus Hbf (an 22:48),1
20:56,RE 20,Cottbus Hbf (an 20:48),
21:05,RB 21938,Berlin Hbf (an 21:08),4
21:10,RE 62035,Elstal (an 21:53),4
21:15,RE 3318,Stralsund Hbf (an 00:45),3
21:17,RE 4367,Berlin Südkreuz (an 21:23),2
21:35,RE 3357,Jüterbog (an 22:30),1
21:41,RE 3520,Neubrandenburg (an 23:29),3
21:43,RB 62082,Berlin-Spandau (an 21:59),
21:46,RE 62032,Baruth(Mark) (an 22:35),1
21:48,RE 3183,Stendal Hbf (an 23:13),3
22:12,RE 62037,Elstal (an 22:49),4
22:16,RE 3358,Schwedt(Oder) (an 23:56),3
22:17,RE 3519,Berlin Südkreuz (an 22:23),2
22:41 (+2),RE 4368,Rostock Hbf (an 01:21),3
22:41,RE 5,Stralsund Hbf (an 06:51),
22:42,RB 62084,Wustermark (an 23:18),4
22:43,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),2
22:50,RB 56814,Berlin Südkreuz (an 22:53),2
23:01,RE 3185,Stendal Hbf (an 00:18),3
23:10,RE 62039,Wustermark (an 23:54),4
23:38,RE 3359,Jüterbog (an 00:35),2
23:46,RE 62036,Baruth(Mark) (an 00:35),1
