Abfahrt,Zugnr.,nach (Ankunft),Gleis
10:08,RE 3717,Dessau Hbf (an 11:53),2
10:17,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:32,RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:33,RE 3112,Cottbus Hbf (an 11:55),1
10:53 (+7),RE 3714,Senftenberg (an 12:41),1
10:54,RE 94728,Berlin Zoologischer Garten (an 11:07),2
11:06,RE 94723,Frankfurt(Oder) (an 12:18),
11:08 (+14),RE 3719,Dessau Hbf (an 12:53),2
11:29 (+9),RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:33 (+1),RE 3114,Cottbus Hbf (an 12:55),1
11:53,RE 3716,Senftenberg (an 13:41),1
11:54,RE 94730,Berlin Zoologischer Garten (an 12:07),
12:06 (+1),RE 94725,Frankfurt(Oder) (an 13:18),1
12:08 (+1),RE 3721,Dessau Hbf (an 13:53),2
12:29 (+1),RE 3117,Hennigsdorf(b Berlin) (an 13:25),2
12:33 (+1),RE 3116,Cottbus Hbf (an 13:55),1
12:53 (+1),RE 3718,Senftenberg (an 14:41),1
12:54,RE 73732,Magdeburg Hbf (an 14:50),
12:54 (+1),RE 94732,Berlin Zoologischer Garten (an 13:07),2
13:06,RE 94727,Frankfurt(Oder) (an 14:18),
13:08 (+4),RE 3723,Dessau Hbf (an 14:53),2
13:29,RE 3119,Hennigsdorf(b Berlin) (an 14:23),2
13:33 (+5),RE 3118,Cottbus Hbf (an 14:55),1
13:53,RE 3720,Senftenberg (an 15:41),1
13:54,RE 73734,Magdeburg Hbf (an 15:50),
13:54,RE 94734,Berlin Hbf (an 13:59),
14:06,RE 94729,Frankfurt(Oder) (an 15:18),
14:08 (+2),RE 3725,Dessau Hbf (an 15:53),2
14:31,RE 3121,Hennigsdorf(b Berlin) (an 15:23),2
14:33 (+2),RE 3120,Cottbus Hbf (an 15:55),1
14:44,RB 18160,Berlin-Wannsee (an 15:10),
14:54,RE 73736,Magdeburg Hbf (an 16:50),
14:54,RE 94736,Berlin Hbf (an 14:59),
15:06 (+1),RE 94731,Frankfurt(Oder) (an 16:18),1
15:08 (+8),RE 3727,Dessau Hbf (an 16:53),2
15:29,RE 3123,Hennigsdorf(b Berlin) (an 16:23),2
15:33,RE 3122,Cottbus Hbf (an 16:55),1
15:44,RB 18162,Berlin-Wannsee (an 16:10),2
15:53,RE 3724,Senftenberg (an 17:41),1
15:54,RB 94738,Berlin Zoologischer Garten (an 16:07),
15:54,RE 73738,Magdeburg Hbf (an 17:50),
16:06 (+3),RE 94733,Frankfurt(Oder) (an 17:18),1
16:08,RE 3729,Dessau Hbf (an 17:53),2
16:17,RB 18161,Berlin Ostbahnhof (an 16:21),1
16:29,RE 3125,Hennigsdorf(b Berlin) (an 17:23),2
16:33 (+9),RE 3124,Cottbus Hbf (an 17:55),1
16:44,RB 18164,Berlin-Wannsee (an 17:10),2
16:53,RE 3726,Senftenberg (an 18:41),1
16:54,RB 94740,Berlin Zoologischer Garten (an 17:07),
16:54,RE 73740,Magdeburg Hbf (an 18:50),
17:06,RE 94735,Frankfurt(Oder) (an 18:18),
17:08 (+2),RE 3731,Dessau Hbf (an 18:53),2
17:17,RB 18163,Berlin Ostbahnhof (an 17:21),1
17:29,RE 3127,Hennigsdorf(b Berlin) (an 18:23),2
17:33,RE 3126,Cottbus Hbf (an 18:55),1
17:44,RB 18166,Berlin-Wannsee (an 18:10),
17:53,RE 3728,Senftenberg (an 19:41),1
17:54,RE 73742,Magdeburg Hbf (an 19:50),
17:54,RE 94742,Berlin Hbf (an 17:59),
18:06,RE 94737,Frankfurt(Oder) (an 19:18),
18:08,RE 3733,Dessau Hbf (an 19:53),2
18:29,RE 18769,Berlin-Spandau (an 18:54),
18:29,RE 3129,Hennigsdorf(b Berlin) (an 19:23),2
18:33,RE 3128,Cottbus Hbf (an 19:55),1
18:53,RE 3730,Senftenberg (an 20:41),1
18:54,RE 73744,Magdeburg Hbf (an 20:50),
18:54,RE 94744,Berlin Zoologischer Garten (an 19:07),
19:06,RB 94739,Frankfurt(Oder) (an 20:18),
19:06,RE 94739,Frankfurt(Oder) (an 20:18),
19:08,RE 3735,Dessau Hbf (an 20:53),2
19:29,RE 3131,Berlin-Spandau (an 19:54),
19:33,RE 3130,Cottbus Hbf (an 20:55),1
19:34,RB 73822,Berlin Hbf (an 19:39),
19:34,RE 73822,Berlin Zoologischer Garten (an 19:46),
19:53,RE 3732,Senftenberg (an 21:41),1
19:54,RE 73746,Magdeburg Hbf (an 21:50),
19:54,RE 94746,Berlin Zoologischer Garten (an 20:07),
20:06,RE 1,Magdeburg Hbf (an 23:55),
20:06,RE 94741,Frankfurt(Oder) (an 21:18),
20:08,RE 3737,Berlin-Wannsee (an 20:34),
20:29,RE 3133,Hennigsdorf(b Berlin) (an 21:23),2
20:33,RE 3132,Cottbus Hbf (an 21:55),1
20:53,RE 3734,Lübbenau(Spreewald) (an 22:04),1
20:54,RE 73748,Magdeburg Hbf (an 22:50),
20:54,RE 94748,Berlin Zoologischer Garten (an 21:07),
21:08,RE 3739,Dessau Hbf (an 22:53),2
21:29,RE 3135,Hennigsdorf(b Berlin) (an 22:25),2
21:34,RE 3134,Cottbus Hbf (an 22:55),1
21:48,RE 73790,Magdeburg Hbf (an 23:55),
21:48,RE 94790,Berlin Zoologischer Garten (an 22:01),
21:53,RE 3736,Lübben(Spreewald) (an 22:56),1
22:10,RB 91551,Berlin Hbf (an 22:16),
22:29,RE 3137,Berlin Zoologischer Garten (an 22:42),2
22:48,RB 94792,Berlin Hbf (an 22:53),
22:48,RE 73792,Brandenburg Hbf (an 23:54),
23:00,RE 3136,Cottbus Hbf (an 00:40),1
23:08,RB 91563,Berlin Hbf (an 23:13),
23:08,RE 3743,Berlin Hbf (an 23:13),
23:29,RE 3139,Berlin-Charlottenburg (an 23:46),2
23:38,RB 21958,Berlin Hbf (an 23:44),
23:59,RE 3138,Cottbus Hbf (an 01:40),1
