Abfahrt,Zugnr.,nach (Ankunft),Gleis
16:15,RB 18265,Werder(Havel) (an 17:17),5
16:17 (+2),IC 2271,Dresden Hbf (an 18:28),6
16:24 (+1),RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),6
16:26 (+31),ICE 1103,München Hbf (an 20:46),7
16:32 (+6),RE 3352,Schwedt(Oder) (an 17:55),9
16:54 (+25),RE 4362,Rostock Hbf (an 19:21),10
16:55 (+5),ICE 935,Saarbrücken Hbf (an 23:52),6
17:03 (+4),ICE 838,Stralsund Hbf (an 19:46),10
17:06 Ausfall,RE 4363,Berlin Südkreuz (an 17:23),6
17:09 (+1),ICE 695,Stuttgart Hbf (an 23:51),8
17:14,RB 18267,Werder(Havel) (an 18:17),5
17:16,RB 56813,Schwerin Hbf (an 19:48),
17:16,RE 56813,Schwerin Hbf (an 19:48),
17:19,RE 3338,Angermünde (an 18:06),8
17:24 (+5),RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),6
17:26 (+11),ICE 1603,München Hbf (an 21:43),7
17:32,RE 3314,Stralsund Hbf (an 20:44),9
17:44 (+6),IC 2174,Rostock Hbf (an 19:37),9
17:54 (+1),RE 3516,Stralsund Hbf (an 20:51),9
18:06 (+22),RE 3515,Berlin Südkreuz (an 18:23),6
18:09,RE 3332,Angermünde (an 19:01),
18:15,RB 18269,Werder(Havel) (an 19:22),5
18:17 (+2),IC 2273,Dresden Hbf (an 20:28),6
18:24,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),6
18:26 (+7),ICE 1105,München Hbf (an 22:45),7
18:32 (+1),RE 3354,Schwedt(Oder) (an 19:55),10
18:46 Ausfall,ICE 697,Frankfurt(Main)Hbf (an 23:44),7
18:54 (+12),RE 4364,Rostock Hbf (an 21:21),10
18:56,ICE 937,Berlin Hbf (an 19:01),6
19:06 (+7),RE 4365,Berlin Südkreuz (an 19:23),6
19:14,RB 18271,Werder(Havel) (an 20:17),5
19:16 (+1),RB 56815,Schwerin Hbf (an 21:48),10
19:16,RE 56815,Schwerin Hbf (an 21:48),
19:26 (+1),ICE 1605,München Hbf (an 23:52),7
19:26 (+1),ICE 2921,München Hbf (an 23:52),7
19:32 (+1),RE 3316,Stralsund Hbf (an 22:49),9
19:42 (+4),ICE 805,Nürnberg Hbf (an 23:07),6
19:44 (+1),IC 2172,Rostock Hbf (an 21:37),9
19:54,RE 3518,Stralsund Hbf (an 22:51),9
20:06 (+1),RE 3517,Berlin Südkreuz (an 20:22),6
20:15 (+1),RB 18273,Werder(Havel) (an 21:17),5
20:17 (+2),IC 2275,Dresden Hbf (an 22:28),6
20:24 (+1),RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),6
20:26 Ausfall,ICE 1107,München Hbf (an 00:50),7
20:32 (+1),RE 3356,Schwedt(Oder) (an 21:55),9
20:54,RE 4366,Rostock Hbf (an 23:21),9
20:56 (+1),ICE 939,Berlin Südkreuz (an 21:08),6
21:06 (+1),RE 4367,Berlin Südkreuz (an 21:23),6
21:14 (+2),RB 18275,Golm (an 22:08),5
21:18,ICE 2837,München Hbf (an 07:44),
21:18 (+31),ICE 699,München Hbf (an 07:44),7
21:21 (+1),RE 3318,Pasewalk (an 23:14),10
21:24 (+1),RE 3357,Jüterbog (an 22:30),6
21:54,RE 3520,Neubrandenburg (an 23:29),9
22:06 (+32),RE 3519,Berlin Südkreuz (an 22:23),6
22:31,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),5
22:41,RB 56814,Berlin Südkreuz (an 22:53),6
22:41,RE 56814,Berlin Südkreuz (an 22:53),6
22:53,RB 94792,Potsdam Hbf (an 23:21),
22:53,RE 91393,Potsdam Hbf (an 23:21),
22:54 (+49),RE 4368,Rostock Hbf (an 01:21),9
23:06 (+1),RE 4369,Berlin Südkreuz (an 23:24),6
23:20 (+1),ICE 905,München Hbf (an 07:15),7
23:23,RB 3640,Luxembourg (an 16:38),9
23:31,RE 3,Pasewalk (an 23:19),
23:47,RE 3740,Berlin-Lichtenberg (an 23:56),8
23:54,RE 3522,Neubrandenburg (an 01:38),9
