Abfahrt,Zugnr.,nach (Ankunft),Gleis
11:04,RB 18510,Lübben(Spreewald) (an 12:06),
11:10,RE 62015,Elstal (an 11:53),4
11:15,RE 3308,Stralsund Hbf (an 14:44),3
11:17,RE 4357,Berlin Südkreuz (an 11:23),2
11:35,RE 3347,Luckenwalde (an 12:27),1
11:41,RE 3510,Stralsund Hbf (an 14:51),3
11:43,RB 62062,Berlin-Spandau (an 11:59),
11:46,RE 62012,Baruth(Mark) (an 12:36),1
11:50,RB 18513,Berlin Hbf (an 11:53),4
11:50,RE 3173,Stendal Hbf (an 13:30),
12:04,RB 18512,Lübben(Spreewald) (an 13:06),
12:10,RE 3170,Jüterbog (an 12:54),2
12:12,RE 62017,Berlin-Spandau (an 12:35),
12:16 (+1),RE 3348,Schwedt(Oder) (an 13:55),3
12:17 (+3),RE 3509,Berlin Südkreuz (an 12:23),2
12:41,RE 4358,Rostock Hbf (an 15:21),
12:42,RB 62064,Berlin-Spandau (an 12:59),
12:43,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2
12:47,RE 3153,Schorndorf (an 13:39),
12:48,RE 62014,Elsterwerda (an 14:31),1
13:04,RB 18514,Lübbenau(Spreewald) (an 14:15),1
13:10,RE 62019,Elstal (an 13:55),4
13:15,RE 3310,Stralsund Hbf (an 16:44),
13:17,RE 4359,Berlin Südkreuz (an 13:23),2
13:35,RE 3349,Luckenwalde (an 14:27),1
13:41,RE 3512,Stralsund Hbf (an 16:51),
13:42,RB 62066,Berlin-Spandau (an 13:59),
13:46,RE 62016,Elsterwerda (an 15:14),
13:48,RE 3175,Stendal Hbf (an 15:30),3
14:04,RB 18516,Lübbenau(Spreewald) (an 15:15),1
14:12,RE 62021,Berlin-Spandau (an 14:35),
14:16 (+1),RE 3350,Schwedt(Oder) (an 15:55),3
14:26,RB 21889,Flughafen BER (an 14:45),1
14:36,RB 21886,Berlin Hbf (an 14:39),4
14:41 (+1),RE 4360,Rostock Hbf (an 17:21),3
14:42,RB 62068,Berlin-Spandau (an 14:59),
14:43 (+1),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),2
14:47,RE 3155,Rathenow (an 15:54),3
14:48,RB 62018,Elsterwerda (an 16:31),1
14:49,RB 18519,Berlin Hbf (an 14:53),4
15:04,RB 18518,Lübbenau(Spreewald) (an 16:15),1
15:05,RB 21890,Berlin Hbf (an 15:08),4
15:10,RE 62023,Elstal (an 15:55),4
15:12 (+2),RE 3154,Falkenberg(Elster) (an 16:45),2
15:15 (+1),RE 3312,Stralsund Hbf (an 18:44),3
15:17,RB 62069,Rangsdorf (an 15:38),1
15:17 (+8),RE 4361,Berlin Südkreuz (an 15:23),2
15:35 (+14),RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),1
15:41 (+1),RE 3514,Stralsund Hbf (an 18:51),3
15:42,RB 62070,Wustermark (an 16:18),4
15:46,RE 62020,Elsterwerda (an 17:15),
15:48,RE 3177,Stendal Hbf (an 17:30),3
15:50,RB 18521,Berlin Hbf (an 15:53),4
16:04,RB 18520,Lübbenau(Spreewald) (an 17:15),1
16:10,RE 3174,Jüterbog (an 16:55),2
16:12,RE 62025,Elstal (an 16:49),4
16:16 (+2),RE 3352,Schwedt(Oder) (an 17:55),3
16:18,RB 62071,Rangsdorf (an 16:39),1
16:19 Ausfall,RE 3513,Berlin Südkreuz (an 16:24),2
16:26,RB 21905,Flughafen BER (an 16:45),1
16:36,RB 21902,Berlin Hbf (an 16:39),4
16:41,RE 21907,Flughafen BER (an 17:00),1
16:41 Ausfall,RE 4362,Rostock Hbf (an 19:21),3
16:42,RB 62072,Wustermark (an 17:18),4
16:43 (+1),RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),2
16:47,RE 3157,Rathenow (an 17:54),3
16:48,RE 62022,Elsterwerda (an 18:31),1
16:51,RB 18523,Berlin Hbf (an 16:54),4
16:56,RE 21909,Flughafen BER (an 17:14),1
17:04,RB 18522,Cottbus Hbf (an 18:48),1
17:10,RE 62027,Elstal (an 17:47),4
17:12 (+4),RE 3156,Falkenberg(Elster) (an 18:49),2
17:15 (+3),RE 3314,Stralsund Hbf (an 20:44),3
17:17,RB 62073,Rangsdorf (an 17:38),1
17:17 (+16),RE 4363,Berlin Südkreuz (an 17:23),2
17:35 (+5),RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),1
17:41,RE 3516,Stralsund Hbf (an 20:51),
17:43,RB 62074,Wustermark (an 18:18),4
17:46,RE 62024,Elsterwerda (an 19:15),1
17:49,RE 26117,Stendal Hbf (an 19:30),
17:49 (+7),RE 3179,Stendal Hbf (an 19:30),3
17:50,RB 18525,Berlin Hbf (an 17:53),4
18:04,RB 18524,Lübbenau(Spreewald) (an 19:14),1
18:10 (+6),RE 3176,Jüterbog (an 18:54),2
18:12,RE 62029,Berlin-Spandau (an 18:35),
18:16 (+1),RE 3354,Schwedt(Oder) (an 19:55),3
18:17 (+4),RB 62075,Rangsdorf (an 18:38),
18:17 Ausfall,RE 3515,Berlin Südkreuz (an 18:23),2
18:26,RE 21921,Flughafen BER (an 18:45),1
18:36,RE 21918,Berlin Hbf (an 18:39),4
18:41,RE 21923,Flughafen BER (an 19:00),1
18:41 (+4),RE 4364,Rostock Hbf (an 21:21),3
18:42,RB 62076,Wustermark (an 19:18),4
18:43 (+1),RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),2
18:47,RE 3159,Rathenow (an 19:49),3
18:48,RE 62026,Elsterwerda (an 20:31),1
18:50,RB 18527,Berlin Hbf (an 18:53),4
18:56,RE 21925,Flughafen BER (an 19:14),1
19:04,RB 18526,Cottbus Hbf (an 20:48),1
19:05,RE 21922,Berlin Hbf (an 19:08),4
19:11,RE 62031,Elstal (an 19:53),4
19:12,RE 3158,Falkenberg(Elster) (an 20:44),2
19:15,RE 3316,Stralsund Hbf (an 22:49),3
19:17,RE 4365,Berlin Südkreuz (an 19:23),2
19:20,RE 21924,Berlin Hbf (an 19:23),4
19:35,RE 3355,Luckenwalde (an 20:27),1
19:41 (+1),RE 3518,Stralsund Hbf (an 22:51),3
19:42,RB 62078,Berlin-Spandau (an 19:59),
19:48,RE 3181,Stendal Hbf (an 21:13),
19:50,RB 18529,Berlin Hbf (an 19:53),4
20:04 (+3),RB 18528,Cottbus Hbf (an 21:48),1
20:10,RE 3178,Jüterbog (an 20:54),2
20:12,RE 62033,Elstal (an 20:49),4
20:16 (+1),RE 3356,Schwedt(Oder) (an 21:55),3
20:36,RB 21934,Berlin Hbf (an 20:39),4
20:41,RB 21939,Flughafen BER (an 21:00),1
20:41 (+2),RE 4366,Rostock Hbf (an 23:21),3
20:42,RB 62080,Berlin-Spandau (an 20:59),
20:43 (+2),RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),2
20:47 (+8),RE 3161,Rathenow (an 21:52),3
20:48 (+1),RE 62030,Elsterwerda (an 22:31),1
20:50,RB 18531,Berlin Hbf (an 20:53),4
20:56,RB 18530,Cottbus Hbf (an 22:48),1
20:56,RE 20,Cottbus Hbf (an 22:48),
21:03,RB 21941,Flughafen BER (an 21:24),1
21:05,RB 21938,Berlin Hbf (an 21:08),4
21:10 (+1),RE 62035,Elstal (an 21:53),4
21:12 (+1),RE 3160,Jüterbog (an 21:56),2
21:15 (+5),RE 3318,Eberswalde Hbf (an 22:05),3
21:17 (+2),RE 4367,Berlin Südkreuz (an 21:23),2
21:20,RB 21940,Berlin Hbf (an 21:23),4
21:26,RB 21945,Flughafen BER (an 21:45),1
21:35 (+3),RE 3357,Jüterbog (an 22:30),1
21:41 (+1),RB 21947,Flughafen BER (an 22:00),1
21:41 (+1),RE 3520,Neubrandenburg (an 23:29),3
21:43,RB 62082,Berlin-Spandau (an 21:59),
21:46 (+1),RE 62032,Baruth(Mark) (an 22:35),1
21:51 (+2),RB 21944,Berlin Hbf (an 21:54),4
21:56,RB 21949,Flughafen BER (an 22:14),1
22:05,RB 21946,Berlin Hbf (an 22:08),4
22:11,RB 21951,Flughafen BER (an 22:29),1
22:12,RE 62037,Berlin Hbf (an 22:14),4
22:16,RE 3358,Eberswalde Hbf (an 23:05),3
22:17 (+31),RE 3519,Berlin Südkreuz (an 22:23),2
22:20,RB 21948,Berlin Hbf (an 22:23),4
22:41,RE 4368,Rostock Hbf (an 01:21),3
22:43,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),2
22:50 (+16),RB 56814,Berlin Südkreuz (an 22:53),2
23:10,RE 62039,Berlin Hbf (an 23:13),4
23:38,RE 3359,Jüterbog (an 00:35),2
