Abfahrt,Zugnr.,nach (Ankunft),Gleis
08:00 (+1),EC 43,Warszawa Wschodnia (an 13:15),1
08:04,RE 3713,Dessau Hbf (an 09:53),7
08:11,RE 73717,Frankfurt(Oder) (an 09:18),
08:12,RE 73764,Brandenburg Hbf (an 09:19),7
08:17 (+1),ICE 371,Basel SBB (an 15:48),6
08:32 (+1),ICE 642,Köln Hbf (an 13:34),6
08:38,RE 3108,Lübben(Spreewald) (an 09:25),
08:48,RE 73759,Frankfurt(Oder) (an 09:43),1
08:49 (+2),RE 73724,Magdeburg Hbf (an 10:50),7
08:55 (+6),ICE 1052,Köln Hbf (an 14:19),6
08:58,RE 3710,Lübben(Spreewald) (an 09:56),7
09:01 (+2),EC 59,Przemysl Glowny (an 18:43),1
09:04,RE 3715,Dessau Hbf (an 10:53),7
09:08,ICE 797,Frankfurt(M) Flughafen Fernbf (an 13:52),3
09:11 (+1),RE 73719,Frankfurt(Oder) (an 10:18),1
09:12,RE 73766,Brandenburg Hbf (an 10:19),7
09:32 (+1),ICE 942,Köln Hbf (an 14:32),6
09:48 (+1),RE 73761,Frankfurt(Oder) (an 10:43),1
09:49 (+3),RE 73726,Magdeburg Hbf (an 11:50),7
09:56 (+1),ICE 146,Amsterdam Centraal (an 16:01),6
10:00 (+9),EC 45,Warszawa Wschodnia (an 15:15),1
10:04,RE 3717,Dessau Hbf (an 11:53),3
10:11 (+3),RE 73721,Frankfurt(Oder) (an 11:18),1
10:12,RE 73768,Brandenburg Hbf (an 11:19),7
10:17 (+1),ICE 373,Chur (an 20:22),6
10:32 (+1),ICE 640,Köln Hbf (an 15:34),6
10:48,RE 73763,Frankfurt(Oder) (an 11:43),1
10:49 (+2),RE 73728,Magdeburg Hbf (an 12:50),7
11:04,RE 3719,Dessau Hbf (an 12:53),7
11:06 (+2),ICE 799,Karlsruhe Hbf (an 17:19),3
11:11 (+1),RE 73723,Frankfurt(Oder) (an 12:18),1
11:12,RE 73770,Brandenburg Hbf (an 12:19),7
11:32 (+1),ICE 940,Köln Hbf (an 16:33),6
11:48,RE 73765,Frankfurt(Oder) (an 12:43),1
11:49 (+4),RE 73730,Magdeburg Hbf (an 13:50),7
11:56 (+1),ICE 144,Amsterdam Centraal (an 18:04),6
12:00 (+2),EC 47,Warszawa Wschodnia (an 17:15),1
12:04,RE 3721,Dessau Hbf (an 13:53),3
12:11 (+4),RE 73725,Frankfurt(Oder) (an 13:18),1
12:12,RE 73772,Brandenburg Hbf (an 13:19),7
12:17 (+1),ICE 375,Interlaken Ost (an 22:59),6
12:32 (+1),ICE 548,Köln Hbf (an 17:35),6
12:48,RE 73767,Frankfurt(Oder) (an 13:43),1
12:49,RE 73732,Magdeburg Hbf (an 14:50),7
13:00 (+14),EC 57,Przemysl Glowny (an 22:43),1
13:04,RE 3723,Dessau Hbf (an 14:53),7
13:06 (+2),ICE 993,Frankfurt(M) Flughafen Fernbf (an 17:52),3
13:11 (+8),RE 73727,Frankfurt(Oder) (an 14:18),1
13:12,RE 73774,Brandenburg Hbf (an 14:19),7
13:32 (+1),ICE 848,Köln Hbf (an 18:33),6
13:48,RE 73769,Frankfurt(Oder) (an 14:43),1
13:49,RE 73734,Magdeburg Hbf (an 15:50),7
13:56 (+2),ICE 142,Amsterdam Centraal (an 20:01),6
14:00 (+3),EC 49,Warszawa Wschodnia (an 19:15),1
14:04,RE 3725,Dessau Hbf (an 15:53),3
14:11,RE 73729,Frankfurt(Oder) (an 15:18),
14:12,RE 73776,Brandenburg Hbf (an 15:19),
14:16,ICE 377,Brig (an 00:43),6
14:32,ICE 546,Köln Hbf (an 19:35),6
14:48,RE 73771,Frankfurt(Oder) (an 15:43),
14:49 (+2),RE 73736,Magdeburg Hbf (an 16:50),7
15:00 (+7),EC 231,Gdynia Glowna (an 20:51),1
15:04,RE 3727,Dessau Hbf (an 16:53),7
15:06 (+2),ICE 995,Stuttgart Hbf (an 21:29),6
15:11,RE 73731,Frankfurt(Oder) (an 16:18),
15:12,RE 73778,Brandenburg Hbf (an 16:23),7
15:21 (+1),IC 2034,Norddeich Mole (an 22:14),6
15:32 (+2),ICE 846,Köln Hbf (an 20:32),6
15:48,RE 73773,Frankfurt(Oder) (an 16:43),1
15:49 (+1),RE 73738,Magdeburg Hbf (an 17:50),7
15:56 (+2),ICE 140,Amsterdam Centraal (an 22:01),6
16:01,EC 247,Warszawa Wschodnia (an 21:19),1
16:04,RE 3729,Berlin-Wannsee (an 16:34),
16:11 (+3),RE 73733,Frankfurt(Oder) (an 17:18),1
16:12,RE 73780,Brandenburg Hbf (an 17:19),
16:15 (+1),ICE 379,Karlsruhe Hbf (an 21:59),6
16:32 (+2),ICE 544,Köln Hbf (an 21:35),6
16:48 (+7),RE 73775,Frankfurt(Oder) (an 17:43),
16:49 (+2),RE 73740,Magdeburg Hbf (an 18:50),
17:00 (+4),EC 55,Krakow Glowny (an 23:44),1
17:04,RE 3731,Berlin-Wannsee (an 17:34),
17:06,ICE 997,Frankfurt(Main)Hbf (an 21:40),6
17:11 (+13),RE 73735,Frankfurt(Oder) (an 18:18),1
17:12,RE 73782,Brandenburg Hbf (an 18:23),
17:32 (+4),ICE 844,Köln Hbf (an 22:33),6
17:48 (+2),RE 73777,Frankfurt(Oder) (an 18:43),
17:49 (+2),RE 73742,Magdeburg Hbf (an 19:50),
17:56,ICE 742,Münster(Westf)Hbf (an 21:35),6
18:00,EC 249,Swiebodzin (an 19:37),
18:04,RE 3733,Berlin-Wannsee (an 18:34),
18:11,RE 73737,Frankfurt(Oder) (an 19:18),1
18:12,RE 73784,Brandenburg Hbf (an 19:19),7
18:15 (+2),ICE 677,Karlsruhe Hbf (an 23:59),6
18:25,RE 18769,Berlin-Spandau (an 18:54),
18:25 (+16),RE 3129,Hennigsdorf(b Berlin) (an 19:23),7
18:32,ICE 542,Köln Hbf (an 23:35),6
18:38,RE 3128,Cottbus Hbf (an 19:55),1
18:48,RE 73779,Frankfurt(Oder) (an 19:47),1
18:49 (+3),RE 73744,Magdeburg Hbf (an 20:50),7
18:58 (+8),RE 3730,Senftenberg (an 20:41),1
19:04 (+13),RE 3735,Dessau Hbf (an 20:53),7
19:06,ICE 999,Kassel-Wilhelmshöhe (an 22:13),6
19:11,RE 73739,Frankfurt(Oder) (an 20:18),1
19:12,RE 73786,Brandenburg Hbf (an 20:19),7
19:25 (+2),RE 3131,Hennigsdorf(b Berlin) (an 20:23),7
19:25,RE 92131,Berlin-Spandau (an 19:54),
19:32 (+2),ICE 842,Köln Hbf (an 00:33),6
19:38,RE 3130,Cottbus Hbf (an 20:55),1
19:48,RE 73781,Frankfurt(Oder) (an 20:43),1
19:49,RE 73746,Magdeburg Hbf (an 21:50),7
19:58 (+6),RE 3732,Senftenberg (an 21:41),2
20:04,RE 3737,Dessau Hbf (an 21:53),7
20:11 (+2),RE 73741,Frankfurt(Oder) (an 21:18),1
20:12,RE 73788,Brandenburg Hbf (an 21:21),
20:25,RE 3133,Hennigsdorf(b Berlin) (an 21:23),6
20:25,RE 92133,Berlin-Spandau (an 20:54),
20:38 (+26),RE 3132,Cottbus Hbf (an 21:55),1
20:41,EC 431,Przemysl Glowny (an 09:11),3
20:48,RE 73783,Frankfurt(Oder) (an 21:43),
20:49,RE 73748,Magdeburg Hbf (an 22:50),7
20:58,RE 3734,Lübbenau(Spreewald) (an 22:04),2
21:04,RE 3739,Dessau Hbf (an 22:53),7
21:11 (+6),RE 73743,Frankfurt(Oder) (an 22:18),1
21:25 (+19),RE 3135,Berlin-Charlottenburg (an 21:46),7
21:32,ICE 840,Hannover Hbf (an 00:32),6
21:38,RE 3134,Cottbus Hbf (an 22:55),1
21:43 (+11),RE 73790,Magdeburg Hbf (an 23:55),7
21:48,RE 73785,Frankfurt(Oder) (an 22:43),1
21:58,RE 3736,Lübbenau(Spreewald) (an 23:04),1
22:06,RE 3741,Bad Belzig (an 23:19),7
22:06,RE 7,Berlin-Wannsee (an 22:35),
22:11,RE 73745,Frankfurt(Oder) (an 23:18),1
22:43,RE 73792,Magdeburg Hbf (an 00:48),7
22:57,RB 73824,Berlin Hbf (an 23:07),
23:04,RE 3743,Bad Belzig (an 00:17),
23:05,RE 3136,Cottbus Hbf (an 00:40),2
23:11,RE 73747,Frankfurt(Oder) (an 00:18),1
23:15 (+1),ICE 273,Zürich HB (an 10:00),6
23:24,RE 3139,Berlin-Charlottenburg (an 23:46),6
23:43,RB 94794,Berlin Hbf (an 23:53),
