Ankunft,Zugnr.,von (Abfahrt),Gleis
16:20 (+14),RJ 176,Praha hl.n. (ab 12:31),8
16:21 (+1),RB 62071,Wustermark (ab 15:39),3
16:22 (+1),ICE 690,München Hbf (ab 08:45),6
16:24 Ausfall,RE 3513,Stralsund Hbf (ab 13:02),4
16:29,RB 21902,Flughafen BER (ab 16:16),8
16:29,RB 21905,Berlin Hbf (ab 16:21),3
16:33 (+37),ICE 603,Hamburg-Altona (ab 13:34),5
16:34,IC 2271,Rostock Hbf (ab 14:20),3
16:36 (+3),RB 62072,Rangsdorf (ab 16:21),8
16:40 (+35),ICE 1103,Berlin Gesundbrunnen (ab 16:26),5
16:41 (+2),RE 3157,Falkenberg(Elster) (ab 15:18),6
16:44 (+4),RB 18523,Lübbenau(Spreewald) (ab 15:45),8
16:44,RE 18523,Lübbenau(Spreewald) (ab 15:45),8
16:44,RE 21907,Berlin Hbf (ab 16:37),3
16:46 (+1),ICE 838,Frankfurt(Main)Hbf (ab 13:02),6
16:47,RE 3311,Stralsund Hbf (ab 13:10),4
16:51,RE 62022,Elstal (ab 16:05),3
16:56 (+5),ICE 677,Berlin Hbf (ab 16:52),4
16:59,RE 21909,Berlin Hbf (ab 16:52),3
17:04 (+22),RE 62027,Elsterwerda (ab 15:29),8
17:08 (+26),RB 18522,Berlin Hbf (ab 17:00),3
17:08,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),6
17:10 (+11),ICE 935,Ostseebad Binz (ab 13:24),5
17:15 (+12),ICE 1006,München Hbf (ab 13:17),7
17:15 (+1),RE 3156,Rathenow (ab 16:02),4
17:21 (+1),RB 62073,Wustermark (ab 16:39),3
17:22,ICE 506,München Hbf (ab 12:48),6
17:23 Ausfall,RE 4363,Rostock Hbf (ab 14:37),4
17:24 (+2),IC 2174,Dresden Hbf (ab 15:35),7
17:26,RE 21913,Berlin Hbf (ab 17:19),3
17:36,RB 62074,Rangsdorf (ab 17:20),6
17:40 (+10),ICE 1603,Berlin Gesundbrunnen (ab 17:26),5
17:40 (+3),RE 3353,Schwedt(Oder) (ab 16:04),4
17:43 (+3),RB 18525,Lübbenau(Spreewald) (ab 16:44),8
17:43 (+3),RE 18525,Lübbenau(Spreewald) (ab 16:44),8
17:43,RE 26117,Jüterbog (ab 17:02),
17:43,RE 3179,Jüterbog (ab 17:02),6
17:44,RE 21915,Berlin Hbf (ab 17:37),3
17:49 (+3),RE 62024,Elstal (ab 17:07),3
17:53 (+3),FLX 1242,Stuttgart Hbf (ab 12:14),7
17:55 (+3),ICE 803,Berlin Hbf (ab 17:50),4
17:58 (+2),ICE 706,München Hbf (ab 13:12),6
17:58,RB 21914,Flughafen BER (ab 17:46),8
17:58 (+1),RE 21917,Berlin Hbf (ab 17:52),3
18:02 (+5),FLX 1245,Berlin Hbf (ab 17:57),4
18:05,RE 62029,Elsterwerda (ab 16:41),8
18:08 (+1),RB 18524,Berlin Hbf (ab 18:00),3
18:10,RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),6
18:13 (+4),RE 3176,Stendal Hbf (ab 16:30),5
18:15,ICE 1506,München Hbf (ab 14:21),7
18:21,RB 62075,Wustermark (ab 17:39),3
18:22 (+29),ICE 598,München Hbf (ab 10:45),6
18:23 (+15),RE 3515,Stralsund Hbf (ab 15:02),4
18:29,RE 21918,Flughafen BER (ab 18:16),8
18:29,RE 21921,Berlin Hbf (ab 18:22),3
18:33 (+29),ICE 2823,Krems/Donau (ab 09:52),5
18:33 (+28),ICE 605,Hamburg-Altona (ab 15:34),5
18:34,IC 2273,Rostock Hbf (ab 16:20),3
18:36 (+6),RB 62076,Rangsdorf (ab 18:21),8
18:40 (+5),ICE 1105,Berlin Gesundbrunnen (ab 18:26),5
18:41,RE 3159,Falkenberg(Elster) (ab 17:18),6
18:43 (+2),RB 18527,Lübbenau(Spreewald) (ab 17:44),8
18:43,RE 18527,Lübbenau(Spreewald) (ab 17:44),8
18:44 (+1),RE 21923,Berlin Hbf (ab 18:37),3
18:47 (+6),RE 3313,Stralsund Hbf (ab 15:14),4
18:51 (+4),RE 62026,Elstal (ab 18:05),3
18:58,RE 21922,Flughafen BER (ab 18:46),8
18:59,RE 21925,Berlin Hbf (ab 18:52),3
19:04 (+3),RE 62031,Elsterwerda (ab 17:29),8
19:08,RB 18526,Berlin Hbf (ab 19:00),3
19:08,RE 20,Brunau-Packebusch (ab 01:07),
19:08,RE 3316,Lutherstadt Wittenberg Hbf (ab 17:51),6
19:09 (+41),ICE 697,Berlin Gesundbrunnen (ab 18:46),5
19:13,RE 21924,Flughafen BER (ab 19:01),8
19:15 (+126),ICE 1004,München Hbf (ab 15:17),7
19:15,RE 3158,Rathenow (ab 18:02),3
19:21,RB 62077,Wustermark (ab 18:39),
19:22,ICE 504,München Hbf (ab 14:48),6
19:23 (+5),RE 4365,Rostock Hbf (ab 16:37),4
19:24 (+3),IC 2172,Dresden Hbf (ab 17:35),7
19:29,RB 21926,Flughafen BER (ab 19:16),8
19:29,RE 21929,Berlin Hbf (ab 19:22),3
19:40 (+2),ICE 1605,Berlin Gesundbrunnen (ab 19:26),5
19:40 (+2),ICE 1705,Hamburg-Altona (ab 04:36),
19:40 (+3),ICE 2921,Berlin Gesundbrunnen (ab 19:26),5
19:42 (+1),RE 3181,Jüterbog (ab 19:02),6
19:43 (+1),RB 18529,Lübbenau(Spreewald) (ab 18:44),8
19:43 (+4),RE 18529,Lübbenau(Spreewald) (ab 18:44),8
19:44,RE 21931,Berlin Hbf (ab 19:37),3
19:49,RE 62028,Elstal (ab 19:07),3
19:53 (+3),FLX 1344,Basel Bad Bf (ab 12:30),6
19:57 (+3),ICE 805,Berlin Gesundbrunnen (ab 19:42),4
19:58 (+145),ICE 90,Nürnberg Hbf (ab 16:26),6
19:58,RB 21930,Flughafen BER (ab 19:46),8
19:59,RE 21933,Berlin Hbf (ab 19:52),3
20:01 (+2),FLX 1247,Hamburg Hbf (ab 17:21),5
20:05 (+4),RE 62033,Elsterwerda (ab 18:41),8
20:08 (+1),RB 18528,Berlin Hbf (ab 20:00),3
20:09 (+2),RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),6
20:13,RB 21932,Flughafen BER (ab 20:01),8
20:13 (+5),RE 3178,Stendal Hbf (ab 18:32),5
20:15 (+120),ICE 1504,München Hbf (ab 16:21),7
20:22 (+29),ICE 596,München Hbf (ab 12:45),7
20:22 (+3),RE 3517,Stralsund Hbf (ab 17:02),4
20:24,RB 62079,Wustermark (ab 19:39),6
20:29,RB 21934,Flughafen BER (ab 20:16),8
20:29 (+2),RE 21937,Berlin Hbf (ab 20:22),3
20:33 (+14),ICE 2917,Hamburg-Altona (ab 17:34),5
20:33 (+24),ICE 607,Hamburg-Altona (ab 17:34),5
20:34 (+68),IC 2275,Rostock Hbf (ab 18:20),3
20:40 (+68),ICE 1107,Berlin Gesundbrunnen (ab 20:26),5
20:41 (+5),RE 3161,Falkenberg(Elster) (ab 19:18),6
20:43 (+3),RB 18531,Lübbenau(Spreewald) (ab 19:44),8
20:43,RE 18531,Lübbenau(Spreewald) (ab 19:44),
20:44 (+2),RB 21939,Berlin Hbf (ab 20:37),3
20:46 (+42),ICE 834,Frankfurt(Main)Hbf (ab 17:02),6
20:46 (+7),RE 3315,Stralsund Hbf (ab 17:10),4
20:51 (+1),RE 62030,Elstal (ab 20:06),3
20:53 (+1),RE 3318,Trebbin (ab 20:14),6
20:57 (+4),IC 60408,Berlin Hbf (ab 20:53),4
20:57,NJ 408,Berlin Hbf (ab 20:53),4
20:58 (+1),RB 21938,Flughafen BER (ab 20:46),8
21:04 (+9),RE 62035,Elsterwerda (ab 19:29),8
21:07,RB 21941,Berlin Hbf (ab 21:00),3
21:08,ICE 939,Ostseebad Binz (ab 17:15),5
21:13 (+4),RB 21940,Flughafen BER (ab 21:01),8
21:15 (+10),ICE 1002,München Hbf (ab 17:19),7
21:15 (+3),RE 3160,Rathenow (ab 20:04),4
21:21,RB 62081,Wustermark (ab 20:39),
21:22 (+2),ICE 2828,München Hbf (ab 16:47),6
21:22 (+2),ICE 502,München Hbf (ab 16:47),6
21:23 (+2),RE 4367,Rostock Hbf (ab 18:37),4
21:29,RB 21945,Berlin Hbf (ab 21:22),3
21:32 (+33),ICE 2837,Berlin Gesundbrunnen (ab 21:18),
21:32 (+47),ICE 699,Berlin Gesundbrunnen (ab 21:18),5
21:39 (+5),ICE 1703,Hamburg-Altona (ab 18:34),5
21:39,RE 3357,Schwedt(Oder) (ab 20:04),4
21:42 (+1),RE 3183,Jüterbog (ab 21:02),6
21:44,RB 21944,Flughafen BER (ab 21:32),8
21:44,RB 21947,Berlin Hbf (ab 21:37),3
21:49,RE 62032,Elstal (ab 21:07),3
21:53 (+46),FLX 1246,Stuttgart Hbf (ab 16:14),8
21:58 (+68),ICE 702,München Hbf (ab 17:08),6
21:58,RB 21946,Flughafen BER (ab 21:46),8
21:59,RB 21949,Berlin Hbf (ab 21:52),3
22:05,RE 62037,Baruth(Mark) (ab 21:20),8
22:06,DRF 1329,Köln Hbf (ab 16:14),3
22:06 (+29),FLX 1329,Köln Hbf (ab 16:14),3
22:09,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),6
22:13,RB 21948,Flughafen BER (ab 22:01),8
22:13,RE 3180,Stendal Hbf (ab 20:47),5
22:14,RB 21951,Berlin Hbf (ab 22:07),3
22:15,ICE 1502,München Hbf (ab 18:20),6
22:21,RB 62083,Wustermark (ab 21:39),
22:22 (+12),ICE 594,München Hbf (ab 14:45),6
22:23 (+26),RE 3519,Stralsund Hbf (ab 19:02),4
22:29,RB 21950,Flughafen BER (ab 22:16),8
22:29,RB 21953,Berlin Hbf (ab 22:22),
22:33 (+3),ICE 609,Hamburg-Altona (ab 19:34),5
22:43,RB 21952,Flughafen BER (ab 22:31),8
