Abfahrt,Zugnr.,nach (Ankunft),Gleis
20:54 (+11),RJ 172,Berlin Hbf (an 21:02),7
20:58,RE 3734,Zeesen (an 21:25),3
21:04,RE 3739,Dessau Hbf (an 22:53),3
21:11,RE 73743,Frankfurt(Oder) (an 22:18),2
21:27,RE 73825,Frankfurt(Oder) (an 22:32),
21:32,ICE 840,Hannover Hbf (an 23:46),6
21:43,RE 73790,Magdeburg Hbf (an 23:55),7
21:48,RE 73785,Frankfurt(Oder) (an 22:43),1
22:06,RE 93041,Berlin-Wannsee (an 22:35),
22:06,RE 94241,Berlin-Wannsee (an 22:35),
22:11,RE 73745,Frankfurt(Oder) (an 23:18),1
22:43 (+2),RE 73792,Magdeburg Hbf (an 00:48),7
22:57,RB 73824,Berlin-Charlottenburg (an 23:18),6
23:04 (+1),RE 3743,Dessau Hbf (an 00:53),7
23:11 (+22),RE 73747,Frankfurt(Oder) (an 00:18),1
23:15 (+5),ICE 273,Zürich HB (an 10:00),6
23:21 (+1),ICE 1540,Köln Hbf (an 06:12),7
23:43,RB 94794,Berlin Hbf (an 23:53),
