Abfahrt,Zugnr.,nach (Ankunft),Gleis
20:06,RE 3517,Berlin Südkreuz (an 20:22),6
20:17 (+4),IC 2275,Dresden Hbf (an 22:28),6
20:24 (+37),RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),6
20:26 (+1),ICE 1107,München Hbf (an 00:46),7
20:32,RE 3356,Angermünde (an 21:23),9
20:54 (+1),RE 4366,Rostock Hbf (an 23:21),9
20:56 (+2),ICE 939,Berlin Südkreuz (an 21:08),6
21:06 (+5),RE 4367,Berlin Südkreuz (an 21:23),6
21:14,RB 18275,Berlin-Spandau (an 21:28),
21:16,RB 56817,Schwerin Hbf (an 23:48),
21:16,RE 56817,Schwerin Hbf (an 23:48),
21:18 Ausfall,ICE 2933,München Hbf (an 09:06),7
21:18 (+4),ICE 2937,München Hbf (an 09:06),7
21:18 (+4),ICE 699,München Hbf (an 09:06),7
21:24,RE 3357,Jüterbog (an 22:30),6
21:30,RE 3318,Stralsund Hbf (an 00:45),9
21:54,RE 3520,Neustrelitz Hbf (an 22:59),
22:06,RE 3519,Berlin Südkreuz (an 22:23),
22:24,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),6
22:32,RE 3358,Schwedt(Oder) (an 23:56),9
22:41,RB 56814,Berlin Südkreuz (an 22:53),
22:54,RE 4368,Rostock Hbf (an 01:10),9
23:06 (+3),RE 4369,Berlin Hbf (an 23:11),6
23:20,ICE 905,München Hbf (an 07:15),7
23:28,RE 3359,Jüterbog (an 00:35),6
23:31,RE 3,Passau Hbf (an 23:37),
23:31,RE 3320,Eberswalde Hbf (an 00:05),9
23:32,RB 74755,Zossen (an 00:18),
