Abfahrt,Zugnr.,nach (Ankunft),Gleis
14:37,RE 73812,Brandenburg Hbf (an 15:33),4
14:40,RE 73771,Frankfurt(Oder) (an 15:43),1
14:48,RB 18160,Golm (an 15:36),3
14:49 (+1),RE 3722,Berlin Ostbahnhof (an 14:56),1
14:57 (+2),RE 73736,Magdeburg Hbf (an 16:50),3
15:02 (+1),RE 73731,Frankfurt(Oder) (an 16:18),1
15:12,RE 3727,Dessau Hbf (an 16:53),3
15:13,RB 18159,Berlin Ostbahnhof (an 15:21),2
15:18,RB 73813,Berlin Ostbahnhof (an 15:24),1
15:20,RE 73778,Brandenburg Hbf (an 16:23),3
15:37,RE 73814,Brandenburg Hbf (an 16:33),
15:40,RE 73773,Frankfurt(Oder) (an 16:43),1
15:48,RB 18162,Potsdam Hbf (an 16:19),
15:49,RE 3724,Berlin Ostbahnhof (an 15:56),
15:57 (+3),RE 73738,Magdeburg Hbf (an 17:50),3
16:02 (+4),RE 73733,Frankfurt(Oder) (an 17:18),1
16:12,RE 3729,Berlin-Wannsee (an 16:34),
16:13,RB 18161,Berlin Ostbahnhof (an 16:21),
16:18,RE 73815,Berlin Ostbahnhof (an 16:24),
16:20,RE 73780,Brandenburg Hbf (an 17:19),3
16:37,RE 73816,Brandenburg Hbf (an 17:33),4
16:40,RE 73775,Frankfurt(Oder) (an 17:43),1
16:48,RB 18164,Golm (an 17:36),3
16:49,RE 3726,Berlin Ostbahnhof (an 16:56),
16:57 (+7),RE 73740,Magdeburg Hbf (an 18:50),3
17:02 (+5),RE 73735,Frankfurt(Oder) (an 18:18),1
17:12,RE 3731,Dessau Hbf (an 18:53),3
17:13,RB 18163,Berlin Ostbahnhof (an 17:21),2
17:18,RE 73817,Berlin Ostbahnhof (an 17:24),1
17:20 (+2),RE 73782,Brandenburg Hbf (an 18:23),3
17:37,RE 73818,Brandenburg Hbf (an 18:34),
17:40,RE 73777,Frankfurt(Oder) (an 18:43),1
17:48,RB 18166,Potsdam Hbf (an 18:19),
17:49 (+10),RE 3728,Berlin Ostbahnhof (an 17:56),1
17:57 (+1),RE 73742,Magdeburg Hbf (an 19:50),3
18:02 (+5),RE 73737,Frankfurt(Oder) (an 19:18),1
18:12 (+8),RE 3733,Dessau Hbf (an 19:53),3
18:13 (+1),RB 18165,Berlin Ostbahnhof (an 18:21),2
18:18 (+1),RE 73819,Berlin Ostbahnhof (an 18:24),1
18:20 (+4),RE 73784,Brandenburg Hbf (an 19:19),3
18:37,RE 73820,Brandenburg Hbf (an 19:33),4
18:40 (+4),RE 73779,Frankfurt(Oder) (an 19:47),1
18:49,RE 3730,Zeesen (an 19:25),1
18:57,RE 73744,Magdeburg Hbf (an 20:50),3
19:02,RE 73739,Frankfurt(Oder) (an 20:18),1
19:12,RE 3735,Dessau Hbf (an 20:53),3
19:18,RE 73821,Berlin Ostbahnhof (an 19:24),
19:20,RE 73786,Brandenburg Hbf (an 20:19),
19:40,RE 73781,Frankfurt(Oder) (an 20:43),1
19:49,RE 3732,Zeesen (an 20:25),1
19:57,RE 73746,Magdeburg Hbf (an 21:50),4
20:02,RE 73741,Frankfurt(Oder) (an 21:18),1
20:12,RE 3737,Dessau Hbf (an 21:53),3
20:20,RE 73788,Brandenburg Hbf (an 21:21),3
20:40,RE 73783,Frankfurt(Oder) (an 21:43),1
20:49,RE 3734,Zeesen (an 21:25),1
20:57,RE 73748,Magdeburg Hbf (an 22:50),3
21:02,RE 73743,Frankfurt(Oder) (an 22:18),1
21:12,RE 3739,Dessau Hbf (an 22:53),3
21:18,RE 73825,Frankfurt(Oder) (an 22:32),
21:40,RE 73785,Frankfurt(Oder) (an 22:43),1
21:49,RE 3736,Berlin Ostbahnhof (an 21:56),1
21:51,RE 73790,Magdeburg Hbf (an 23:55),3
22:02,RE 73745,Frankfurt(Oder) (an 23:18),1
22:14,RE 93041,Berlin-Wannsee (an 22:35),
22:14,RE 94241,Berlin-Wannsee (an 22:35),
22:40,RE 73787,Berlin Ostbahnhof (an 22:46),1
22:49,RE 3738,Berlin Ostbahnhof (an 22:56),1
22:51 (+2),RE 73792,Magdeburg Hbf (an 00:48),3
23:02 (+24),RE 73747,Frankfurt(Oder) (an 00:18),1
23:05,RB 73824,Berlin-Charlottenburg (an 23:18),4
23:12 (+1),RE 3743,Dessau Hbf (an 00:53),3
23:49,RE 3740,Berlin Ostbahnhof (an 23:56),
