Ankunft,Zugnr.,von (Abfahrt),Gleis
09:45,RE 62008,Elstal (ab 09:07),1
09:47 (+1),RE 3171,Jüterbog (ab 09:02),3
09:49,RB 18509,Lübbenau(Spreewald) (ab 08:45),4
10:03,RB 18508,Berlin Hbf (ab 10:00),1
10:09,RE 3168,Stendal Hbf (ab 08:47),2
10:11,RE 62013,Elsterwerda (ab 08:40),4
10:15 (+1),RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),3
10:16,RB 62059,Wustermark (ab 09:39),1
10:16 (+2),RE 3507,Stralsund Hbf (ab 07:02),2
10:20,RB 21852,Flughafen BER (ab 10:01),4
10:39,RE 4356,Berlin Südkreuz (ab 10:34),3
10:42,RE 3305,Stralsund Hbf (ab 07:10),2
10:46,RE 3151,Falkenberg(Elster) (ab 09:18),3
10:47 (+1),RE 62010,Elstal (ab 10:05),1
10:49,RB 18511,Lübbenau(Spreewald) (ab 09:44),4
11:03,RB 18510,Berlin Hbf (ab 11:00),1
11:09,RE 62015,Elsterwerda (ab 09:29),4
11:11,RE 3150,Rathenow (ab 10:02),2
11:14 (+10),RE 3308,Luckenwalde (ab 10:35),3
11:16,RB 62061,Wustermark (ab 10:39),1
11:16,RE 4357,Rostock Hbf (ab 08:37),2
11:25,RB 21865,Berlin Hbf (ab 11:22),1
11:34,RE 3347,Schwedt(Oder) (ab 10:04),1
11:35,RB 21862,Flughafen BER (ab 11:16),4
11:39,RE 3510,Berlin Südkreuz (ab 11:34),3
11:40,RB 21867,Berlin Hbf (ab 11:37),1
11:45,RE 62012,Elstal (ab 11:07),1
11:49,RB 18513,Lübbenau(Spreewald) (ab 10:44),4
11:49 (+1),RE 3173,Jüterbog (ab 11:02),3
12:06,RB 21866,Flughafen BER (ab 11:46),4
12:09,RE 3170,Stendal Hbf (ab 10:32),2
12:11,RE 62017,Baruth(Mark) (ab 11:21),4
12:15 (+1),RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),3
12:16,RB 62063,Wustermark (ab 11:39),1
12:16 (+1),RE 3509,Stralsund Hbf (ab 09:02),2
12:19,RB 21868,Flughafen BER (ab 12:00),
12:39,RE 4358,Berlin Südkreuz (ab 12:34),3
12:42 (+4),RE 3307,Stralsund Hbf (ab 09:10),2
12:46,RE 3153,Falkenberg(Elster) (ab 11:18),3
12:47,RE 62014,Elstal (ab 12:05),1
13:09,RE 62019,Elsterwerda (ab 11:29),4
13:11,RE 3152,Rathenow (ab 12:02),2
13:14,RE 3310,Luckenwalde (ab 12:35),3
13:16,RB 62065,Wustermark (ab 12:39),1
13:16 (+10),RE 4359,Rostock Hbf (ab 10:37),2
13:34,RE 3349,Schwedt(Oder) (ab 12:04),1
13:39 (+1),RE 3512,Berlin Südkreuz (ab 13:34),3
13:45,RE 62016,Elstal (ab 13:07),1
13:47,RE 3175,Jüterbog (ab 13:02),3
14:03,RB 18516,Berlin Hbf (ab 14:00),1
14:09,RE 3172,Stendal Hbf (ab 12:31),2
14:11,RE 62021,Baruth(Mark) (ab 13:20),4
14:15 (+32),RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),3
14:16,RB 62067,Wustermark (ab 13:39),1
14:16,RE 3511,Stralsund Hbf (ab 11:02),2
14:39 (+1),RE 4360,Berlin Südkreuz (ab 14:34),3
14:42 (+24),RE 3309,Stralsund Hbf (ab 11:10),2
14:46,RE 3155,Falkenberg(Elster) (ab 13:18),3
14:47,RB 62018,Elstal (ab 14:07),1
15:03,RB 18518,Berlin Hbf (ab 15:00),1
15:09,RE 62023,Elsterwerda (ab 13:29),4
15:11,RE 3154,Rathenow (ab 14:02),2
15:14,RE 3312,Luckenwalde (ab 14:35),3
15:16,RB 62069,Wustermark (ab 14:39),1
15:16,RE 4361,Rostock Hbf (ab 12:37),2
15:34,RE 3351,Schwedt(Oder) (ab 14:04),1
15:39,RE 3514,Berlin Südkreuz (ab 15:34),3
15:45,RE 62020,Elstal (ab 15:07),1
15:47 (+1),RE 3177,Jüterbog (ab 15:02),3
15:49,RB 18521,Lübbenau(Spreewald) (ab 14:45),4
16:03 (+3),RB 18520,Berlin Hbf (ab 16:00),1
16:09,RE 3174,Stendal Hbf (ab 14:32),2
16:11,RE 62025,Baruth(Mark) (ab 15:21),4
16:15 (+1),RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),3
16:17,RB 62071,Wustermark (ab 15:39),1
16:18,RE 3513,Stralsund Hbf (ab 13:02),2
16:39 (+2),RE 4362,Berlin Südkreuz (ab 16:34),3
16:41 (+2),RB 62072,Berlin Südkreuz (ab 16:38),4
16:42,RE 3311,Stralsund Hbf (ab 13:10),2
16:46 (+2),RE 3157,Falkenberg(Elster) (ab 15:18),3
16:47,RE 62022,Elstal (ab 16:05),1
16:50 (+2),RB 18523,Lübbenau(Spreewald) (ab 15:45),4
17:03,RB 18522,Berlin Hbf (ab 17:00),1
17:09,RE 62027,Elsterwerda (ab 15:29),4
17:11,RE 3156,Rathenow (ab 16:02),2
17:14,RE 3314,Luckenwalde (ab 16:35),3
17:16 (+1),RB 62073,Wustermark (ab 16:39),1
17:16,RE 4363,Rostock Hbf (ab 14:37),2
17:34 (+4),RE 3353,Schwedt(Oder) (ab 16:04),1
17:40 (+3),RE 3516,Berlin Südkreuz (ab 17:36),3
17:45,RE 62024,Elstal (ab 17:07),1
17:49,RB 18525,Lübbenau(Spreewald) (ab 16:44),4
17:49 (+2),RE 3179,Jüterbog (ab 17:02),3
17:54 (+3),RE 21917,Berlin Hbf (ab 17:52),1
18:03,RB 18524,Berlin Hbf (ab 18:00),1
18:09,RE 3176,Stendal Hbf (ab 16:30),2
18:11,RE 62029,Baruth(Mark) (ab 17:21),4
18:15,RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),3
18:16 (+3),RE 3515,Stralsund Hbf (ab 15:02),2
18:25,RE 21921,Berlin Hbf (ab 18:22),1
18:35,RE 21918,Flughafen BER (ab 18:16),4
18:39,RE 4364,Berlin Südkreuz (ab 18:34),3
18:40,RE 21923,Berlin Hbf (ab 18:37),1
18:42 (+6),RE 3313,Stralsund Hbf (ab 15:10),2
18:46,RE 3159,Falkenberg(Elster) (ab 17:18),3
18:47,RE 62026,Elstal (ab 18:05),1
18:49,RB 18527,Lübbenau(Spreewald) (ab 17:44),4
18:55,RE 21925,Berlin Hbf (ab 18:52),1
19:03,RB 18526,Berlin Hbf (ab 19:00),1
19:04,RE 21922,Flughafen BER (ab 18:46),4
19:09,RE 62031,Elsterwerda (ab 17:29),4
19:11,RE 3158,Rathenow (ab 18:02),2
19:14,RE 3316,Luckenwalde (ab 18:35),3
19:16,RE 4365,Rostock Hbf (ab 16:37),2
19:19,RE 21924,Flughafen BER (ab 19:01),4
19:25,RE 21929,Berlin Hbf (ab 19:22),1
19:34,RE 3355,Schwedt(Oder) (ab 18:04),1
19:35,RB 21926,Flughafen BER (ab 19:16),4
19:39,RE 3518,Berlin Südkreuz (ab 19:34),3
19:40,RE 21931,Berlin Hbf (ab 19:37),1
19:45,RE 62028,Elstal (ab 19:07),1
19:47,RE 3181,Jüterbog (ab 19:02),3
19:49,RB 18529,Lübbenau(Spreewald) (ab 18:44),4
19:55,RE 21933,Berlin Hbf (ab 19:52),1
20:03,RB 18528,Berlin Hbf (ab 20:00),1
20:04,RB 21930,Flughafen BER (ab 19:46),4
20:09,RE 3178,Stendal Hbf (ab 18:32),2
20:11,RE 62033,Baruth(Mark) (ab 19:21),4
20:15,RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),3
20:16,RE 3517,Stralsund Hbf (ab 17:02),2
20:19,RB 21932,Flughafen BER (ab 20:01),4
20:19,RB 62079,Wustermark (ab 19:39),
20:25,RE 21937,Berlin Hbf (ab 20:22),1
20:35,RB 21934,Flughafen BER (ab 20:16),4
20:39 (+1),RE 4366,Berlin Südkreuz (ab 20:34),3
20:40,RB 21939,Berlin Hbf (ab 20:37),1
20:42,RE 3315,Stralsund Hbf (ab 17:10),2
20:46,RE 3161,Falkenberg(Elster) (ab 19:18),3
20:47,RE 62030,Elstal (ab 20:06),1
20:49,RB 18531,Lübbenau(Spreewald) (ab 19:44),4
20:55,RB 18530,Berlin Hbf (ab 20:52),1
21:04,RB 21938,Flughafen BER (ab 20:46),4
21:09,RE 62035,Elsterwerda (ab 19:29),4
21:14,RE 3318,Luckenwalde (ab 20:35),3
21:16,RE 4367,Rostock Hbf (ab 18:37),2
21:34,RE 3357,Schwedt(Oder) (ab 20:04),1
21:39,RE 3520,Berlin Südkreuz (ab 21:34),3
21:45,RE 62032,Elstal (ab 21:07),1
21:47,RE 3183,Jüterbog (ab 21:02),3
22:11,RE 62037,Baruth(Mark) (ab 21:20),4
22:15,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),3
22:16,RE 3519,Stralsund Hbf (ab 19:02),2
22:39 (+2),RE 4368,Berlin Südkreuz (ab 22:35),3
22:41,RB 62084,Berlin Südkreuz (ab 22:38),4
22:42,RE 3317,Stralsund Hbf (ab 19:10),2
22:49,RB 56814,Schwerin Hbf (ab 20:14),2
23:00,RE 3185,Jüterbog (ab 22:04),3
23:09,RE 62039,Elsterwerda (ab 21:30),4
23:37,RE 3359,Schwedt(Oder) (ab 22:04),2
23:45,RE 62036,Elstal (ab 23:07),1
