Abfahrt,Zugnr.,nach (Ankunft),Gleis
14:01,RB 21885,Flughafen BER (an 14:14),3
14:07,RE 62021,Elstal (an 14:49),8
14:10 (+2),RB 18516,Lübbenau(Spreewald) (an 15:15),3
14:12 (+1),RE 3350,Schwedt(Oder) (an 15:55),6
14:15,RB 21884,Berlin Hbf (an 14:22),8
14:15 (+8),RE 3172,Jüterbog (an 14:54),5
14:17 (+1),ICE 1600,Berlin Gesundbrunnen (an 14:31),7
14:23 (+14),RB 62067,Rangsdorf (an 14:39),3
14:24 (+5),ICE 692,Berlin Gesundbrunnen (an 14:43),6
14:31,RB 21886,Berlin Hbf (an 14:39),8
14:31,RB 21889,Flughafen BER (an 14:45),3
14:34 (+5),RE 4360,Rostock Hbf (an 17:21),4
14:35 (+5),ICE 601,München Hbf (an 19:08),5
14:36 (+5),IC 2179,Dresden Hbf (an 16:28),3
14:38,RB 62068,Wustermark (an 15:18),6
14:42 (+5),ICE 1101,München Hbf (an 18:43),5
14:43 (+2),RE 3155,Rathenow (an 15:54),6
14:45 (+1),RB 18519,Berlin Hbf (an 14:53),8
14:45,RE 18519,Berlin Hbf (an 14:53),8
14:48 (+20),ICE 930,Stralsund Hbf (an 17:45),6
14:49 (+2),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),4
14:51 (+6),RB 62018,Elsterwerda (an 16:28),3
14:51,RE 62018,Elsterwerda (an 16:28),3
15:00,RB 21890,Berlin Hbf (an 15:08),8
15:06,RE 62023,Elstal (an 15:55),8
15:10,RB 18518,Lübbenau(Spreewald) (an 16:15),3
15:10 (+4),RE 3312,Stralsund Hbf (an 18:44),6
15:13 (+1),ICE 933,Frankfurt(Main)Hbf (an 18:56),5
15:15,RB 21892,Berlin Hbf (an 15:23),
15:17 (+77),ICE 1008,Berlin Gesundbrunnen (an 15:31),7
15:17 (+2),RE 3154,Falkenberg(Elster) (an 16:45),4
15:23 (+1),RB 62069,Rangsdorf (an 15:38),3
15:24 (+15),ICE 508,Hamburg-Altona (an 18:24),6
15:26 (+4),IC 2176,Rostock Hbf (an 17:37),7
15:31,RE 21894,Berlin Hbf (an 15:39),8
15:34,RE 3514,Stralsund Hbf (an 18:51),4
15:35,ICE 2823,München Hbf (an 23:25),
15:35 (+1),ICE 693,München Hbf (an 23:15),5
15:37 (+2),RJ 177,Wien Hbf (an 23:49),3
15:38 (+1),RB 62070,Wustermark (an 16:18),8
15:42,ICE 1601,München Hbf (an 19:43),5
15:44 (+8),RE 3177,Stendal Hbf (an 17:30),6
15:45 (+1),RB 18521,Berlin Hbf (an 15:53),8
15:45,RE 18521,Berlin Hbf (an 15:53),8
15:46 (+1),RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),4
15:51 (+1),RE 62020,Elsterwerda (an 17:15),3
15:58,ICE 2829,München Hbf (an 20:42),4
15:58,ICE 801,München Hbf (an 20:42),4
16:00 (+1),ICE 1204,Berlin Gesundbrunnen (an 16:13),6
16:00,RB 21898,Berlin Hbf (an 16:08),
16:04 (+48),FLX 1243,Stuttgart Hbf (an 21:45),5
16:07,RE 62025,Elstal (an 16:49),8
16:10,RB 18520,Lübbenau(Spreewald) (an 17:15),3
16:12 (+1),RE 3352,Schwedt(Oder) (an 17:55),6
16:15,RB 21900,Berlin Hbf (an 16:23),
16:15 (+2),RE 3174,Jüterbog (an 16:55),5
16:17,ICE 1508,Berlin Gesundbrunnen (an 16:31),7
16:20 (+1),ICE 1163,Stuttgart Hbf (an 20:57),4
16:23 (+2),RB 62071,Rangsdorf (an 16:39),3
16:24,ICE 690,Berlin Gesundbrunnen (an 16:43),6
16:31,RB 21902,Berlin Hbf (an 16:39),8
16:31,RB 21905,Flughafen BER (an 16:45),3
16:34,RE 4362,Rostock Hbf (an 19:21),4
16:35 (+28),ICE 603,München Hbf (an 21:10),5
16:36,IC 2271,Dresden Hbf (an 18:28),3
16:38,RB 62072,Wustermark (an 17:18),8
16:42 Ausfall,ICE 1103,München Hbf (an 20:46),5
16:43,RE 3157,Rathenow (an 17:54),6
16:46,RB 18523,Berlin Hbf (an 16:54),8
16:46,RE 18523,Berlin Hbf (an 16:54),8
16:46,RE 21907,Flughafen BER (an 17:00),3
16:48 (+41),ICE 838,Stralsund Hbf (an 19:46),6
16:49 (+5),RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),4
16:54,RE 62022,Elsterwerda (an 18:31),3
17:00,RB 21906,Berlin Hbf (an 17:08),
17:01,RE 21909,Flughafen BER (an 17:14),3
17:06 (+61),RE 62027,Elstal (an 17:47),8
17:10,RB 18522,Cottbus Hbf (an 18:48),3
17:10,RE 3314,Stralsund Hbf (an 20:44),6
17:13 (+14),ICE 935,Saarbrücken Hbf (an 23:29),5
17:15,RB 21908,Berlin Hbf (an 17:23),
17:17,ICE 1006,Berlin Gesundbrunnen (an 17:31),7
17:17 (+12),RE 3156,Falkenberg(Elster) (an 18:49),4
17:23 (+9),RB 62073,Rangsdorf (an 17:38),3
17:24 (+1),ICE 506,Hamburg Hbf (an 20:11),6
17:26 (+2),IC 2174,Rostock Hbf (an 19:37),7
17:31,RB 21910,Berlin Hbf (an 17:39),
17:31 (+8),RE 21913,Flughafen BER (an 17:45),3
17:33 (+1),ICE 695,Stuttgart Hbf (an 23:11),5
17:36 (+1),RE 3516,Stralsund Hbf (an 20:51),4
17:37 (+8),RJ 385,Praha hl.n. (an 21:25),3
17:38,RB 62074,Wustermark (an 18:18),6
17:42 (+2),ICE 1603,München Hbf (an 21:43),5
17:42 (+3),ICE 2919,München Hbf (an 21:43),5
17:45,RB 18525,Berlin Hbf (an 17:53),8
17:45,RE 18525,Berlin Hbf (an 17:53),8
17:45,RE 26117,Stendal Hbf (an 19:30),
17:45,RE 3179,Stendal Hbf (an 19:30),6
17:46 (+2),RE 21915,Flughafen BER (an 18:00),3
17:46 (+2),RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),4
17:51 (+1),RE 62024,Elsterwerda (an 19:15),3
17:58 (+1),ICE 2865,Frankfurt(Main)Hbf (an 23:44),4
17:58 (+1),ICE 803,München Hbf (an 22:42),4
18:00 (+2),ICE 706,Berlin Gesundbrunnen (an 18:13),6
18:00,RB 21914,Berlin Hbf (an 18:08),8
18:01 (+1),RE 21917,Flughafen BER (an 18:14),3
18:04,ICE 1709,Jena-Göschwitz (an 20:50),5
18:07 (+12),RE 62029,Elstal (an 18:49),8
18:10,RB 18524,Lübbenau(Spreewald) (an 19:14),3
18:12 (+1),RE 3354,Schwedt(Oder) (an 19:55),6
18:15,RB 21916,Berlin Hbf (an 18:22),
18:15 (+3),RE 3176,Jüterbog (an 18:54),5
18:15,RE 3319,Jüterbog (an 18:54),5
18:17 (+15),ICE 1506,Berlin Gesundbrunnen (an 18:31),7
18:23 (+2),RB 62075,Rangsdorf (an 18:38),3
18:24 (+5),ICE 598,Berlin Gesundbrunnen (an 18:43),6
18:31,RE 21918,Berlin Hbf (an 18:39),8
18:31,RE 21921,Flughafen BER (an 18:45),3
18:34 (+2),RE 4364,Rostock Hbf (an 21:21),4
18:35 Ausfall,ICE 605,München Hbf (an 23:10),5
18:36,IC 2273,Dresden Hbf (an 20:28),3
18:38 (+1),RB 62076,Wustermark (an 19:18),8
18:42 (+1),ICE 1105,München Hbf (an 22:45),5
18:43 (+4),RE 3159,Rathenow (an 19:49),6
18:45 (+2),RB 18527,Berlin Hbf (an 18:53),8
18:45,RE 18527,Berlin Hbf (an 18:53),8
18:46,RE 21923,Flughafen BER (an 19:00),3
18:49 (+1),RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),4
18:54 (+1),RE 62026,Elsterwerda (an 20:31),3
18:58 (+16),ICE 9591,Berlin Gesundbrunnen (an 19:13),6
19:00,RE 21922,Berlin Hbf (an 19:08),8
19:01,RE 21925,Flughafen BER (an 19:14),3
19:06 (+1),RE 62031,Elstal (an 19:53),8
19:10,RB 18526,Cottbus Hbf (an 20:48),3
19:10 (+1),RE 3316,Stralsund Hbf (an 22:49),6
19:13 (+3),ICE 937,Darmstadt Hbf (an 23:20),5
19:15,RE 21924,Berlin Hbf (an 19:23),8
19:17,ICE 1004,Berlin Gesundbrunnen (an 19:31),7
19:17,RE 3158,Falkenberg(Elster) (an 20:44),4
19:24 (+15),ICE 504,Hamburg-Altona (an 22:24),6
19:26 (+9),IC 2172,Rostock Hbf (an 21:37),7
19:31,RB 21926,Berlin Hbf (an 19:39),8
19:31,RE 21929,Flughafen BER (an 19:45),3
19:34 (+10),RE 3518,Stralsund Hbf (an 22:51),4
19:35,ICE 697,Frankfurt(Main)Hbf (an 23:44),5
19:37,RJ 179,Praha hl.n. (an 23:31),3
19:38,RB 62078,Wustermark (an 20:18),
19:42 (+8),ICE 1605,München Hbf (an 23:43),5
19:42 (+8),ICE 2917,München Hbf (an 23:43),5
19:44 (+1),RE 3181,Stendal Hbf (an 21:13),6
19:45 (+12),RB 18529,Berlin Hbf (an 19:53),8
19:45,RE 18529,Berlin Hbf (an 19:53),8
19:46 (+2),RE 21931,Flughafen BER (an 20:00),3
19:46 (+4),RE 3355,Luckenwalde (an 20:27),4
19:51 (+2),RE 62028,Baruth(Mark) (an 20:35),3
19:59,ICE 805,Nürnberg Hbf (an 23:07),4
20:00 (+9),ICE 90,Berlin Gesundbrunnen (an 20:16),6
20:00,RB 21930,Berlin Hbf (an 20:08),8
20:01,RE 21933,Flughafen BER (an 20:14),3
20:07 (+1),RE 62033,Elstal (an 20:49),8
20:10,RB 18528,Cottbus Hbf (an 21:48),3
20:12 (+1),RE 3356,Eberswalde Hbf (an 21:02),6
20:15,RB 21932,Berlin Hbf (an 20:23),8
20:15 (+7),RE 3178,Jüterbog (an 20:54),5
20:17,ICE 1504,Berlin Gesundbrunnen (an 20:31),7
20:24,ICE 596,Berlin Gesundbrunnen (an 20:43),7
20:25,NJ 457,Graz Hbf (an 09:19),3
20:31,RB 21934,Berlin Hbf (an 20:39),8
20:31 (+2),RE 21937,Flughafen BER (an 20:45),3
20:34 (+1),RE 4366,Rostock Hbf (an 23:21),4
20:35 (+16),ICE 2839,Nürnberg Hbf (an 23:53),5
20:35 (+16),ICE 607,Nürnberg Hbf (an 23:53),5
20:36 (+1),IC 2275,Dresden Hbf (an 22:28),3
20:38,RB 62080,Wustermark (an 21:18),
20:42 (+2),ICE 1107,München Hbf (an 00:50),5
20:43,RE 3161,Rathenow (an 21:52),6
20:45 (+6),RB 18531,Berlin Hbf (an 20:53),8
20:45,RE 18531,Berlin Hbf (an 20:53),8
20:46,RB 21939,Flughafen BER (an 21:00),3
20:48 (+1),ICE 834,Berlin Gesundbrunnen (an 21:03),6
20:48 (+5),RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),4
20:54 (+1),RE 62030,Elsterwerda (an 22:31),3
20:59,IC 60408,Zürich HB (an 09:05),4
20:59,NJ 408,Zürich HB (an 09:05),4
21:00,RB 21938,Berlin Hbf (an 21:08),8
21:01 (+1),RB 18530,Cottbus Hbf (an 22:48),3
21:06 (+3),RE 62035,Elstal (an 21:53),8
21:09,RB 21941,Flughafen BER (an 21:24),3
21:10,RE 3318,Pasewalk (an 23:19),6
21:15,RB 21940,Berlin Hbf (an 21:23),8
21:17 (+1),ICE 1002,Berlin Gesundbrunnen (an 21:31),7
21:17 (+15),RE 3160,Jüterbog (an 21:56),4
21:24 (+31),ICE 2292,Hamburg-Altona (an 00:38),6
21:24 (+31),ICE 502,Hamburg-Altona (an 00:38),6
21:31,RB 21942,Berlin Hbf (an 21:39),
21:31 (+1),RB 21945,Flughafen BER (an 21:45),3
21:34,RE 3520,Neustrelitz Hbf (an 22:59),4
21:35 (+1),ICE 699,München Hbf (an 07:27),5
21:38,RB 62082,Wustermark (an 22:18),
21:43 (+1),RE 3357,Jüterbog (an 22:30),4
21:44,RE 3183,Stendal Hbf (an 23:13),6
21:46,RB 21944,Berlin Hbf (an 21:54),8
21:46,RB 21947,Flughafen BER (an 22:00),3
21:51 (+5),RE 62032,Baruth(Mark) (an 22:35),3
22:00,ICE 702,Berlin Gesundbrunnen (an 22:14),6
22:00,RB 21946,Berlin Hbf (an 22:08),8
22:01 (+1),RB 21949,Flughafen BER (an 22:14),3
22:07,RE 62037,Elstal (an 22:49),8
22:12 (+1),RE 3358,Eberswalde Hbf (an 23:05),6
22:15 (+2),RB 21948,Berlin Hbf (an 22:23),8
22:16 (+1),RB 21951,Flughafen BER (an 22:29),3
22:17,ICE 1502,Berlin Hbf (an 22:22),6
22:24,ICE 594,Berlin Gesundbrunnen (an 22:43),6
22:31,RB 21950,Berlin Hbf (an 22:39),8
22:35 (+25),ICE 609,Erfurt Hbf (an 01:06),5
22:35,RE 4368,Rostock Hbf (an 01:21),6
22:38,RB 62084,Wustermark (an 23:18),6
22:45,RB 21952,Berlin Hbf (an 22:53),8
22:47 (+4),ICE 832,Berlin Hbf (an 22:54),6
22:49,RE 3317,Jüterbog (an 23:39),4
22:54,RE 62034,Baruth(Mark) (an 23:41),3
22:55 (+3),RE 3185,Stendal Hbf (an 00:18),6
23:00,RB 21954,Berlin Hbf (an 23:08),8
23:01,RB 21957,Flughafen BER (an 23:14),3
23:06,RE 62039,Wustermark (an 23:54),8
23:15,RB 21956,Berlin Hbf (an 23:23),8
23:16,RB 21959,Flughafen BER (an 23:29),3
23:24 (+10),ICE 500,Berlin Hbf (an 23:29),7
23:31,RB 21961,Flughafen BER (an 23:45),3
23:37 (+2),ICE 1000,Berlin Gesundbrunnen (an 23:54),8
23:37 (+3),ICE 2913,München Hbf (an 07:15),3
23:37 (+3),ICE 905,München Hbf (an 07:15),3
23:45,RB 21960,Berlin Hbf (an 23:53),8
23:46,RB 21963,Naumburg(Saale)Hbf (an 11:13),3
23:51,RE 62036,Baruth(Mark) (an 00:35),3
