Ankunft,Zugnr.,von (Abfahrt),Gleis
12:44,RB 18217,Berlin-Lichtenberg (ab 12:41),13
12:51,RE 94767,Berlin Ostbahnhof (ab 12:48),1
12:56 (+1),RE 3723,Senftenberg (ab 11:14),2
13:00 (+1),RE 3718,Dessau Hbf (ab 11:05),1
13:16,RB 18216,Ludwigsfelde (ab 12:38),14
13:18,RE 3119,Cottbus Hbf (ab 12:03),2
13:40,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:44,RB 18219,Berlin-Lichtenberg (ab 13:41),13
13:56 (+13),RE 3725,Senftenberg (ab 12:14),2
14:00 (+1),RE 3720,Dessau Hbf (ab 12:05),1
14:16,RB 18218,Ludwigsfelde (ab 13:38),14
14:18,RE 3121,Cottbus Hbf (ab 13:03),2
14:40 (+1),RE 3120,Hennigsdorf(b Berlin) (ab 13:35),1
14:44,RB 18221,Berlin-Lichtenberg (ab 14:41),13
14:51,RE 94771,Berlin Ostbahnhof (ab 14:48),1
14:56 (+19),RE 3727,Senftenberg (ab 13:14),2
15:00 (+1),RE 3722,Dessau Hbf (ab 13:05),1
15:01,RB 61120,Templin Stadt (ab 13:33),8
15:14,RE 94731,Berlin Zoologischer Garten (ab 14:52),1
15:16,RB 18220,Ludwigsfelde (ab 14:38),14
15:18,RE 3123,Cottbus Hbf (ab 14:03),2
15:40 (+11),RE 3122,Hennigsdorf(b Berlin) (ab 14:35),1
15:44,RB 18223,Berlin-Lichtenberg (ab 15:41),13
15:56 (+3),RE 3729,Troisvierges (ab 04:35),2
16:00 (+8),RE 3724,Dessau Hbf (ab 14:05),1
16:14 (+2),RE 94733,Berlin Zoologischer Garten (ab 15:52),1
16:16 (+1),RB 18222,Ludwigsfelde (ab 15:38),14
16:18 (+2),RE 3125,Cottbus Hbf (ab 15:03),2
16:20 (+5),RB 18325,Eberswalde Hbf (ab 15:35),13
16:39 (+1),RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),14
16:40 (+1),RE 3124,Hennigsdorf(b Berlin) (ab 15:35),1
16:44 (+1),RB 18225,Berlin-Lichtenberg (ab 16:41),13
16:56 (+6),RE 3731,Senftenberg (ab 15:14),2
17:00 (+5),RE 3726,Dessau Hbf (ab 15:05),1
17:16,RB 18224,Ludwigsfelde (ab 16:38),14
17:18 (+2),RE 3127,Cottbus Hbf (ab 16:03),2
17:39,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),14
17:40,RE 3126,Hennigsdorf(b Berlin) (ab 16:35),1
17:44,RB 18227,Berlin-Lichtenberg (ab 17:41),13
17:56 (+4),RE 3733,Senftenberg (ab 16:14),2
18:00,RE 3728,Dessau Hbf (ab 16:05),1
18:16,RB 18226,Ludwigsfelde (ab 17:38),14
18:18 (+5),RE 3129,Cottbus Hbf (ab 17:03),2
18:20,RB 18329,Eberswalde Hbf (ab 17:35),13
18:39,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),14
18:40,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:44,RB 18229,Berlin-Lichtenberg (ab 18:41),13
18:56,RE 3735,Senftenberg (ab 17:14),2
19:00 (+6),RE 3730,Dessau Hbf (ab 17:05),1
19:07,IC 2431,Emden  Außenhafen (ab 12:01),1
19:16,RB 18228,Ludwigsfelde (ab 18:38),14
19:18,RE 3131,Cottbus Hbf (ab 18:03),2
19:39,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:09),14
19:40,RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:44,RB 18231,Berlin-Lichtenberg (ab 19:41),13
19:56,RE 3737,Senftenberg (ab 18:14),2
20:00,RE 3732,Dessau Hbf (ab 18:05),1
20:16,RB 18230,Ludwigsfelde (ab 19:38),14
20:18,RE 3133,Cottbus Hbf (ab 19:03),2
20:20,RB 18333,Eberswalde Hbf (ab 19:35),13
20:29,RE 73823,Berlin Zoologischer Garten (ab 20:08),1
20:40,RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:44,RB 18233,Berlin-Lichtenberg (ab 20:41),13
20:56,RE 3739,Senftenberg (ab 19:14),2
21:00,RE 3734,Dessau Hbf (ab 19:05),1
21:01,RB 61132,Templin Stadt (ab 19:33),8
21:16,RB 18232,Ludwigsfelde (ab 20:38),14
21:18,RE 3135,Cottbus Hbf (ab 20:03),2
21:20,RB 18335,Eberswalde Hbf (ab 20:35),13
21:41,RE 3134,Hennigsdorf(b Berlin) (ab 20:36),1
21:59,RE 3741,Senftenberg (ab 20:14),2
22:03 (+7),EC 40,Warszawa Wschodnia (ab 16:49),2
