Ankunft,Zugnr.,von (Abfahrt),Gleis
15:45,RE 62020,Elstal (ab 15:07),1
15:47,RE 3177,Jüterbog (ab 15:02),3
15:49,RB 18521,Lübbenau(Spreewald) (ab 14:45),4
16:03,RB 18520,Berlin Hbf (ab 16:00),1
16:09 (+3),RE 3174,Stendal Hbf (ab 14:32),2
16:11,RE 62025,Elsterwerda (ab 14:41),4
16:15 (+2),RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),3
16:17,RB 62071,Wustermark (ab 15:39),1
16:18 (+1),RE 3513,Stralsund Hbf (ab 13:02),2
16:19,RB 21900,Flughafen BER (ab 16:01),
16:24,RB 21905,Berlin Hbf (ab 16:21),1
16:35,RB 21902,Flughafen BER (ab 16:16),4
16:39 (+11),RE 4362,Berlin Südkreuz (ab 16:34),3
16:40,RE 21907,Berlin Hbf (ab 16:37),1
16:41,RB 62072,Rangsdorf (ab 16:21),4
16:42 (+3),RE 3311,Stralsund Hbf (ab 13:10),2
16:46,RE 3157,Falkenberg(Elster) (ab 15:18),3
16:47 (+2),RE 62022,Elstal (ab 16:05),1
16:50,RB 18523,Lübbenau(Spreewald) (ab 15:45),4
16:55,RE 21909,Berlin Hbf (ab 16:52),1
17:03,RB 18522,Berlin Hbf (ab 17:00),1
17:04,RB 21906,Flughafen BER (ab 16:46),
17:09,RE 62027,Elsterwerda (ab 15:29),4
17:11 (+1),RE 3156,Rathenow (ab 16:02),2
17:14,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),3
17:16,RB 62073,Wustermark (ab 16:39),1
17:16 (+1),RE 4363,Rostock Hbf (ab 14:37),2
17:21,RE 21913,Berlin Hbf (ab 17:19),1
17:34 (+45),RE 3353,Schwedt(Oder) (ab 16:04),1
17:40,RE 21915,Berlin Hbf (ab 17:37),1
17:42,RB 62074,Rangsdorf (ab 17:20),4
17:45 (+1),RE 62024,Elstal (ab 17:07),1
17:49,RB 18525,Lübbenau(Spreewald) (ab 16:44),4
17:49 (+11),RE 3179,Jüterbog (ab 17:02),3
17:54 (+1),RE 21917,Berlin Hbf (ab 17:52),1
18:03 (+3),RB 18524,Berlin Hbf (ab 18:00),1
18:04,RB 21914,Flughafen BER (ab 17:46),4
18:09 (+7),RE 3176,Stendal Hbf (ab 16:30),2
18:11,RE 62029,Elsterwerda (ab 16:41),4
18:15 (+1),RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),3
18:16 (+10),RE 3515,Stralsund Hbf (ab 15:02),2
18:25 (+2),RE 21921,Berlin Hbf (ab 18:22),1
18:35,RE 21918,Flughafen BER (ab 18:16),4
18:39,RE 4364,Berlin Südkreuz (ab 18:34),3
18:40,RE 21923,Berlin Hbf (ab 18:37),1
18:41,RB 62076,Rangsdorf (ab 18:21),4
18:42,RE 3313,Stralsund Hbf (ab 15:10),2
18:46 (+1),RE 3159,Falkenberg(Elster) (ab 17:18),3
18:47,RE 62026,Elstal (ab 18:05),1
18:49,RB 18527,Lübbenau(Spreewald) (ab 17:44),4
18:55,RE 21925,Berlin Hbf (ab 18:52),1
19:03,RB 18526,Berlin Hbf (ab 19:00),1
19:04,RE 21922,Flughafen BER (ab 18:46),4
19:09,RE 62031,Elsterwerda (ab 17:29),4
19:11,RE 3158,Rathenow (ab 18:02),2
19:14,RE 3316,Lutherstadt Wittenberg Hbf (ab 17:51),3
19:16,RE 4365,Rostock Hbf (ab 16:37),2
19:19,RE 21924,Flughafen BER (ab 19:01),4
19:25,RE 21929,Berlin Hbf (ab 19:22),1
19:34,RE 3355,Schwedt(Oder) (ab 18:04),1
19:39,RE 3518,Berlin Südkreuz (ab 19:34),3
19:45,RE 62028,Elstal (ab 19:07),1
19:47,RE 3181,Jüterbog (ab 19:02),3
19:49,RB 18529,Lübbenau(Spreewald) (ab 18:44),4
20:03,RB 18528,Berlin Hbf (ab 20:00),1
20:09,RE 3178,Stendal Hbf (ab 18:32),2
20:11,RE 62033,Elsterwerda (ab 18:41),4
20:15,RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),3
20:39 (+1),RE 4366,Berlin Südkreuz (ab 20:34),3
20:42 (+1),RE 3315,Stralsund Hbf (ab 17:10),2
20:46,RE 3161,Falkenberg(Elster) (ab 19:18),3
20:47,RE 62030,Elstal (ab 20:06),1
20:55,RB 18530,Berlin Hbf (ab 20:52),1
21:11,RE 3160,Rathenow (ab 20:04),2
21:14 (+2),RE 3318,Luckenwalde (ab 20:35),3
21:16,RE 4367,Rostock Hbf (ab 18:37),2
21:19,RB 21940,Flughafen BER (ab 21:01),4
21:25,RB 21945,Berlin Hbf (ab 21:22),1
21:34,RE 3357,Schwedt(Oder) (ab 20:04),1
21:35,RB 21942,Flughafen BER (ab 21:16),
21:39,RE 3520,Berlin Südkreuz (ab 21:34),3
21:40,RB 21947,Berlin Hbf (ab 21:37),1
21:45,RE 62032,Elstal (ab 21:07),1
21:47,RB 91673,Jüterbog (ab 21:02),
21:50 (+1),RB 21944,Flughafen BER (ab 21:32),4
21:55,RB 21949,Berlin Hbf (ab 21:52),1
22:04,RB 21946,Flughafen BER (ab 21:46),4
22:10,RB 21951,Berlin Hbf (ab 22:07),1
22:11,RE 62037,Baruth(Mark) (ab 21:20),4
22:15,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),3
22:16,RE 3519,Stralsund Hbf (ab 19:02),2
22:19,RB 21948,Flughafen BER (ab 22:01),4
22:35,RB 21950,Flughafen BER (ab 22:16),4
22:39 (+1),RE 4368,Berlin Südkreuz (ab 22:35),3
22:42,RE 3317,Stralsund Hbf (ab 19:10),2
22:47 (+1),RE 62034,Berlin Hbf (ab 22:44),1
22:49 (+1),RB 21952,Flughafen BER (ab 22:31),4
22:49,RB 56814,Schwerin Hbf (ab 20:14),2
23:00,RB 91674,Jüterbog (ab 22:04),
23:09,RE 62039,Baruth(Mark) (ab 22:21),4
23:16 (+1),RE 4369,Rostock Hbf (ab 20:37),2
23:37,RE 3359,Schwedt(Oder) (ab 22:04),2
23:39,RE 3522,Berlin Südkreuz (ab 23:34),3
23:45,RE 62036,Berlin Hbf (ab 23:43),1
