Ankunft,Zugnr.,von (Abfahrt),Gleis
13:19,RB 21876,Flughafen BER (ab 13:01),4
13:34,RE 3349,Schwedt(Oder) (ab 12:04),1
13:39 (+2),RE 3512,Berlin Südkreuz (ab 13:34),3
13:45,RE 62016,Elstal (ab 13:07),1
14:03,RB 18516,Berlin Hbf (ab 14:00),1
14:04,RB 21882,Flughafen BER (ab 13:46),4
14:11,RE 62021,Baruth(Mark) (ab 13:20),4
14:15 (+1),RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),3
14:16 (+3),RE 3511,Stralsund Hbf (ab 11:02),2
14:19,RB 21884,Flughafen BER (ab 14:01),4
14:35,RB 21886,Flughafen BER (ab 14:16),4
14:39 (+1),RE 4360,Berlin Südkreuz (ab 14:34),3
14:41,RB 62068,Berlin Südkreuz (ab 14:38),4
14:42,RE 3309,Stralsund Hbf (ab 11:10),2
14:44,RB 62018,Elstal (ab 14:07),1
14:46,RE 3155,Falkenberg(Elster) (ab 13:18),3
14:48,RB 18519,Lübbenau(Spreewald) (ab 13:44),4
15:03,RB 18518,Berlin Hbf (ab 15:00),1
15:04,RB 21890,Flughafen BER (ab 14:46),4
15:09,RE 62023,Elsterwerda (ab 13:29),4
15:11 (+3),RE 3154,Rathenow (ab 14:02),2
15:14,RE 3312,Luckenwalde (ab 14:35),3
15:16,RB 62069,Wustermark (ab 14:39),1
15:16 (+4),RE 4361,Rostock Hbf (ab 12:37),2
15:39 (+3),RE 3514,Berlin Südkreuz (ab 15:34),3
15:45,RE 62020,Elstal (ab 15:07),1
15:49,RB 18521,Lübbenau(Spreewald) (ab 14:45),4
16:03,RB 18520,Berlin Hbf (ab 16:00),1
16:11,RE 62025,Baruth(Mark) (ab 15:21),4
16:15,RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),3
16:18 (+3),RE 3513,Stralsund Hbf (ab 13:02),2
16:39 (+3),RE 4362,Berlin Südkreuz (ab 16:34),3
16:42,RE 3311,Stralsund Hbf (ab 13:10),2
16:47,RE 62022,Elstal (ab 16:05),1
16:50,RB 18523,Lübbenau(Spreewald) (ab 15:45),4
17:03,RB 18522,Berlin Hbf (ab 17:00),1
17:09,RE 62027,Elsterwerda (ab 15:29),4
17:14,RE 3314,Luckenwalde (ab 16:35),3
17:16 (+3),RE 4363,Rostock Hbf (ab 14:37),2
17:34 (+46),RE 3353,Schwedt(Oder) (ab 16:04),1
17:40 (+1),RE 3516,Berlin Südkreuz (ab 17:36),3
17:45,RE 62024,Elstal (ab 17:07),1
17:49,RB 18525,Lübbenau(Spreewald) (ab 16:44),4
18:03,RB 18524,Berlin Hbf (ab 18:00),1
18:11,RE 62029,Baruth(Mark) (ab 17:21),4
18:15 (+1),RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),3
18:16,RE 3515,Stralsund Hbf (ab 15:02),2
18:35,RE 21918,Flughafen BER (ab 18:16),4
18:39,RE 4364,Berlin Südkreuz (ab 18:34),3
18:41,RB 62076,Berlin Südkreuz (ab 18:38),4
18:42,RE 3313,Stralsund Hbf (ab 15:14),2
18:46 (+3),RE 3159,Falkenberg(Elster) (ab 17:18),3
18:47 (+3),RE 62026,Elstal (ab 18:05),1
18:49,RB 18527,Lübbenau(Spreewald) (ab 17:44),4
19:03,RB 18526,Berlin Hbf (ab 19:00),1
19:04,RE 21922,Flughafen BER (ab 18:46),4
19:09 (+1),RE 62031,Elsterwerda (ab 17:29),4
19:11 (+4),RE 3158,Rathenow (ab 18:02),2
19:14 (+7),RE 3316,Luckenwalde (ab 18:35),3
19:16 (+4),RE 4365,Rostock Hbf (ab 16:37),2
19:19,RE 21924,Flughafen BER (ab 19:01),4
19:39 (+2),RE 3518,Berlin Südkreuz (ab 19:34),3
19:45,RE 62028,Elstal (ab 19:07),1
19:47 (+8),RE 3181,Jüterbog (ab 19:02),3
19:49,rb 18529,Lübbenau(Spreewald) (ab 18:44),4
20:03,RB 18528,Berlin Hbf (ab 20:00),1
20:11,RE 62033,Baruth(Mark) (ab 19:21),4
20:15 (+5),RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),3
20:16,RE 3517,Stralsund Hbf (ab 17:02),2
20:39 (+19),RE 4366,Berlin Südkreuz (ab 20:34),3
20:42,RE 3315,Stralsund Hbf (ab 17:10),2
20:47,RE 62030,Elstal (ab 20:06),1
20:49,RB 18531,Lübbenau(Spreewald) (ab 19:44),4
20:55,RB 18530,Berlin Hbf (ab 20:52),1
20:58,RE 3318,Trebbin (ab 20:14),3
21:09,RE 62035,Elsterwerda (ab 19:29),4
21:16,RE 4367,Rostock Hbf (ab 18:37),2
21:34,RE 3357,Schwedt(Oder) (ab 20:04),1
21:39,RE 3520,Berlin Südkreuz (ab 21:34),3
21:45,RE 62032,Elstal (ab 21:07),1
21:47,RE 3183,Jüterbog (ab 21:02),3
21:50,RB 21944,Flughafen BER (ab 21:32),4
22:04,RB 21946,Flughafen BER (ab 21:46),4
22:09,RE 3180,Stendal Hbf (ab 20:47),2
22:11,RE 62037,Baruth(Mark) (ab 21:20),4
22:15,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),3
22:16,RE 3519,Stralsund Hbf (ab 19:02),2
22:19,RB 21948,Flughafen BER (ab 22:01),4
22:35,RB 21950,Flughafen BER (ab 22:16),4
22:39,RE 4368,Berlin Südkreuz (ab 22:35),3
22:41,RB 62084,Berlin Südkreuz (ab 22:38),4
22:42,RE 3317,Stralsund Hbf (ab 19:13),2
22:49,RB 21952,Flughafen BER (ab 22:31),4
22:49,RB 56814,Schwerin Hbf (ab 20:14),2
22:55,RB 21957,Berlin Hbf (ab 22:52),1
23:00,RE 3185,Rudersberg-Oberndorf (ab 21:19),3
23:09,RE 62039,Elsterwerda (ab 21:30),4
23:16,RE 4369,Rostock Hbf (ab 20:37),2
23:45,RE 62036,Elstal (ab 23:07),1
