Abfahrt,Zugnr.,nach (Ankunft),Gleis
11:58,RE 3716,Senftenberg (an 13:41),2
12:00,EC 47,Warszawa Wschodnia (an 17:15),
12:04 (+1),RE 3721,Dessau Hbf (an 13:53),7
12:12,RB 94772,Potsdam Hbf (an 12:51),
12:12,RE 94772,Potsdam Hbf (an 12:51),
12:25,RE 3117,Hennigsdorf(b Berlin) (an 13:23),7
12:30 (+1),ICE 548,Köln Hbf (an 17:35),6
12:38,RE 3116,Cottbus Hbf (an 13:55),1
12:49,RE 33692,Berlin-Wannsee (an 13:20),
12:49,RE 94732,Berlin-Wannsee (an 13:20),
12:58 (+1),RE 3718,Senftenberg (an 14:41),3
13:00,EC 57,Przemysl Glowny (an 22:43),
13:04 (+1),RE 3723,Dessau Hbf (an 14:53),7
13:12,RE 94774,Potsdam Hbf (an 13:51),
13:18 (+1),ICE 848,Köln Hbf (an 18:33),6
13:25 (+1),RE 3119,Hennigsdorf(b Berlin) (an 14:23),7
13:38,RE 3118,Cottbus Hbf (an 14:55),1
13:49,RE 92654,Berlin-Wannsee (an 14:20),
13:49 (+4),RE 94734,Berlin-Wannsee (an 14:20),
13:56,ICE 142,Amsterdam Centraal (an 20:01),
13:58 (+1),RE 3720,Senftenberg (an 15:41),2
14:00,EC 49,Warszawa Wschodnia (an 19:15),
14:04 (+1),RE 3725,Dessau Hbf (an 15:53),7
14:12,RE 73835,Potsdam Hbf (an 14:51),
14:12,RE 94776,Potsdam Hbf (an 14:51),
14:22 (+2),ICE 546,Köln Hbf (an 19:35),6
14:25,RE 3121,Hennigsdorf(b Berlin) (an 15:23),7
14:38,RE 3120,Cottbus Hbf (an 15:55),1
14:49,RE 33696,Berlin-Wannsee (an 15:20),
14:49,RE 94736,Berlin-Wannsee (an 15:20),
14:53 Ausfall,IC 2034,Norddeich (an 22:14),6
14:58 (+2),RE 3722,Senftenberg (an 16:41),2
15:00,EC 231,Gdynia Glowna (an 20:51),
15:04 (+2),RE 3727,Dessau Hbf (an 16:53),7
15:08,ICE 2585,Stuttgart Hbf (an 22:04),
15:12,RE 92642,Potsdam Hbf (an 15:51),
15:12,RE 94778,Potsdam Hbf (an 15:51),
15:20 (+8),ICE 846,Köln Hbf (an 20:32),6
15:25,RE 3123,Hennigsdorf(b Berlin) (an 16:23),7
15:38,RE 3122,Cottbus Hbf (an 16:55),1
15:49,RB 94738,Berlin Hbf (an 15:59),
15:49,RE 92478,Berlin-Wannsee (an 16:20),
15:56,ICE 140,Amsterdam Centraal (an 22:01),
15:58 (+2),RE 3724,Senftenberg (an 17:41),2
16:01,EC 247,Warszawa Wschodnia (an 21:19),
16:04 (+1),RE 3729,Dessau Hbf (an 17:53),7
16:12,RB 94780,Potsdam Hbf (an 16:51),
16:12,RE 73839,Potsdam Hbf (an 16:51),
16:12,RE 75859,Potsdam Hbf (an 16:51),
16:25,RE 3125,Hennigsdorf(b Berlin) (an 17:23),7
16:38,RE 3124,Cottbus Hbf (an 17:55),1
16:49,RB 94740,Berlin Hbf (an 16:59),
16:49,RE 94740,Berlin-Wannsee (an 17:20),
16:58,ICE 844,Köln Hbf (an 22:33),6
16:58,RE 3726,Senftenberg (an 18:41),2
17:00,EC 55,Krakow Glowny (an 23:44),
17:04 (+3),RE 3731,Dessau Hbf (an 18:53),7
17:06 (+5),ICE 997,Göttingen (an 19:50),6
17:12,RB 94782,Berlin-Wannsee (an 17:41),
17:12,RE 75861,Potsdam Hbf (an 17:51),
17:25,RE 3127,Hennigsdorf(b Berlin) (an 18:23),7
17:36 (+19),ICE 742,Münster(Westf)Hbf (an 21:35),6
17:38 (+1),RE 3126,Cottbus Hbf (an 18:55),1
17:49,RE 92496,Berlin-Wannsee (an 18:20),
17:49,RE 94742,Berlin-Wannsee (an 18:20),
17:58 (+1),RE 3728,Senftenberg (an 19:41),2
18:04 (+2),RE 3733,Dessau Hbf (an 19:53),6
18:12,RE 73843,Potsdam Hbf (an 18:51),
18:12,RE 75863,Potsdam Hbf (an 18:51),
18:12,RE 94784,Berlin-Wannsee (an 18:41),
18:25 (+1),RE 3129,Hennigsdorf(b Berlin) (an 19:23),7
18:38 (+2),RE 3128,Cottbus Hbf (an 19:55),1
18:49 (+1),RE 94744,Berlin-Wannsee (an 19:20),
18:58 (+1),RE 3730,Senftenberg (an 20:41),1
19:03 (+16),IC 2431,Cottbus Hbf (an 20:21),2
19:04 (+10),RE 3735,Dessau Hbf (an 20:53),7
19:06 (+2),ICE 999,Kassel-Wilhelmshöhe (an 22:13),6
19:12 (+1),RB 94786,Potsdam Hbf (an 19:51),
19:12,RE 75865,Potsdam Hbf (an 19:51),
19:21,ICE 2918,Köln Hbf (an 00:33),6
19:21,ICE 842,Köln Hbf (an 00:33),6
19:25 (+3),RE 3131,Hennigsdorf(b Berlin) (an 20:23),7
19:35 (+4),ICE 740,Münster(Westf)Hbf (an 23:36),6
19:38 (+1),RE 3130,Cottbus Hbf (an 20:55),1
19:43 (+13),ICE 540,Köln Hbf (an 01:39),7
19:49,RE 94746,Berlin-Wannsee (an 20:20),
19:58,RE 3732,Senftenberg (an 21:41),2
20:04 (+1),RE 3737,Dessau Hbf (an 21:53),7
20:12,RE 94788,Potsdam Hbf (an 20:51),
20:14,ICE 679,Kassel-Wilhelmshöhe (an 23:55),6
20:25,RE 3133,Berlin-Spandau (an 20:54),6
20:38 (+1),RE 3132,Cottbus Hbf (an 21:55),1
20:41,EC 431,Przemysl Glowny (an 09:11),
20:49,RE 94748,Berlin-Wannsee (an 21:20),
20:58 (+5),RE 3734,Lübbenau(Spreewald) (an 22:04),2
21:04 (+2),RE 3739,Dessau Hbf (an 22:53),7
21:23 (+11),ICE 840,Hannover Hbf (an 00:09),6
21:25,RE 3135,Hennigsdorf(b Berlin) (an 22:25),7
21:38,RE 3134,Cottbus Hbf (an 22:55),1
21:43,RE 91491,Potsdam Hbf (an 22:22),
21:43,RE 94790,Berlin-Wannsee (an 22:14),
21:58,RE 3736,Lübbenau(Spreewald) (an 23:04),1
22:06,RE 3741,Bad Belzig (an 23:19),7
22:25,RE 3137,Hennigsdorf(b Berlin) (an 23:26),7
22:43,RB 94792,Berlin-Wannsee (an 23:14),
22:43,RE 91393,Potsdam Hbf (an 23:22),
22:48 Ausfall,ES 452,Bruxelles Midi (an 09:52),6
23:04,RE 3743,Dessau Hbf (an 00:53),7
23:05,RE 3136,Cottbus Hbf (an 00:40),2
23:20 (+1),ICE 1540,Köln Hbf (an 06:12),6
23:24,RE 3139,Berlin-Charlottenburg (an 23:46),6
23:33,RB 21958,Berlin-Charlottenburg (an 23:54),7
23:43,RB 94794,Berlin-Wannsee (an 00:14),
23:43,RE 73795,Potsdam Hbf (an 00:23),
23:43,RE 91695,Berlin Hbf (an 23:53),
