Abfahrt,Zugnr.,nach (Ankunft),Gleis
11:21 (+8),RE 3719,Dessau Hbf (an 12:53),3
11:30 (+5),RE 73765,Frankfurt(Oder) (an 12:43),2
11:30,RE 73770,Brandenburg Hbf (an 12:19),4
11:39 (+5),RE 3716,Senftenberg (an 13:41),2
11:44,RE 3115,Hennigsdorf(b Berlin) (an 12:23),4
11:44,RE 92315,Berlin-Spandau (an 11:54),
11:52 (+15),RE 73725,Frankfurt(Oder) (an 13:18),2
12:08 (+3),RE 73730,Magdeburg Hbf (an 13:50),4
12:19,RE 3116,Cottbus Hbf (an 13:55),1
12:21 (+6),RE 3721,Dessau Hbf (an 13:53),3
12:30,RE 73767,Frankfurt(Oder) (an 13:43),2
12:30,RE 73772,Brandenburg Hbf (an 13:19),4
12:39 (+3),RE 3718,Senftenberg (an 14:41),2
12:44,RE 3117,Hennigsdorf(b Berlin) (an 13:23),4
12:44,RE 92317,Berlin-Spandau (an 12:54),
12:48 (+1),IC 2035,Berlin Ostbahnhof (an 13:04),2
12:52 (+18),RE 73727,Frankfurt(Oder) (an 14:18),2
13:08 (+3),RE 73732,Magdeburg Hbf (an 14:50),4
13:19,RE 3118,Cottbus Hbf (an 14:55),1
13:21 (+3),RE 3723,Dessau Hbf (an 14:53),3
13:30,RE 73769,Frankfurt(Oder) (an 14:43),2
13:30,RE 73774,Brandenburg Hbf (an 14:19),4
13:39 (+5),RE 3720,Senftenberg (an 15:41),2
13:44,RE 3119,Berlin-Spandau (an 13:54),4
13:52 (+6),RE 73729,Frankfurt(Oder) (an 15:18),2
14:08,RE 73734,Magdeburg Hbf (an 15:50),4
14:19,RE 3120,Cottbus Hbf (an 15:55),1
14:21 (+16),RE 3725,Dessau Hbf (an 15:53),3
14:30,RE 73771,Frankfurt(Oder) (an 15:43),2
14:30,RE 73776,Brandenburg Hbf (an 15:19),4
14:39 (+7),RE 3722,Senftenberg (an 16:41),2
14:44,RE 3121,Berlin-Spandau (an 14:54),4
14:44,RE 92321,Berlin-Spandau (an 14:54),
14:52 (+7),RE 73731,Frankfurt(Oder) (an 16:18),2
15:08 (+1),RE 73736,Magdeburg Hbf (an 16:50),3
15:19 (+3),RE 3122,Cottbus Hbf (an 16:55),1
15:21 (+15),RE 3727,Dessau Hbf (an 16:53),3
15:30 (+5),RE 73773,Frankfurt(Oder) (an 16:43),2
15:30 (+13),RE 73778,Brandenburg Hbf (an 16:23),4
15:39 (+9),IC 2034,Norddeich Mole (an 22:14),3
15:39 (+8),RE 3724,Senftenberg (an 17:41),2
15:44 (+14),RE 3123,Hennigsdorf(b Berlin) (an 16:23),4
15:44,RE 92323,Berlin-Spandau (an 15:54),
15:52 (+9),RE 73733,Frankfurt(Oder) (an 17:18),2
16:08 (+3),RE 73738,Magdeburg Hbf (an 17:50),4
16:19,RE 3124,Cottbus Hbf (an 17:55),1
16:21 (+9),RE 3729,Dessau Hbf (an 17:53),4
16:30 (+7),RE 73775,Frankfurt(Oder) (an 17:43),2
16:30 (+3),RE 73780,Brandenburg Hbf (an 17:19),4
16:39 (+2),RE 3726,Senftenberg (an 18:41),2
16:44 (+2),RE 3125,Hennigsdorf(b Berlin) (an 17:23),4
16:44,RE 92325,Berlin-Spandau (an 16:54),
16:52 (+3),RE 73735,Frankfurt(Oder) (an 18:18),2
17:08 (+2),RE 73740,Magdeburg Hbf (an 18:50),4
17:19 (+11),RE 3126,Cottbus Hbf (an 18:55),1
17:21 (+7),RE 3731,Dessau Hbf (an 18:53),3
17:30 (+3),RE 73777,Frankfurt(Oder) (an 18:43),2
17:30 (+6),RE 73782,Brandenburg Hbf (an 18:23),4
17:39 (+10),RE 3728,Senftenberg (an 19:41),2
17:44,RE 3127,Hennigsdorf(b Berlin) (an 18:23),4
17:44,RE 92327,Berlin-Spandau (an 17:54),
17:52,RE 73737,Frankfurt(Oder) (an 19:18),2
18:08,RE 73742,Magdeburg Hbf (an 19:50),3
18:19,RE 3128,Cottbus Hbf (an 19:55),1
18:21 (+12),RE 3733,Dessau Hbf (an 19:53),3
18:30 (+1),RE 73779,Frankfurt(Oder) (an 19:47),2
18:30,RE 73784,Brandenburg Hbf (an 19:19),4
18:39 (+7),RE 3730,Senftenberg (an 20:41),2
18:44,RE 18769,Berlin-Spandau (an 18:54),
18:44,RE 3129,Hennigsdorf(b Berlin) (an 19:23),4
18:45 (+5),IC 2431,Cottbus Hbf (an 20:18),2
18:46 (+5),ICE 1549,Berlin Ostbahnhof (an 19:02),2
18:52 (+11),RE 73739,Frankfurt(Oder) (an 20:18),2
19:08,RE 73744,Magdeburg Hbf (an 20:50),4
19:19,RE 3130,Cottbus Hbf (an 20:55),1
19:21,RE 3735,Dessau Hbf (an 20:53),3
19:30,RE 73781,Frankfurt(Oder) (an 20:43),3
19:30,RE 73786,Brandenburg Hbf (an 20:19),4
19:39,RE 3732,Senftenberg (an 21:41),2
19:44,RE 3131,Hennigsdorf(b Berlin) (an 20:23),4
19:52,RE 73741,Frankfurt(Oder) (an 21:18),2
20:08,RE 73746,Magdeburg Hbf (an 21:50),4
20:08,RE 73823,Fürstenwalde(Spree) (an 21:05),3
20:19,RE 3132,Cottbus Hbf (an 21:55),1
20:21,RE 3737,Dessau Hbf (an 21:53),3
20:30,RE 73783,Frankfurt(Oder) (an 21:43),2
20:30,RE 73788,Brandenburg Hbf (an 21:21),4
20:35 (+1),ICE 679,Kassel-Wilhelmshöhe (an 23:13),3
20:35 (+11),ICE 794,Berlin Ostbahnhof (an 20:49),1
20:39,RE 3734,Lübbenau(Spreewald) (an 22:04),2
20:40 (+13),ICE 540,Köln Hbf (an 01:38),4
20:44,RE 3133,Hennigsdorf(b Berlin) (an 21:23),3
20:47 (+3),ICE 1055,Berlin Ostbahnhof (an 21:02),2
20:52,RE 73743,Erkner (an 21:31),2
21:08,RE 73748,Magdeburg Hbf (an 22:50),4
21:13 (+34),ICE 643,Berlin Ostbahnhof (an 21:31),1
21:19,RE 3134,Cottbus Hbf (an 22:55),1
21:21,RE 3739,Dessau Hbf (an 22:53),3
21:30,RE 73785,Erkner (an 22:11),2
21:35 (+10),ICE 278,Berlin Ostbahnhof (an 21:51),1
21:39,RE 3736,Lübbenau(Spreewald) (an 23:04),2
21:44,RE 3135,Hennigsdorf(b Berlin) (an 22:25),4
21:52,ICE 840,Hannover Hbf (an 23:46),3
21:52,RE 73745,Erkner (an 22:32),2
22:02,RE 73790,Magdeburg Hbf (an 23:55),4
22:14 Ausfall,ICE 945,Berlin Ostbahnhof (an 22:31),2
22:24,RE 3741,Bad Belzig (an 23:19),4
22:30,RE 73787,Berlin Ostbahnhof (an 22:46),2
22:35,ICE 792,Berlin Ostbahnhof (an 22:49),1
22:39,RE 3738,Berlin Ostbahnhof (an 22:56),2
22:44,RE 3137,Hennigsdorf(b Berlin) (an 23:26),4
22:47,RE 3136,Cottbus Hbf (an 00:40),1
22:52,RE 73747,Erkner (an 23:31),2
23:02,RE 73792,Magdeburg Hbf (an 00:48),4
23:12,ICE 2865,Berlin Ostbahnhof (an 23:29),1
23:12,ICE 645,Berlin Ostbahnhof (an 23:29),1
23:21,RE 3743,Dessau Hbf (an 00:53),3
23:29 (+10),ICE 276,Berlin Ostbahnhof (an 23:47),2
23:34 (+1),ICE 273,Zürich HB (an 10:00),3
23:39,RE 3740,Berlin Ostbahnhof (an 23:56),2
23:44,RE 3139,Berlin-Charlottenburg (an 23:46),4
23:46,RE 3138,Cottbus Hbf (an 01:40),1
23:52,RE 73749,Erkner (an 00:31),2
23:57 (+1),ICE 1540,Köln Hbf (an 06:12),3
