Abfahrt,Zugnr.,nach (Ankunft),Gleis
05:26,RE 3102,Cottbus Hbf (an 06:56),11
05:27 (+1),ICE 593,München Hbf (an 13:15),4
05:27 (+1),ICE 946,Köln Hbf (an 10:35),14
05:32 (+2),RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),2
05:36 (+1),ICE 1501,München Hbf (an 09:41),4
05:37 (+2),RE 3103,Hennigsdorf(b Berlin) (an 06:23),14
05:42 (+1),ICE 608,Hamburg Hbf (an 08:15),6
05:43 (+27),RE 62000,Elsterwerda (an 07:15),2
05:45 (+3),RE 3704,Senftenberg (an 07:41),12
05:45,RE 95111,Lübbenau(Spreewald) (an 07:03),
05:46 (+1),RE 3504,Stralsund Hbf (an 08:51),5
05:47,RB 62050,Wustermark (an 06:19),7
05:51 (+1),EC 41,Warszawa Wschodnia (an 11:15),11
05:52 (+3),ICE 701,München Hbf (an 10:42),3
05:54,RE 3167,Stendal Hbf (an 07:13),7
05:58,RB 18500,Lübbenau(Spreewald) (an 07:18),1
05:59 (+1),ICE 240,Amsterdam Centraal (an 11:59),5
05:59,RE 94713,Frankfurt(Oder) (an 07:18),11
06:01,RE 94718,Berlin-Wannsee (an 06:20),14
06:07,RE 3164,Jüterbog (an 06:54),2
06:14,RB 62051,Rangsdorf (an 06:38),1
06:15,RE 3503,Sargans (an 22:24),4
06:23 (+1),RE 3342,Schwedt(Oder) (an 07:55),6
06:24 (+33),ICE 1541,Berlin Südkreuz (an 06:30),2
06:24,RE 1,Bruchsal (an 07:32),
06:24,RE 94760,Berlin-Wannsee (an 06:41),
06:25,RE 62005,Elstal (an 06:49),7
06:26 (+1),RE 3104,Cottbus Hbf (an 07:57),12
06:29,ICE 2523,Lutherstadt Wittenberg Hbf (an 07:10),
06:29,ICE 279,Interlaken Ost (an 15:59),14
06:29 (+1),ICE 503,München Hbf (an 11:07),3
06:33 (+11),ICE 644,Köln Hbf (an 11:32),13
06:33 (+87),ICE 904,Berlin Gesundbrunnen (an 06:37),5
06:36 (+2),ICE 1003,München Hbf (an 10:45),4
06:37 (+1),ICE 1604,Berlin Gesundbrunnen (an 10:31),5
06:37 (+1),ICE 1704,Hamburg Hbf (an 09:11),7
06:37 (+11),RE 3105,Hennigsdorf(b Berlin) (an 07:23),14
06:37,RE 94755,Frankfurt(Oder) (an 07:47),
06:40,RE 3,Erfurt Hbf (an 21:00),
06:40 (+1),RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:44,RE 62002,Elsterwerda (an 08:31),2 D - G
06:46 (+5),RE 3706,Senftenberg (an 08:41),11
06:46 (+2),RE 4352,Rostock Hbf (an 09:21),5
06:48,RB 62052,Wustermark (an 07:18),7
06:51,ICE 1272,Berlin Ostbahnhof (an 07:02),12
06:54 (+2),RE 3147,Rathenow (an 07:52),7
06:57 Ausfall,ICE 1548,Köln Hbf (an 12:16),14
06:58,ICE 938,Ostseebad Binz (an 10:33),
06:59,RE 94715,Frankfurt(Oder) (an 08:20),11
07:00,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:00,RE 20,Cottbus Hbf (an 21:48),
07:01,RE 92078,Berlin-Wannsee (an 07:20),
07:01 (+2),RE 94720,Berlin-Wannsee (an 07:20),14
07:06 (+1),ICE 595,München Hbf (an 15:14),4
07:06 (+8),ICE 9590,Paris Est (an 14:51),4
07:09 (+2),RE 3146,Falkenberg(Elster) (an 08:44),2
07:12 (+3),IC 2432,Norddeich Mole (an 14:20),5
07:14 (+3),RB 62053,Rangsdorf (an 07:38),1
07:14 (+2),RE 4353,Berlin Südkreuz (an 07:23),4
07:15 (+1),RE 3711,Dessau Hbf (an 08:53),13
07:20,ICE 2595,Hildesheim Hbf (an 09:20),
07:20 (+2),ICE 795,Karlsruhe Hbf (an 13:17),14
07:22,RE 3304,Stralsund Hbf (an 10:44),6
07:24,RE 62007,Elstal (an 07:53),7
07:24,RE 75851,Potsdam Hbf (an 07:51),
07:24,RE 94762,Berlin-Wannsee (an 07:41),
07:26,RE 3106,Cottbus Hbf (an 08:56),12
07:27,ICE 2827,München Hbf (an 15:14),
07:28 (+3),RJ 171,Praha hl.n. (an 11:25),3
07:29 (+4),ICE 944,Köln Hbf (an 12:33),14
07:32,RE 3343,Luckenwalde (an 08:27),2
07:36 (+30),IC 2274,Rostock Hbf (an 09:37),5
07:36 (+5),ICE 1503,München Hbf (an 11:43),4
07:37 (+1),RE 3107,Hennigsdorf(b Berlin) (an 08:23),14
07:37,RE 94757,Frankfurt(Oder) (an 08:43),
07:38 (+1),ICE 606,Hamburg-Altona (an 10:24),6
07:43 (+1),RE 62004,Elsterwerda (an 09:14),2
07:46,RE 3506,St. Gallen(CH) (an 23:34),6
07:46 (+1),RE 3708,Senftenberg (an 09:41),11
07:48 (+5),EC 43,Warszawa Wschodnia (an 13:15),12
07:48 (+16),RB 62054,Wustermark (an 08:18),7
07:52 (+1),ICE 2865,München Hbf (an 12:42),3
07:52 (+1),ICE 703,München Hbf (an 12:42),3
07:52,RB 18146,Berlin-Wannsee (an 08:10),13
07:54,RE 3169,Stendal Hbf (an 09:30),7
07:56,ICE 649,Berlin Ostbahnhof (an 08:03),12
07:57 (+62),FLX 1235,Stuttgart Hbf (an 13:46),4
07:59,RE 94717,Frankfurt(Oder) (an 09:18),11
08:00,RB 18504,Lübbenau(Spreewald) (an 09:15),2
08:01,RE 94722,Berlin-Wannsee (an 08:20),13
08:07 (+17),FLX 1320,Köln Hbf (an 13:41),6
08:07 (+1),ICE 148,Amsterdam Centraal (an 14:01),7
08:07 (+8),RE 3166,Jüterbog (an 08:54),2
08:10 (+6),RB 18145,Berlin Ostbahnhof (an 08:21),11
08:12,ICE 698,Berlin Gesundbrunnen (an 08:15),6
08:14 (+4),RB 62055,Berlin Südkreuz (an 08:21),1
08:15 (+22),RE 3713,Dessau Hbf (an 09:53),13
08:16 (+2),RE 3505,Sargans (an 23:24),3
08:17,IC 2474,Ostseebad Binz (an 11:59),
08:18 (+1),ICE 642,Köln Hbf (an 13:34),14
08:21 (+2),ICE 851,Berlin Ostbahnhof (an 08:28),11
08:23 (+9),RE 3344,Schwedt(Oder) (an 09:55),6
08:24,RB 94764,Berlin-Wannsee (an 08:41),
08:24,RE 75853,Potsdam Hbf (an 08:51),
08:25 (+21),RE 62009,Elstal (an 08:49),7 A - D
08:26 (+2),IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),4
08:26 (+4),RE 3108,Cottbus Hbf (an 09:55),12
08:27,ICE 1702,Hamburg Hbf (an 11:12),5
08:29,ICE 2525,Lutherstadt Wittenberg Hbf (an 09:10),
08:29 (+27),ICE 505,München Hbf (an 13:08),3
08:31 (+3),ICE 371,Basel SBB (an 15:48),13
08:36 (+2),ICE 1005,München Hbf (an 12:46),4
08:37,RE 3109,Hennigsdorf(b Berlin) (an 09:23),14
08:37,RE 94759,Frankfurt(Oder) (an 09:43),
08:40,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2 A - D
08:44 (+1),RE 62006,Elsterwerda (an 10:31),2 D - G
08:46 (+1),RE 3710,Senftenberg (an 10:41),11
08:46 (+1),RE 4354,Rostock Hbf (an 11:21),6
08:48 (+7),RB 62056,Wustermark (an 09:18),7
08:52 (+10),EC 59,Przemysl Glowny (an 18:43),12
08:52,RB 18148,Berlin-Wannsee (an 09:10),13
08:54,RE 3149,Rathenow (an 09:54),7
08:55,ICE 841,Berlin Ostbahnhof (an 09:03),11
08:58 (+1),ICE 936,Ostseebad Binz (an 12:29),6
08:59,RE 94719,Frankfurt(Oder) (an 10:18),12
09:00 Ausfall,ICE 1052,Köln Hbf (an 14:19),5
09:00,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:01,RE 94724,Berlin-Wannsee (an 09:20),13
09:05 (+1),ICE 837,Frankfurt(Main)Hbf (an 12:56),4
09:09 (+15),RE 3148,Falkenberg(Elster) (an 10:44),2
09:10,RB 18147,Berlin Ostbahnhof (an 09:21),12
09:14 (+1),RB 62057,Berlin Südkreuz (an 09:21),1
09:14 (+1),RE 4355,Berlin Südkreuz (an 09:23),4
09:15 (+22),RE 3715,Dessau Hbf (an 10:53),14
09:20 (+1),ICE 797,Frankfurt(M) Flughafen Fernbf (an 13:52),13
09:22 (+1),RE 3306,Stralsund Hbf (an 12:44),6
09:24,RE 75855,Potsdam Hbf (an 09:51),
09:24,RE 94766,Berlin-Wannsee (an 09:41),
09:26 (+1),RE 3110,Cottbus Hbf (an 10:55),11
09:27 (+5),ICE 1104,Berlin Gesundbrunnen (an 09:31),5
09:27 (+7),ICE 597,München Hbf (an 17:16),4
09:27 (+21),RE 62011,Elstal (an 09:55),7
09:28 (+2),RJ 173,Praha hl.n. (an 13:25),3
09:31 (+1),ICE 942,Köln Hbf (an 14:32),13
09:32 (+13),RE 3345,Luckenwalde (an 10:27),2
09:33 (+9),ICE 541,Berlin Ostbahnhof (an 09:41),11
09:36 (+9),ICE 1505,München Hbf (an 13:43),4
09:37 (+1),RE 3111,Hennigsdorf(b Berlin) (an 10:23),14
09:38 (+21),IC 2272,Rostock Hbf (an 11:37),5
09:38,ICE 2534,Salzwedel (an 11:03),
09:38 (+2),ICE 604,Hamburg-Altona (an 12:24),6
09:41 (+8),ICE 676,Berlin Ostbahnhof (an 09:51),11
09:43 (+1),RE 62008,Baruth(Mark) (an 10:36),1
09:46 (+1),RE 3508,Stralsund Hbf (an 12:51),6
09:46,RE 3712,Senftenberg (an 11:41),12
09:47,RB 62058,Wustermark (an 10:18),7
09:52 (+2),EC 45,Warszawa Wschodnia (an 15:15),11
09:52,RB 18150,Berlin-Wannsee (an 10:10),13
09:54 (+2),ICE 91,Nürnberg Hbf (an 13:30),3
09:54 (+12),RE 3171,Stendal Hbf (an 11:30),7
09:55 (+4),ICE 146,Amsterdam Centraal (an 16:01),14
09:59,RE 94721,Frankfurt(Oder) (an 11:18),11
10:00,RB 18508,Lübbenau(Spreewald) (an 11:15),2
10:06 (+6),FLX 1234,Hamburg Hbf (an 12:34),5
10:07 (+5),RE 3168,Jüterbog (an 10:54),2
10:10 (+1),RB 18149,Berlin Ostbahnhof (an 10:21),11
10:14 (+1),RB 62059,Berlin Südkreuz (an 10:22),1
10:14 (+1),RE 3507,Berlin Südkreuz (an 10:24),4
10:15 (+1),RE 3717,Dessau Hbf (an 11:53),14
10:20 (+1),ICE 1708,Berlin Gesundbrunnen (an 10:24),8
10:22,RB 21857,Flughafen BER (an 10:45),1
10:23 (+1),RE 3346,Schwedt(Oder) (an 11:55),6
10:24,RE 75857,Potsdam Hbf (an 10:51),
10:25 (+2),RE 62013,Elstal (an 10:49),7 A - D
10:26 (+1),IC 2175,Dresden Hbf (an 12:28),4
10:26 (+8),RE 3112,Cottbus Hbf (an 11:55),12
10:28,ICE 843,Berlin Ostbahnhof (an 10:34),11
10:29,ICE 2527,Lutherstadt Wittenberg Hbf (an 11:10),
10:29 (+2),ICE 507,München Hbf (an 15:08),3
10:31 (+1),ICE 373,Chur (an 20:22),14
10:35 (+8),ICE 640,Köln Hbf (an 15:34),13
10:36 (+1),ICE 1007,München Hbf (an 14:45),4
10:37 (+3),ICE 2910,Berlin Gesundbrunnen (an 10:43),5
10:37,RB 21859,Berlin Südkreuz (an 10:44),
10:38 (+3),ICE 1700,Hamburg Hbf (an 13:12),7
10:38 (+4),RE 3113,Hennigsdorf(b Berlin) (an 11:23),14
10:40,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2 A - D
10:42 (+40),ICE 2810,Berlin Ostbahnhof (an 10:49),11
10:42 (+35),ICE 996,Berlin Ostbahnhof (an 10:49),11
10:44 (+1),RE 62010,Elsterwerda (an 12:31),2 D - G
10:46 (+1),RE 3714,Senftenberg (an 12:41),12
10:46 (+2),RE 4356,Rostock Hbf (an 13:21),5
10:48,RB 62060,Wustermark (an 11:18),7
10:52,RB 21861,Flughafen BER (an 11:14),1
10:54 (+2),RE 3151,Rathenow (an 11:54),7
10:57 Ausfall,ICE 1546,Aachen Hbf (an 17:09),
10:58 (+2),ICE 934,Ostseebad Binz (an 14:29),6
10:59,RE 94723,Frankfurt(Oder) (an 12:18),11
11:00,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:01 (+1),RE 94728,Berlin Zoologischer Garten (an 11:07),13
11:05 (+1),ICE 839,Frankfurt(Main)Hbf (an 14:56),4
11:09 (+1),RE 3150,Falkenberg(Elster) (an 12:44),2
11:14 (+1),RB 62061,Berlin Südkreuz (an 11:21),1
11:14,RE 4357,Berlin Südkreuz (an 11:23),4
11:15 (+1),RE 3719,Dessau Hbf (an 12:53),13
11:20 (+1),ICE 799,Hildesheim Hbf (an 13:20),14
11:22,RB 21865,Flughafen BER (an 11:45),1
11:22 (+8),RE 3308,Stralsund Hbf (an 14:44),6
11:24,RE 92646,Potsdam Hbf (an 11:51),
11:26 (+1),RE 3114,Cottbus Hbf (an 12:55),11
11:27 (+9),ICE 1102,Berlin Gesundbrunnen (an 11:31),5
11:27 (+7),ICE 599,München Hbf (an 19:12),4
11:27,RE 62015,Elstal (an 11:53),7
11:28 (+9),RJ 175,Sturovo (an 21:24),3
11:32 (+2),ICE 940,Köln Hbf (an 16:33),13
11:32 (+4),RE 3347,Luckenwalde (an 12:27),2
11:33 (+40),ICE 543,Berlin Ostbahnhof (an 11:40),11
11:36 (+13),ICE 1507,München Hbf (an 15:43),4
11:37,ICE 2532,Salzwedel (an 13:03),
11:37 (+3),ICE 2818,Hamburg-Altona (an 14:24),6
11:37 (+6),ICE 602,Hamburg-Altona (an 14:24),6
11:37,RB 21867,Flughafen BER (an 12:00),1
11:37 (+2),RE 3115,Hennigsdorf(b Berlin) (an 12:23),14
11:38 (+8),IC 2270,Rostock Hbf (an 13:37),5
11:42 (+9),ICE 378,Berlin Ostbahnhof (an 11:50),11
11:42 (+1),RE 62012,Baruth(Mark) (an 12:36),2 A - D
11:46 (+3),RE 3510,Stralsund Hbf (an 14:51),6
11:46 (+1),RE 3716,Senftenberg (an 13:41),12
11:47 (+15),RB 62062,Wustermark (an 12:18),7
11:51 (+1),ICE 707,München Hbf (an 16:42),3
11:52 (+6),EC 47,Warszawa Wschodnia (an 17:15),11
11:52 (+26),ICE 1162,Berlin Gesundbrunnen (an 11:56),5
11:52,RB 21869,Berlin Südkreuz (an 11:59),
11:55 (+14),ICE 141,Berlin Ostbahnhof (an 12:02),12
11:55 (+1),RE 3173,Stendal Hbf (an 13:30),7
11:57 (+3),FLX 1239,Stuttgart Hbf (an 17:42),3
11:59,RE 94725,Frankfurt(Oder) (an 13:18),11
12:00,RB 18512,Lübbenau(Spreewald) (an 13:15),2
12:06,DRF 1324,Köln Hbf (an 17:43),6
12:06 (+17),FLX 1324,Köln Hbf (an 17:43),6
12:07 (+5),ICE 144,Amsterdam Centraal (an 18:00),6
12:07 (+1),RE 3170,Jüterbog (an 12:54),2
12:10 (+15),ICE 1138,Berlin Ostbahnhof (an 12:17),11
12:12,ICE 2800,Berlin Gesundbrunnen (an 12:16),6
12:12,ICE 802,Berlin Gesundbrunnen (an 12:16),6
12:14,RB 62063,Berlin Südkreuz (an 12:21),1
12:15 Ausfall,RE 18751,Berlin Südkreuz (an 12:25),4
12:15 Ausfall,RE 3509,Berlin Südkreuz (an 12:25),4
12:15 (+1),RE 3721,Dessau Hbf (an 13:53),13
12:22,RB 21873,Flughafen BER (an 12:46),1
12:23 (+1),RE 3348,Angermünde (an 13:23),6
12:24 (+7),RE 62017,Elstal (an 12:49),7 D - G
12:26 (+3),IC 2177,Dresden Hbf (an 14:28),4
12:26 (+4),RE 3116,Cottbus Hbf (an 13:55),12
12:27 (+4),ICE 1602,Berlin Gesundbrunnen (an 12:31),5
12:29 (+3),ICE 509,München Hbf (an 17:09),3
12:30 (+9),ICE 1908,Hamburg Hbf (an 15:12),8
12:31 (+4),ICE 375,Interlaken Ost (an 22:00),14
12:33 (+1),ICE 845,Berlin Ostbahnhof (an 12:41),11
12:36 (+12),ICE 1009,München Hbf (an 16:45),4
12:37,RB 21875,Flughafen BER (an 13:00),1
12:37,RE 3117,Hennigsdorf(b Berlin) (an 13:25),13
12:40 (+1),RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2 A - D
12:42 (+14),ICE 994,Berlin Ostbahnhof (an 12:50),11
12:43 (+41),ICE 548,Köln Hbf (an 17:35),14
12:44,RE 62014,Elsterwerda (an 14:31),2 D - G
12:46 (+20),RE 3718,Senftenberg (an 14:41),12
12:46 Ausfall,RE 4358,Rostock Hbf (an 15:21),5
12:48 (+1),RB 62064,Wustermark (an 13:19),6
12:52 (+1),EC 57,Przemysl Glowny (an 22:43),11
12:52,RB 21877,Flughafen BER (an 13:14),1
12:54 (+3),RE 3153,Rathenow (an 13:54),7
12:57 (+36),IC 2035,Berlin Ostbahnhof (an 13:06),12
12:58 Ausfall,ICE 1050,Aachen Hbf (an 19:10),
12:58 (+19),ICE 932,Ostseebad Binz (an 16:41),6
12:59,RE 94727,Frankfurt(Oder) (an 14:18),11
13:00,RB 18514,Lübbenau(Spreewald) (an 14:15),1
13:01 (+5),RE 94732,Berlin Zoologischer Garten (an 13:07),14
13:05 (+4),ICE 931,Frankfurt(Main)Hbf (an 16:56),4
13:09,RE 3152,Falkenberg(Elster) (an 14:44),2
13:14,RB 62065,Berlin Südkreuz (an 13:21),1
13:14 (+5),RE 4359,Berlin Südkreuz (an 13:23),4
13:15 (+13),RE 3723,Dessau Hbf (an 14:53),13
13:19,RB 21881,Flughafen BER (an 13:45),
13:20 Ausfall,ICE 993,Frankfurt(M) Flughafen Fernbahnhof (an 17:52),14
13:22 (+1),RE 3310,Stralsund Hbf (an 16:44),6
13:26,RE 3118,Cottbus Hbf (an 14:55),11
13:27 (+61),ICE 1100,Berlin Gesundbrunnen (an 13:31),5
13:27 (+3),ICE 2847,München Hbf (an 21:15),4
13:27 (+3),ICE 691,München Hbf (an 21:15),4
13:27 (+4),RE 62019,Elstal (an 14:00),7
13:28 (+14),RJ 383,Praha hl.n. (an 17:25),3
13:29 (+7),ICE 848,Köln Hbf (an 18:33),14
13:32 (+4),RE 3349,Luckenwalde (an 14:27),2
13:33 (+48),ICE 545,Berlin Ostbahnhof (an 13:40),11
13:36 (+4),ICE 1509,München Hbf (an 17:43),4
13:37,RB 21883,Flughafen BER (an 14:00),
13:37 (+2),RE 3119,Hennigsdorf(b Berlin) (an 14:23),14
13:38 (+1),IC 2178,Rostock Hbf (an 15:35),5
13:38,ICE 2530,Salzwedel (an 15:03),
13:38 (+45),ICE 2922,Hamburg-Altona (an 16:24),6
13:38 (+45),ICE 600,Hamburg-Altona (an 16:24),6
13:42 (+10),ICE 376,Berlin Ostbahnhof (an 13:50),11
13:43 (+2),RE 62016,Elsterwerda (an 15:14),2 A - D
13:46,RE 3512,Stralsund Hbf (an 16:51),5
13:46 (+2),RE 3720,Senftenberg (an 15:41),12
13:47,RB 62066,Wustermark (an 14:18),7
13:52 (+8),EC 49,Warszawa Wschodnia (an 19:15),11
13:52,RB 21885,Flughafen BER (an 14:14),1
13:54 (+1),ICE 1205,Innsbruck Hbf (an 21:18),3
13:54,RB 18043,Prösen Ost (an 23:45),7
13:54 (+1),RE 3175,Stendal Hbf (an 15:30),7
13:55 (+11),ICE 143,Berlin Ostbahnhof (an 14:02),3
13:56,DRF 1321,Berlin Ostbahnhof (an 14:05),12
13:56,FLX 1321,Berlin Ostbahnhof (an 14:05),12
13:57 (+1),FLX 1341,Basel Bad Bf (an 21:09),4
13:59,RE 94729,Frankfurt(Oder) (an 15:18),11
14:00,RB 18516,Lübbenau(Spreewald) (an 15:15),2
14:07 (+1),ICE 142,Amsterdam Centraal (an 20:01),6
14:07 (+2),RE 3172,Jüterbog (an 14:54),2
14:08 (+3),FLX 1238,Hamburg Hbf (an 16:34),6
14:14 (+1),RB 62067,Rangsdorf (an 14:39),1
14:14 Ausfall,RE 3511,Berlin Südkreuz (an 14:23),4
14:15 (+1),RE 3725,Dessau Hbf (an 15:53),13
14:21,RE 62021,Elstal (an 14:49),7 A - D
14:22,RB 21889,Flughafen BER (an 14:45),1
14:23 (+11),RE 3350,Schwedt(Oder) (an 15:55),6
14:26 (+7),IC 2179,Dresden Hbf (an 16:28),4
14:26 (+58),ICE 1600,Berlin Gesundbrunnen (an 14:31),5
14:26 (+1),RE 3120,Cottbus Hbf (an 15:55),11
14:29 (+1),ICE 601,München Hbf (an 19:08),3
14:30 (+8),ICE 1906,Hamburg Hbf (an 17:12),7
14:31 (+1),ICE 377,Brig (an 00:43),13
14:31 (+1),ICE 847,Berlin Ostbahnhof (an 14:39),12
14:34 (+1),ICE 546,Köln Hbf (an 19:35),14
14:36 (+4),ICE 1101,München Hbf (an 18:43),4
14:37 (+3),ICE 2916,Berlin Gesundbrunnen (an 14:43),5
14:37 (+3),ICE 692,Berlin Gesundbrunnen (an 14:43),5
14:39,RE 3121,Hennigsdorf(b Berlin) (an 15:23),13
14:40 (+3),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),2 A - D
14:41 (+5),RB 62018,Elsterwerda (an 16:28),2 D - G
14:41,RE 62018,Elsterwerda (an 16:28),2 D - G
14:42 (+11),ICE 992,Berlin Ostbahnhof (an 14:49),11
14:46,RE 3722,Senftenberg (an 16:41),12
14:46 (+9),RE 4360,Rostock Hbf (an 17:21),5
14:48 (+1),RB 62068,Wustermark (an 15:18),7
14:52 (+1),EC 231,Gdynia Glowna (an 20:51),11
14:52 (+21),RB 18160,Berlin-Wannsee (an 15:10),13
14:54,RE 3155,Rathenow (an 15:54),7
14:57 Ausfall,ICE 1544,Aachen Hbf (an 20:52),
14:58 (+1),ICE 930,Ostseebad Binz (an 18:40),6
14:59,RE 94731,Frankfurt(Oder) (an 16:18),11
15:00,RB 18518,Lübbenau(Spreewald) (an 16:15),1
15:05 (+1),IC 2034,Norddeich (an 22:14),14
15:09,RE 3154,Falkenberg(Elster) (an 16:45),2
15:10,RB 18159,Berlin Ostbahnhof (an 15:21),11
15:14,RB 62069,Rangsdorf (an 15:38),1
15:14 (+5),RE 4361,Berlin Südkreuz (an 15:23),4
15:15 (+8),RE 3727,Dessau Hbf (an 16:53),14
15:20 (+1),ICE 995,Stuttgart Hbf (an 21:29),13
15:22 (+6),RE 3312,Stralsund Hbf (an 18:44),6
15:24,RE 92642,Potsdam Hbf (an 15:51),
15:26 (+1),RE 3122,Cottbus Hbf (an 16:55),12
15:27 (+30),ICE 1008,Berlin Gesundbrunnen (an 15:31),5
15:27 (+1),ICE 2915,München Hbf (an 23:15),4
15:27 (+1),ICE 693,München Hbf (an 23:15),4
15:27 (+15),RE 62023,Elstal (an 15:55),7
15:28 (+11),RJ 177,Wien Hbf (an 23:49),3
15:32 (+1),ICE 846,Köln Hbf (an 20:32),13
15:32 (+4),RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),2
15:33 (+23),ICE 547,Berlin Ostbahnhof (an 15:40),11
15:36 (+10),ICE 1601,München Hbf (an 19:43),4
15:37 (+2),RE 3123,Hennigsdorf(b Berlin) (an 16:23),14
15:38 (+10),IC 2176,Rostock Hbf (an 17:37),5
15:38 (+5),ICE 508,Hamburg-Altona (an 18:24),6
15:41 (+5),RE 62020,Elsterwerda (an 17:15),2
15:42 (+3),ICE 374,Berlin Ostbahnhof (an 15:50),11
15:46 (+30),RE 3514,Stralsund Hbf (an 18:51),6
15:46 (+17),RE 3724,Senftenberg (an 17:41),12
15:47 (+7),RB 62070,Wustermark (an 16:18),7
15:51 (+1),ICE 801,München Hbf (an 20:42),3
15:52 (+1),EC 247,Warszawa Wschodnia (an 21:19),11
15:52,RB 18162,Berlin-Wannsee (an 16:10),13
15:54 (+16),RE 3177,Stendal Hbf (an 17:30),7
15:55 (+2),ICE 145,Berlin Ostbahnhof (an 16:02),3
15:57 (+3),FLX 1243,Stuttgart Hbf (an 21:45),3
15:58,DRF 1328,Köln Hbf (an 21:40),14
15:58 (+1),FLX 1328,Köln Hbf (an 21:40),14
15:59,RE 94733,Frankfurt(Oder) (an 17:18),11
16:00,RB 18520,Lübbenau(Spreewald) (an 17:15),2
16:07 (+5),ICE 140,Amsterdam Centraal (an 22:01),6
16:07,RE 3174,Jüterbog (an 16:55),2
16:09 (+16),ICE 1204,Berlin Gesundbrunnen (an 16:13),8
