Ankunft,Zugnr.,von (Abfahrt),Gleis
18:39,RB 56810,Schwerin Hbf (ab 16:14),
18:40,RB 18266,Werder(Havel) (ab 17:41),5
18:43 (+13),ICE 2822,Nürnberg Hbf (ab 09:31),8
18:43 (+13),ICE 598,München Hbf (ab 10:45),8
18:51,RE 4364,Berlin Südkreuz (ab 18:34),10
18:54,ICE 937,Ostseebad Binz (ab 15:24),6
18:55 (+3),ICE 796,Frankfurt(M) Flughafen Fernbf (ab 14:09),9
18:58,RB 55797,Joachimsthal (ab 18:08),7
19:03 (+8),RE 4365,Rostock Hbf (ab 16:37),6
19:13 (+7),ICE 9591,Paris Est (ab 11:07),8
19:21 (+6),RE 3355,Schwedt(Oder) (ab 18:04),5
19:28,RE 3316,Luckenwalde (ab 18:35),9
19:31,ICE 1004,München Hbf (ab 15:17),8
19:34,RB 3631,Diekirch (ab 06:51),7
19:34,RE 3631,Perleberg (ab 17:03),7
19:40 (+3),RB 18268,Werder(Havel) (ab 18:41),5
19:43 (+2),IC 2172,Dresden Hbf (ab 17:35),9
19:51,RE 3518,Berlin Südkreuz (ab 19:34),9
20:03,RE 3517,Stralsund Hbf (ab 17:02),6
20:16,IC 2275,Rostock Hbf (ab 18:20),6
20:16,ICE 90,Nürnberg Hbf (ab 16:26),8
20:22,RE 3315,Stralsund Hbf (ab 17:10),6
20:28,RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),9
20:31 (+1),ICE 1504,München Hbf (ab 16:21),8
20:34,RB 3633,Diekirch (ab 08:51),7
20:34,RE 3633,Perleberg (ab 18:03),7
20:39,RB 56812,Schwerin Hbf (ab 18:14),6
20:40 (+2),RB 18270,Werder(Havel) (ab 19:41),5
20:43,ICE 596,München Hbf (ab 12:45),8
20:51 (+2),RE 4366,Berlin Südkreuz (ab 20:34),9
20:54,ICE 939,Ostseebad Binz (ab 17:15),6
21:03,ICE 834,Frankfurt(Main)Hbf (ab 17:02),8
21:03,RE 4367,Rostock Hbf (ab 18:37),6
21:21,RE 3357,Schwedt(Oder) (ab 20:04),6
21:28 (+6),RE 3318,Luckenwalde (ab 20:35),9
21:31,ICE 1002,München Hbf (ab 17:19),8
21:34,RB 3635,Diekirch (ab 10:51),6
21:34,RE 3635,Perleberg (ab 19:03),6
21:40 (+2),RB 18272,Werder(Havel) (ab 20:41),10
21:51,RE 3520,Berlin Südkreuz (ab 21:34),9
22:03 (+1),RE 3519,Stralsund Hbf (ab 19:02),6
22:14 (+1),ICE 702,München Hbf (ab 17:08),8
22:22,RE 3317,Stralsund Hbf (ab 19:10),6
22:28,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),8
22:34,RB 3637,Diekirch (ab 12:51),7
22:34,RE 3637,Perleberg (ab 20:03),7
22:39,RB 56814,Schwerin Hbf (ab 20:14),6
22:41,RB 18274,Potsdam Park Sanssouci (ab 21:41),10
22:43 (+16),ICE 594,München Hbf (ab 14:45),8
22:51 (+1),RE 4368,Berlin Südkreuz (ab 22:35),9
23:03 (+2),RE 4369,Rostock Hbf (ab 20:37),6
23:26,RE 3359,Schwedt(Oder) (ab 22:04),6
23:28 (+1),RE 3320,Berlin Hbf (ab 23:24),9
23:34,RB 3639,Diekirch (ab 14:51),7
23:34,RE 3639,Perleberg (ab 21:03),7
23:54,ICE 1000,München Hbf (ab 19:18),7
