Abfahrt,Zugnr.,nach (Ankunft),Gleis
15:33 (+11),RE 3123,Hennigsdorf(b Berlin) (an 16:23),3
15:33,RE 92323,Berlin-Spandau (an 15:54),
15:40 (+6),RE 73773,Frankfurt(Oder) (an 16:43),1
15:49 (+10),RE 3724,Senftenberg (an 17:41),1
15:57 (+1),RE 73738,Magdeburg Hbf (an 17:50),3
16:02 (+9),RE 73733,Frankfurt(Oder) (an 17:18),1
16:12 (+6),RE 3729,Dessau Hbf (an 17:53),3
16:20 (+2),RE 73780,Brandenburg Hbf (an 17:19),3
16:29,RE 3124,Cottbus Hbf (an 17:55),1
16:33 (+3),RE 3125,Hennigsdorf(b Berlin) (an 17:23),4
16:33,RE 92325,Berlin-Spandau (an 16:54),
16:40 (+6),RE 73775,Frankfurt(Oder) (an 17:43),1
16:49 (+1),RE 3726,Senftenberg (an 18:41),1
16:57 (+3),RE 73740,Magdeburg Hbf (an 18:50),3
17:02 (+2),RE 73735,Frankfurt(Oder) (an 18:18),1
17:12 (+7),RE 3731,Dessau Hbf (an 18:53),3
17:20 (+3),RE 73782,Brandenburg Hbf (an 18:23),3
17:29 (+9),RE 3126,Cottbus Hbf (an 18:55),1
17:33 (+2),RE 3127,Hennigsdorf(b Berlin) (an 18:23),3
17:33,RE 92327,Berlin-Spandau (an 17:54),
17:40 (+3),RE 73777,Frankfurt(Oder) (an 18:43),1
17:49 (+10),RE 3728,Senftenberg (an 19:41),1
17:57,RE 73742,Magdeburg Hbf (an 19:50),3
18:02,RE 73737,Frankfurt(Oder) (an 19:18),1
18:12 (+12),RE 3733,Dessau Hbf (an 19:53),3
18:20,RE 73784,Brandenburg Hbf (an 19:19),3
18:29,RE 3128,Cottbus Hbf (an 19:55),1
18:33,RE 18769,Berlin-Spandau (an 18:54),
18:33,RE 3129,Hennigsdorf(b Berlin) (an 19:23),4
18:40,RE 73779,Frankfurt(Oder) (an 19:47),1
18:49 (+6),RE 3730,Senftenberg (an 20:41),1
18:57,RE 73744,Magdeburg Hbf (an 20:50),3
19:02 (+9),RE 73739,Frankfurt(Oder) (an 20:18),1
19:12,RE 3735,Dessau Hbf (an 20:53),3
19:20,RE 73786,Brandenburg Hbf (an 20:19),3
19:29,RE 3130,Cottbus Hbf (an 20:55),1
19:33,RE 3131,Hennigsdorf(b Berlin) (an 20:23),3
19:40,RE 73781,Frankfurt(Oder) (an 20:43),1
19:49,RE 3732,Senftenberg (an 21:41),1
19:57,RE 73746,Magdeburg Hbf (an 21:50),4
20:02,RE 73741,Frankfurt(Oder) (an 21:18),1
20:12,RE 3737,Dessau Hbf (an 21:53),3
20:18,RE 73823,Fürstenwalde(Spree) (an 21:05),1
20:20,RE 73788,Brandenburg Hbf (an 21:21),3
20:29,RE 3132,Cottbus Hbf (an 21:55),1
20:33,RE 3133,Hennigsdorf(b Berlin) (an 21:23),4
20:40,RE 73783,Frankfurt(Oder) (an 21:43),1
20:49,RE 3734,Lübbenau(Spreewald) (an 22:04),1
20:57,RE 73748,Magdeburg Hbf (an 22:50),3
21:02,RE 73743,Erkner (an 21:31),1
21:12,RE 3739,Dessau Hbf (an 22:53),3
21:29,RE 3134,Cottbus Hbf (an 22:55),1
21:33,RE 3135,Hennigsdorf(b Berlin) (an 22:25),3
21:40,RE 73785,Erkner (an 22:11),1
21:49,RE 3736,Lübbenau(Spreewald) (an 23:04),1
21:51,RE 73790,Magdeburg Hbf (an 23:55),3
22:02,RE 73745,Erkner (an 22:32),1
22:14,RE 3741,Bad Belzig (an 23:19),3
22:33,RE 3137,Hennigsdorf(b Berlin) (an 23:26),3
22:40,RE 73787,Berlin Ostbahnhof (an 22:46),1
22:49,RE 3738,Berlin Ostbahnhof (an 22:56),1
22:51,RE 73792,Magdeburg Hbf (an 00:48),3
22:56,RE 3136,Cottbus Hbf (an 00:40),1
23:02,RE 73747,Erkner (an 23:31),1
23:12,RE 3743,Dessau Hbf (an 00:53),3
23:33,RE 3139,Berlin-Charlottenburg (an 23:46),3
23:49,RE 3740,Berlin Ostbahnhof (an 23:56),1
23:51,RE 73794,Brandenburg Hbf (an 00:55),3
23:55,RE 3138,Cottbus Hbf (an 01:40),1
