Ankunft,Zugnr.,von (Abfahrt),Gleis
19:49 (+1),RE 62028,Elstal (ab 19:07),3
19:53 (+5),FLX 1344,Basel Bad Bf (ab 12:30),7
19:57,ICE 805,Berlin Gesundbrunnen (ab 19:42),4
19:58 (+16),ICE 90,Nürnberg Hbf (ab 16:26),6
19:58,RB 21930,Flughafen BER (ab 19:46),8
19:59,RE 21933,Berlin Hbf (ab 19:52),3
20:01 (+9),FLX 1247,Hamburg Hbf (ab 17:21),5
20:05,RE 62033,Elsterwerda (ab 18:41),8
20:08,RB 18528,Berlin Hbf (ab 20:00),3
20:09 (+3),RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),6
20:13,RB 21932,Flughafen BER (ab 20:01),8
20:13 (+4),RE 3178,Stendal Hbf (ab 18:32),5
20:15 (+28),ICE 1504,München Hbf (ab 16:21),7
20:15 (+28),ICE 2934,München Hbf (ab 16:21),7
20:22 (+40),ICE 596,München Hbf (ab 12:45),7
20:22,RE 3517,Stralsund Hbf (ab 17:02),4
20:24,RB 62079,Wustermark (ab 19:39),6
20:29,RB 21934,Flughafen BER (ab 20:16),8
20:29,RE 21937,Berlin Hbf (ab 20:22),3
20:33,ICE 607,Hamburg-Altona (ab 17:34),5
20:34,IC 2275,Rostock Hbf (ab 18:20),3
20:40 (+5),ICE 1107,Berlin Gesundbrunnen (ab 20:26),5
20:41,RE 3161,Falkenberg(Elster) (ab 19:18),6
20:43,RB 18531,Lübbenau(Spreewald) (ab 19:44),8
20:44,RB 21939,Berlin Hbf (ab 20:37),3
20:46 (+8),ICE 834,Frankfurt(Main)Hbf (ab 17:02),6
20:46,RE 3315,Stralsund Hbf (ab 17:10),4
20:51,RE 62030,Elstal (ab 20:06),3
20:53,RE 3318,Trebbin (ab 20:14),6
20:57 (+2),IC 60408,Berlin Hbf (ab 20:53),4
20:57 (+2),NJ 408,Berlin Hbf (ab 20:53),4
20:58,RB 21938,Flughafen BER (ab 20:46),8
21:04,RE 62035,Elsterwerda (ab 19:29),8
21:07,RB 21941,Berlin Hbf (ab 21:00),3
21:15 (+16),ICE 1002,München Hbf (ab 17:19),7
21:15,RE 3160,Rathenow (ab 20:04),4
21:21,RB 62081,Wustermark (ab 20:39),
21:22 (+24),ICE 2282,München Hbf (ab 16:47),6
21:22 (+24),ICE 502,München Hbf (ab 16:47),6
21:23,RE 4367,Rostock Hbf (ab 18:37),4
21:29,RB 21945,Berlin Hbf (ab 21:22),
21:32 (+1),ICE 699,Berlin Gesundbrunnen (ab 21:18),5
21:39 (+2),ICE 1703,Hamburg-Altona (ab 18:34),5
21:39,RE 3357,Schwedt(Oder) (ab 20:04),4
21:42,RE 3183,Jüterbog (ab 21:02),
21:44,RB 21947,Berlin Hbf (ab 21:37),
21:49,RE 62032,Elstal (ab 21:07),
21:58,ICE 2292,München Hbf (ab 17:08),
21:58,ICE 702,München Hbf (ab 17:08),6
21:59,RB 21949,Berlin Hbf (ab 21:52),
22:06,DRF 1329,Köln Hbf (ab 16:14),3
22:06 (+5),FLX 1329,Köln Hbf (ab 16:14),3
22:09,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),
22:14,RB 21951,Berlin Hbf (ab 22:07),
22:15,ICE 1502,München Hbf (ab 18:20),6
22:21,RB 62083,Wustermark (ab 21:39),
22:22,ICE 594,München Hbf (ab 14:45),6
22:23,RE 3519,Stralsund Hbf (ab 19:02),4
22:29,RB 21953,Berlin Hbf (ab 22:22),
22:33,ICE 609,Hamburg-Altona (ab 19:34),5
22:46 (+4),ICE 832,Frankfurt(Main)Hbf (ab 19:02),6
22:47,RE 3317,Stralsund Hbf (ab 19:13),4
22:53,RB 56814,Schwerin Hbf (ab 20:14),5
22:53,RE 3185,Jüterbog (ab 22:04),
22:53,RE 56814,Schwerin Hbf (ab 20:14),5
22:59,RB 21957,Berlin Hbf (ab 22:52),
23:22,ICE 2824,München Hbf (ab 18:46),7
23:22,ICE 500,München Hbf (ab 18:46),7
23:29 (+35),ICE 705,Hamburg-Altona (ab 20:36),5
23:29,RB 21961,Eisenach Hbf (ab 08:13),
23:34 (+31),ICE 1000,München Hbf (ab 19:18),8
23:35,ICE 905,Berlin Gesundbrunnen (ab 23:20),3
23:43,RB 21960,Blankenfelde(Teltow-Fläming) (ab 23:09),
23:44,RB 21963,Eisenach Hbf (ab 09:13),
