Abfahrt,Zugnr.,nach (Ankunft),Gleis
11:26 (+2),ICE 1507,München Hbf (an 15:43),7
11:32 (+6),RE 3308,Stralsund Hbf (an 14:44),9
11:44 (+2),IC 2270,Rostock Hbf (an 13:37),9
11:54,RE 3510,Stralsund Hbf (an 14:51),9
12:06 (+1),RE 3509,Berlin Südkreuz (an 12:23),6
12:17 (+2),IC 2177,Dresden Hbf (an 14:28),6
12:24 (+1),RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),6
12:26 (+1),ICE 1009,München Hbf (an 16:45),7
12:32 (+1),RE 3348,Schwedt(Oder) (an 13:55),9
12:54 (+1),RE 4358,Rostock Hbf (an 15:21),10
12:57 (+2),ICE 931,Frankfurt(Main)Hbf (an 16:56),6
13:03 (+3),ICE 932,Ostseebad Binz (an 16:41),8
13:06 (+12),RE 4359,Berlin Südkreuz (an 13:23),6
13:14,RB 18259,Werder(Havel) (an 14:17),5
13:16,RB 56809,Schwerin Hbf (an 15:48),9
13:17 (+5),ICE 2833,München Hbf (an 21:15),7
13:17 (+4),ICE 691,München Hbf (an 21:15),7
13:24,RE 3349,Luckenwalde (an 14:27),6
13:26 (+6),ICE 1509,München Hbf (an 17:43),7
13:32 (+1),RE 3310,Stralsund Hbf (an 16:44),9
13:45 (+5),IC 2178,Rostock Hbf (an 15:35),9
13:54 (+1),RE 3512,Stralsund Hbf (an 16:51),9
14:06,RE 3511,Berlin Südkreuz (an 14:23),6
14:17 (+2),IC 2179,Dresden Hbf (an 16:28),6
14:24 (+31),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),6
14:26 (+5),ICE 1101,München Hbf (an 18:43),7
14:32 (+29),RE 3350,Schwedt(Oder) (an 15:55),9
14:54 (+1),RE 4360,Rostock Hbf (an 17:21),10
14:57 (+7),ICE 933,Frankfurt(Main)Hbf (an 18:56),7
15:04 (+128),ICE 930,Stralsund Hbf (an 17:45),7
15:06 (+4),RE 4361,Berlin Südkreuz (an 15:23),6
15:14,RB 18263,Berlin-Spandau (an 15:28),
15:16 (+1),RB 56811,Schwerin Hbf (an 17:48),9
15:17 (+3),ICE 693,München Hbf (an 23:15),7
15:24,RE 3351,Luckenwalde (an 16:27),6
15:26 (+22),ICE 1601,München Hbf (an 19:43),7
15:32 (+1),RE 3312,Stralsund Hbf (an 18:44),9
15:44 (+1),IC 2176,Rostock Hbf (an 17:37),9
15:46 (+7),GV 328,Amsterdam Centraal (an 23:55),10
15:54 (+5),RE 3514,Stralsund Hbf (an 18:51),10
16:01 (+10),ICE 1163,Stuttgart Hbf (an 21:08),7
16:06 (+2),RE 3513,Berlin Südkreuz (an 16:24),6
16:17 (+3),IC 2271,Dresden Hbf (an 18:28),6
16:24,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),6
16:26 (+2),ICE 1103,München Hbf (an 20:46),7
16:32 (+1),RE 3352,Schwedt(Oder) (an 17:55),9
16:54,RE 4362,Rostock Hbf (an 19:21),10
16:57 (+1),ICE 935,Saarbrücken Hbf (an 23:29),6
17:03 (+40),ICE 838,Stralsund Hbf (an 19:46),10
17:06,RE 4363,Berlin Südkreuz (an 17:23),6
17:09 (+2),ICE 695,Stuttgart Hbf (an 23:11),8
17:14 (+1),RB 18267,Werder(Havel) (an 18:17),5
17:16,RB 56813,Schwerin Hbf (an 19:48),10
17:24 (+1),RE 3353,Luckenwalde (an 18:27),6
17:26 (+1),ICE 1603,München Hbf (an 21:43),7
17:32,RE 3314,Stralsund Hbf (an 20:44),9
17:44 (+2),IC 2174,Rostock Hbf (an 19:37),9
17:54 (+1),RE 3516,Stralsund Hbf (an 20:51),9
18:06 (+5),RE 3515,Berlin Südkreuz (an 18:23),6
18:17 (+5),IC 2273,Dresden Hbf (an 20:28),6
18:24 (+15),RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),6
18:26 (+2),ICE 1105,München Hbf (an 22:45),7
18:32,RE 3354,Schwedt(Oder) (an 19:55),10
18:54,RE 4364,Rostock Hbf (an 21:21),10
18:56,ICE 937,Darmstadt Hbf (an 23:20),6
19:04 (+3),ICE 796,Stralsund Hbf (an 21:40),9
19:06 (+6),RE 4365,Berlin Südkreuz (an 19:23),6
19:14,RB 18271,Berlin-Spandau (an 19:28),
19:16,RB 56815,Schwerin Hbf (an 21:48),10
19:17,ICE 2819,Bad Hersfeld (an 08:40),
19:17,ICE 697,Frankfurt(Main)Hbf (an 23:48),7
19:24,RE 3355,Luckenwalde (an 20:27),5
19:26 (+7),ICE 1605,München Hbf (an 23:43),7
19:32,RE 3316,Stralsund Hbf (an 22:49),9
19:42,ICE 805,Nürnberg Hbf (an 23:07),6
19:44 (+2),IC 2172,Rostock Hbf (an 21:37),9
19:54,RE 3518,Stralsund Hbf (an 22:51),9
20:06,RE 3517,Berlin Südkreuz (an 20:22),6
20:17,IC 2275,Dresden Hbf (an 22:28),6
20:23,RB 3634,Perleberg (an 22:51),9
20:24,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),6
20:26 (+1),ICE 1107,München Hbf (an 00:46),7
20:32,RE 3356,Schwedt(Oder) (an 21:55),9
20:54 (+1),RE 4366,Rostock Hbf (an 23:21),9
20:56,ICE 939,Berlin Südkreuz (an 21:08),6
21:06,RE 4367,Berlin Südkreuz (an 21:23),6
21:14,RB 18275,Golm (an 22:08),5
21:16,RB 56817,Schwerin Hbf (an 23:48),
21:18,ICE 699,München Hbf (an 07:27),7
21:23,RB 3636,Neuruppin West (an 22:30),9
21:24,RE 3357,Jüterbog (an 22:30),6
21:30,RE 3318,Stralsund Hbf (an 00:45),9
21:54,RE 3520,Neubrandenburg (an 23:29),9
22:06,RE 3519,Berlin Südkreuz (an 22:23),6
22:23,RB 3638,Neuruppin West (an 23:30),9
22:24,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),6
22:32,RE 3358,Schwedt(Oder) (an 23:56),8
22:41,RB 56814,Berlin Südkreuz (an 22:53),6
22:54 (+1),RE 4368,Rostock Hbf (an 01:21),9
22:54,RE 5,Stralsund Hbf (an 06:51),
23:06 (+2),RE 4369,Berlin Hbf (an 23:11),6
23:20,ICE 905,München Hbf (an 07:15),7
23:23,RB 3640,Luxembourg (an 16:38),9
23:28,RE 3359,Jüterbog (an 00:35),6
23:31,RE 3,Lindau-Reutin (an 22:57),
23:31,RE 3320,Eberswalde Hbf (an 00:05),9
