Ankunft,Zugnr.,von (Abfahrt),Gleis
20:02 (+10),ICE 149,Amsterdam Centraal (ab 14:00),2
20:06,EC 42,Warszawa Wschodnia (ab 14:49),7
20:09,RE 73741,Magdeburg Hbf (ab 18:12),1
20:10,RE 73788,Frankfurt(Oder) (ab 19:08),7
20:28 (+24),ICE 943,Köln Hbf (ab 15:28),2
20:39,EC 431,Jaworzno Szczakowa (ab 05:58),3
20:46,RE 73783,Brandenburg Hbf (ab 19:44),1
20:47,RE 73748,Frankfurt(Oder) (ab 19:42),7
20:49 (+12),ICE 794,Karlsruhe Hbf (ab 14:40),2
20:52 (+10),RJ 172,Praha hl.n. (ab 16:31),7
20:56,RE 3734,Dessau Hbf (ab 19:05),3
21:00,RB 80439,Thale Hbf (ab 17:17),6
21:02 (+23),ICE 1055,Düsseldorf Hbf (ab 16:06),1
21:09,RE 73743,Magdeburg Hbf (ab 19:12),2
21:25,RE 73825,Berlin-Charlottenburg (ab 21:04),
21:31 (+32),ICE 643,Köln Hbf (ab 16:26),2
21:41,RE 73790,Frankfurt(Oder) (ab 20:32),7
21:46,RE 73785,Brandenburg Hbf (ab 20:44),1
21:51 (+3),ICe 278,Basel SBB (ab 14:16),3
21:56,RE 3736,Dessau Hbf (ab 20:05),6
22:03 (+25),ICE 241,Amsterdam Centraal (ab 16:00),2
22:09,EC 40,Warszawa Wschodnia (ab 16:49),7
22:09,RE 73745,Magdeburg Hbf (ab 20:12),1
22:31 (+5),ICE 945,Köln Hbf (ab 17:24),1
22:41 (+2),RE 73792,Frankfurt(Oder) (ab 21:32),7
22:46,RE 73787,Brandenburg Hbf (ab 21:44),1
22:49 (+18),ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),3
22:55,RB 73824,Fürstenwalde(Spree) (ab 22:15),6
22:56,RE 3738,Dessau Hbf (ab 21:05),7
23:09 (+23),RE 73747,Magdeburg Hbf (ab 21:07),1
23:29,ICE 645,Köln Hbf (ab 18:25),2
23:33 (+2),ICE 2505,Hamburg-Altona (ab 20:36),
23:33 (+3),ICE 705,Hamburg-Altona (ab 20:36),
23:41,RB 94794,Frankfurt(Oder) (ab 22:32),
23:47,iCe 276,Brig (ab 13:45),2
23:47 (+25),ICE 276,Brig (ab 13:45),2
23:56,RE 3740,Dessau Hbf (ab 22:05),7
