Abfahrt,Zugnr.,nach (Ankunft),Gleis
11:49 (+1),RE 3716,Senftenberg (an 13:41),1
11:57,RE 94730,Berlin Zoologischer Garten (an 12:07),
12:02 (+1),RE 94725,Frankfurt(Oder) (an 13:18),1
12:12 (+1),RE 3721,Dessau Hbf (an 13:53),3
12:29,RE 3116,Cottbus Hbf (an 13:55),1
12:33 (+1),RE 3117,Hennigsdorf(b Berlin) (an 13:25),4
12:49 (+2),RE 3718,Senftenberg (an 14:41),1
12:57 (+1),RE 94732,Berlin Zoologischer Garten (an 13:07),3
13:02,RE 94727,Frankfurt(Oder) (an 14:18),
13:12 (+3),RE 3723,Dessau Hbf (an 14:53),3
13:29 (+6),RE 3118,Cottbus Hbf (an 14:55),1
13:33,RE 3119,Hennigsdorf(b Berlin) (an 14:23),3
13:49,RE 3720,Senftenberg (an 15:41),1
13:57,RE 73734,Magdeburg Hbf (an 15:50),
14:02,RE 94729,Frankfurt(Oder) (an 15:18),
14:12,RE 3725,Dessau Hbf (an 15:53),3
14:29 (+3),RE 3120,Cottbus Hbf (an 15:55),1
14:34,RE 3121,Hennigsdorf(b Berlin) (an 15:23),4
14:48,RB 18160,Berlin-Wannsee (an 15:10),
14:49,RE 3722,Lübbenau(Spreewald) (an 16:03),
14:57,RE 73736,Magdeburg Hbf (an 16:50),
15:02 (+1),RE 94731,Frankfurt(Oder) (an 16:18),1
15:12 (+7),RE 3727,Dessau Hbf (an 16:53),3
15:13,RB 18159,Berlin Ostbahnhof (an 15:21),
15:29,RE 3122,Cottbus Hbf (an 16:55),1
15:33,RE 3123,Hennigsdorf(b Berlin) (an 16:23),3
15:48,RB 18162,Berlin-Wannsee (an 16:10),3
15:49,RE 3724,Senftenberg (an 17:41),1
15:57,RB 94738,Berlin Zoologischer Garten (an 16:07),
15:57,RE 73738,Magdeburg Hbf (an 17:50),
16:02 (+4),RE 94733,Frankfurt(Oder) (an 17:18),1
16:12,RE 3729,Dessau Hbf (an 17:53),3
16:13,RB 18161,Berlin Ostbahnhof (an 16:21),2
16:29 (+9),RE 3124,Cottbus Hbf (an 17:55),1
16:33,RE 3125,Hennigsdorf(b Berlin) (an 17:23),4
16:48,RB 18164,Berlin-Wannsee (an 17:10),3
16:49,RE 3726,Senftenberg (an 18:41),1
16:57,RB 94740,Berlin Zoologischer Garten (an 17:07),
17:02,RE 94735,Frankfurt(Oder) (an 18:18),
17:12 (+1),RE 3731,Dessau Hbf (an 18:53),3
17:13,RB 18163,Berlin Ostbahnhof (an 17:21),2
17:29,RE 3126,Cottbus Hbf (an 18:55),1
17:33,RE 3127,Hennigsdorf(b Berlin) (an 18:23),3
17:48,RB 18166,Berlin-Wannsee (an 18:10),
17:49,RE 3728,Senftenberg (an 19:41),1
18:02,RE 94737,Frankfurt(Oder) (an 19:18),
18:12,RE 3733,Dessau Hbf (an 19:53),3
18:13,RB 18165,Berlin Ostbahnhof (an 18:21),
18:13,RB 23,Züssow (an 21:48),
18:29,RE 3128,Cottbus Hbf (an 19:55),1
18:33,RE 18769,Berlin-Spandau (an 18:54),
18:33,RE 3129,Hennigsdorf(b Berlin) (an 19:23),4
18:49,RE 3730,Senftenberg (an 20:41),1
19:02,RB 94739,Frankfurt(Oder) (an 20:18),
19:02,RE 94739,Frankfurt(Oder) (an 20:18),
19:12,RE 3735,Dessau Hbf (an 20:53),3
19:29,RE 3130,Cottbus Hbf (an 20:55),1
19:33,RE 3131,Berlin-Spandau (an 19:54),
19:49,RE 3732,Senftenberg (an 21:41),1
20:02,RE 94741,Frankfurt(Oder) (an 21:18),
20:12,RE 3737,Berlin-Wannsee (an 20:34),
20:18,RE 73823,Berlin Ostbahnhof (an 20:25),
20:29,RE 3132,Cottbus Hbf (an 21:55),1
20:33,RE 3133,Hennigsdorf(b Berlin) (an 21:23),4
20:49,RE 3734,Lübbenau(Spreewald) (an 22:04),1
21:02,RE 94743,Berlin Ostbahnhof (an 21:09),
21:12,RE 3739,Dessau Hbf (an 22:53),3
21:18,RE 73825,Berlin Ostbahnhof (an 21:25),
21:31,RE 3134,Cottbus Hbf (an 22:55),1
21:33,RE 3135,Hennigsdorf(b Berlin) (an 22:25),3
21:49,RE 3736,Lübben(Spreewald) (an 22:56),1
22:02,RE 1,Magdeburg Hbf (an 23:55),
22:02,RE 94745,Berlin Ostbahnhof (an 22:09),
22:33,RE 3137,Berlin Zoologischer Garten (an 22:42),3
22:49,RE 90051,Berlin Ostbahnhof (an 22:56),
22:49,RE 91533,Berlin Ostbahnhof (an 22:56),
22:56,RE 3136,Cottbus Hbf (an 00:40),1
23:02,RE 92748,Berlin Ostbahnhof (an 23:09),
23:02,RE 94747,Berlin Ostbahnhof (an 23:09),
23:33,RE 3139,Berlin-Charlottenburg (an 23:46),3
23:49,RB 91541,Berlin Ostbahnhof (an 23:56),
23:49,RE 90052,Berlin Ostbahnhof (an 23:56),
23:55,RE 3138,Cottbus Hbf (an 01:40),1
