Ankunft,Zugnr.,von (Abfahrt),Gleis
10:05,RE 94768,Erkner (ab 09:50),2
10:18,RE 3113,Cottbus Hbf (ab 09:03),2
10:20,RB 18313,Eberswalde Hbf (ab 09:35),13
10:39 (+1),RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),14
10:40,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:42,RB 61260,Werneuchen (ab 10:04),7
10:42,RE 94728,Erkner (ab 10:28),2
10:44,RB 18213,Berlin-Lichtenberg (ab 10:41),13
10:51,RE 94763,Potsdam Hbf (ab 10:10),
10:56 Ausfall,RE 3719,Senftenberg (ab 09:14),2
11:00 (+3),RE 3714,Dessau Hbf (ab 09:05),1
11:01 (+5),RB 61112,Templin Stadt (ab 09:33),8
11:14,RE 94723,Berlin-Wannsee (ab 10:39),
11:16,RB 18212,Ludwigsfelde (ab 10:38),14
11:18,RE 3115,Cottbus Hbf (ab 10:03),2
11:20,RB 18315,Eberswalde Hbf (ab 10:35),
11:39,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),14
11:40,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:42,RB 61262,Werneuchen (ab 11:04),
11:44,RB 18215,Berlin-Lichtenberg (ab 11:41),13
11:51,RE 94765,Potsdam Hbf (ab 11:10),
11:56 (+1),RE 3721,Senftenberg (ab 10:14),2
12:00 (+5),RE 3716,Dessau Hbf (ab 10:05),1
12:01,RB 61114,Templin Stadt (ab 10:33),7
12:14,RE 94725,Berlin-Wannsee (ab 11:39),1
12:16,RB 18214,Ludwigsfelde (ab 11:38),14
12:18,RE 3117,Cottbus Hbf (ab 11:03),2
12:20,RB 18317,Eberswalde Hbf (ab 11:35),
12:39,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),
12:40,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:42,RB 61264,Werneuchen (ab 12:04),
12:42,RE 94732,Erkner (ab 12:28),2
12:51,RE 94767,Potsdam Hbf (ab 12:10),1
12:56 (+3),RE 3723,Senftenberg (ab 11:14),2
13:00 Ausfall,RE 3718,Dessau Hbf (ab 11:05),1
13:01,RB 61116,Templin Stadt (ab 11:33),8
13:14,RE 94727,Berlin-Wannsee (ab 12:39),
13:18,RE 3119,Cottbus Hbf (ab 12:03),2
13:40,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:56 (+12),RE 3725,Senftenberg (ab 12:14),2
14:00 (+4),RE 3720,Dessau Hbf (ab 12:05),1
14:03,RE 94776,Erkner (ab 13:46),2
14:14,RE 94729,Berlin-Wannsee (ab 13:39),
14:16,RB 18218,Ludwigsfelde (ab 13:38),14
14:18,RE 3121,Cottbus Hbf (ab 13:03),2
14:20 (+6),RB 18321,Eberswalde Hbf (ab 13:35),13
14:39 (+1),RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),14
14:40,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),1
14:42,RB 61268,Werneuchen (ab 14:04),7
14:44,RB 18221,Berlin-Lichtenberg (ab 14:41),13
14:51,RE 94771,Potsdam Hbf (ab 14:10),1
14:56 (+2),RE 3727,Senftenberg (ab 13:14),2
15:00 Ausfall,RE 3722,Dessau Hbf (ab 13:05),1
15:01,RB 61120,Templin Stadt (ab 13:33),8
15:14,RE 94731,Berlin-Wannsee (ab 14:39),1
15:18,RE 3123,Cottbus Hbf (ab 14:03),2
15:39,RB 18322,Blankenfelde(Teltow-Fläming) (ab 15:09),14
15:40,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),1
15:56,RE 3729,Senftenberg (ab 14:14),2
16:00 (+3),RE 3724,Dessau Hbf (ab 14:05),1
16:01,RB 61122,Templin Stadt (ab 14:33),8
16:05,RB 94780,Erkner (ab 15:50),2
16:14,RE 94733,Berlin-Wannsee (ab 15:39),1
16:18,RE 3125,Cottbus Hbf (ab 15:03),2
16:40,RE 3124,Hennigsdorf(b Berlin) (ab 15:35),1
16:56 Ausfall,RE 3731,Senftenberg (ab 15:14),2
17:00 (+2),RE 3726,Dessau Hbf (ab 15:05),1
17:18 (+2),RE 3127,Cottbus Hbf (ab 16:03),2
17:20 Ausfall,RB 18327,Eberswalde Hbf (ab 16:35),13
17:39,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),14
17:40,RE 3126,Hennigsdorf(b Berlin) (ab 16:35),1
17:56,RE 3733,Senftenberg (ab 16:14),2
18:00 (+1),RE 3728,Dessau Hbf (ab 16:05),1
18:18,RE 3129,Cottbus Hbf (ab 17:03),2
18:20,RB 18329,Eberswalde Hbf (ab 17:35),13
18:39,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),14
18:40 (+1),RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:56 (+4),RE 3735,Senftenberg (ab 17:14),2
19:00 (+3),RE 3730,Dessau Hbf (ab 17:05),1
19:01,RB 61128,Templin Stadt (ab 17:33),8
19:18,RE 3131,Cottbus Hbf (ab 18:03),2
19:40 (+18),RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:56,RE 3737,Senftenberg (ab 18:14),2
20:00 (+2),RE 3732,Dessau Hbf (ab 18:05),1
20:01 (+3),RB 61130,Templin Stadt (ab 18:33),7
20:18,RE 3133,Cottbus Hbf (ab 19:03),2
20:40 (+3),RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:56 (+2),RE 3739,Senftenberg (ab 19:14),2
21:01 (+2),RB 61132,Templin Stadt (ab 19:33),8
21:18,RE 3135,Cottbus Hbf (ab 20:03),2
21:40 (+4),RB 18334,Flughafen BER (ab 21:22),14
21:40,RE 3134,Hennigsdorf(b Berlin) (ab 20:35),1
21:59,RE 3741,Senftenberg (ab 20:14),2
22:01,RB 61134,Templin Stadt (ab 20:33),7
22:14,RB 18337,Eberswalde Hbf (ab 21:27),13
22:18,RE 3137,Cottbus Hbf (ab 21:03),2
22:39,RB 18336,Berlin-Schöneweide (ab 22:34),14
23:01,RB 61136,Templin Stadt (ab 21:33),8
23:08,RE 3136,Hennigsdorf(b Berlin) (ab 22:02),1
23:17,RE 3139,Cottbus Hbf (ab 22:00),2
