Abfahrt,Zugnr.,nach (Ankunft),Gleis
21:38 (+1),RE 73790,Magdeburg Hbf (an 23:55),2
21:41,RB 18334,Eberswalde Hbf (an 22:27),
21:46 (+1),RB 18235,Ludwigsfelde (an 22:24),13
21:48,RB 61135,Templin Stadt (an 23:18),8
21:53,RE 73785,Frankfurt(Oder) (an 22:43),1
22:16,RE 73745,Frankfurt(Oder) (an 23:18),
22:38,RE 73792,Magdeburg Hbf (an 00:48),2
22:49,RB 61137,Templin Stadt (an 00:22),8
22:52,RB 73824,Berlin Hbf (an 23:07),
23:16,RE 73747,Frankfurt(Oder) (an 00:18),
23:38,RE 73794,Brandenburg Hbf (an 00:55),2
