Ankunft,Zugnr.,von (Abfahrt),Gleis
09:18,RE 3111,Cottbus Hbf (ab 08:04),2
09:40,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:44,RB 18211,Berlin-Lichtenberg (ab 09:41),13
09:56,RE 3717,Senftenberg (ab 08:14),2
10:00 (+5),RE 3712,Dessau Hbf (ab 08:05),1
10:14,RE 94721,Berlin Zoologischer Garten (ab 09:52),1
10:16,RB 18210,Ludwigsfelde (ab 09:38),14
10:18,RE 3113,Cottbus Hbf (ab 09:03),2
10:39 (+6),RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),14
10:40 (+6),RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:42,RE 94728,Frankfurt(Oder) (ab 09:38),2
10:44,RB 18213,Berlin-Lichtenberg (ab 10:41),13
10:48,RB 61192,Werneuchen (ab 10:04),14
10:56 (+1),RE 3719,Senftenberg (ab 09:14),2
11:00 (+1),RE 3714,Dessau Hbf (ab 09:05),1
11:01,RB 61112,Templin Stadt (ab 09:33),8
11:05,RE 94770,Frankfurt(Oder) (ab 10:08),
11:13,RB 61431,Müncheberg(Mark) (ab 10:25),7
11:14,RE 94723,Berlin Zoologischer Garten (ab 10:52),
11:16,RB 18212,Ludwigsfelde (ab 10:38),14
11:17,RB 61228,Werneuchen (ab 10:34),8
11:18,RE 3115,Cottbus Hbf (ab 10:03),2
11:20,RB 18315,Eberswalde Hbf (ab 10:35),
11:39,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),
11:40,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:42,RE 94730,Frankfurt(Oder) (ab 10:38),
11:44,RB 18215,Berlin-Lichtenberg (ab 11:41),13
11:56,RE 3721,Senftenberg (ab 10:14),2
12:00 (+1),RE 3716,Dessau Hbf (ab 10:05),1
12:14,RE 94725,Berlin Zoologischer Garten (ab 11:52),1
12:16,RB 18214,Ludwigsfelde (ab 11:38),14
12:18,RE 3117,Cottbus Hbf (ab 11:03),2
12:40,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:42,RE 94732,Frankfurt(Oder) (ab 11:38),2
12:44,RB 18217,Berlin-Lichtenberg (ab 12:41),13
12:56 (+7),RE 3723,Senftenberg (ab 11:14),2
13:00 (+19),RE 3718,Dessau Hbf (ab 11:05),1
13:01,RB 61116,Templin Stadt (ab 11:33),8
13:16,RB 18216,Ludwigsfelde (ab 12:38),14
13:18,RE 3119,Cottbus Hbf (ab 12:03),2
13:20,RB 18319,Eberswalde Hbf (ab 12:35),13
13:40,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:44,RB 18219,Berlin-Lichtenberg (ab 13:41),13
13:56 (+1),RE 3725,Senftenberg (ab 12:14),2
14:00,RE 3720,Dessau Hbf (ab 12:05),1
14:16,RB 18218,Ludwigsfelde (ab 13:38),14
14:18,RE 3121,Cottbus Hbf (ab 13:03),2
14:39,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),14
14:40,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),1
14:44,RB 18221,Berlin-Lichtenberg (ab 14:41),13
14:56 (+5),RE 3727,Senftenberg (ab 13:14),2
15:00 (+2),RE 3722,Dessau Hbf (ab 13:05),1
15:01,RB 61120,Templin Stadt (ab 13:33),8
15:14,RE 94731,Berlin Zoologischer Garten (ab 14:52),1
15:16,RB 18220,Ludwigsfelde (ab 14:38),14
15:18,RE 3123,Cottbus Hbf (ab 14:03),2
15:40,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),1
15:44,RB 18223,Berlin-Lichtenberg (ab 15:41),13
15:56 (+14),RE 3729,Troisvierges (ab 04:35),2
16:00 (+19),RE 3724,Dessau Hbf (ab 14:05),1
16:14,RE 94733,Berlin Zoologischer Garten (ab 15:52),1
16:16,RB 18222,Ludwigsfelde (ab 15:38),14
16:18,RE 3125,Cottbus Hbf (ab 15:03),2
16:39 (+5),RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),14
16:40,RE 3124,Hennigsdorf(b Berlin) (ab 15:35),1
16:44,RB 18225,Berlin-Lichtenberg (ab 16:41),13
16:48,RB 61204,Werneuchen (ab 16:04),14
16:56 (+14),RE 3731,Senftenberg (ab 15:14),2
17:00 (+7),RE 3726,Dessau Hbf (ab 15:05),1
17:01,RB 61124,Templin Stadt (ab 15:33),7
17:05,RB 94782,Frankfurt(Oder) (ab 16:08),
17:13,RB 61443,Müncheberg(Mark) (ab 16:25),
17:14,RE 94735,Berlin Zoologischer Garten (ab 16:52),
17:16,RB 18224,Ludwigsfelde (ab 16:38),14
17:17,RB 61240,Werneuchen (ab 16:34),8
17:18,RE 3127,Cottbus Hbf (ab 16:03),2
17:20,RB 18327,Eberswalde Hbf (ab 16:35),13
17:39,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),14
17:40,RE 3126,Hennigsdorf(b Berlin) (ab 16:35),1
17:42,RE 94742,Frankfurt(Oder) (ab 16:38),
17:44,RB 18227,Berlin-Lichtenberg (ab 17:41),13
17:48,RB 61206,Werneuchen (ab 17:04),14
17:56 (+3),RE 3733,Senftenberg (ab 16:14),2
18:00 (+2),RE 3728,Dessau Hbf (ab 16:05),1
18:01,RB 61126,Templin Stadt (ab 16:33),8
18:05,RE 94784,Frankfurt(Oder) (ab 17:08),
18:13,RB 61445,Müncheberg(Mark) (ab 17:25),7
18:14,RE 94737,Berlin Zoologischer Garten (ab 17:52),
18:16,RB 18226,Ludwigsfelde (ab 17:38),14
18:17,RB 61242,Werneuchen (ab 17:34),8
18:18,RE 3129,Cottbus Hbf (ab 17:03),2
18:20,RB 18329,Eberswalde Hbf (ab 17:35),13
18:39,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),14
18:40,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:42,RE 94744,Frankfurt(Oder) (ab 17:38),
18:44,RB 18229,Berlin-Lichtenberg (ab 18:41),13
18:48,RB 61208,Werneuchen (ab 18:04),14
18:56,RE 3735,Senftenberg (ab 17:14),2
19:00,RE 3730,Dessau Hbf (ab 17:05),1
19:01,RB 61128,Templin Stadt (ab 17:33),8
19:07 (+12),IC 2431,Emden Außenhafen (ab 12:01),1
19:16,RB 18228,Ludwigsfelde (ab 18:38),14
19:18,RE 3131,Cottbus Hbf (ab 18:03),2
19:39,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:09),14
19:40 (+26),RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:44,RB 18231,Berlin-Lichtenberg (ab 19:41),13
19:56 (+6),RE 3737,Senftenberg (ab 18:14),2
20:00 (+2),RE 3732,Dessau Hbf (ab 18:05),1
20:16,RB 18230,Ludwigsfelde (ab 19:38),14
20:18 (+32),RE 3133,Cottbus Hbf (ab 19:03),2
20:40 (+1),RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:44,RB 18233,Berlin-Lichtenberg (ab 20:41),13
20:56 (+21),RE 3739,Senftenberg (ab 19:14),2
21:16 (+5),RB 18232,Ludwigsfelde (ab 20:38),14
21:18 (+9),RE 3135,Cottbus Hbf (ab 20:03),2
21:20 (+9),RB 18335,Eberswalde Hbf (ab 20:35),13
21:29,RE 73825,Berlin-Charlottenburg (ab 21:04),1
21:41 (+2),RE 3134,Hennigsdorf(b Berlin) (ab 20:36),1
21:59,RE 3741,Senftenberg (ab 20:14),2
22:39,RB 18336,Berlin-Schöneweide (ab 22:34),14
