Abfahrt,Zugnr.,nach (Ankunft),Gleis
08:38,RE 3108,Cottbus Hbf (an 09:55),1
08:39,RB 18148,Berlin-Wannsee (an 09:10),6
08:48,RE 94759,Frankfurt(Oder) (an 09:43),
08:49,RE 94724,Berlin Hbf (an 08:59),
08:58,RE 3710,Senftenberg (an 10:41),2
09:01 (+1),EC 59,Przemysl Glowny (an 18:43),1
09:04 (+19),RE 3715,Dessau Hbf (an 10:53),7
09:08,ICE 797,Frankfurt(M) Flughafen Fernbahnhof (an 13:52),3
09:11,RE 94719,Frankfurt(Oder) (an 10:18),1
09:19 (+1),ICE 942,Köln Hbf (an 14:32),6
09:25 (+3),RE 3111,Hennigsdorf(b Berlin) (an 10:23),6
09:38,RE 3110,Cottbus Hbf (an 10:55),1
09:39,RB 18150,Berlin-Wannsee (an 10:10),7
09:47,ICE 146,Amsterdam Centraal (an 16:00),6
09:48,RB 94761,Frankfurt(Oder) (an 10:43),
09:49 (+2),RE 94726,Berlin Hbf (an 09:59),7
09:58 (+1),RE 3712,Senftenberg (an 11:41),2
09:58,RE 94712,Lübbenau(Spreewald) (an 11:03),
10:00 (+2),EC 45,Warszawa Wschodnia (an 15:15),1
10:04,RE 3717,Dessau Hbf (an 11:53),7
10:11,RE 94721,Frankfurt(Oder) (an 11:18),1
10:17 (+1),ICE 373,Chur (an 20:22),6
10:24 (+4),ICE 640,Köln Hbf (an 15:34),7
10:28,RE 3113,Hennigsdorf(b Berlin) (an 11:23),6
10:38,RE 3112,Cottbus Hbf (an 11:55),1
10:48,RE 94763,Frankfurt(Oder) (an 11:43),
10:49 (+2),RE 94728,Berlin Zoologischer Garten (an 11:07),7
10:58 (+7),RE 3714,Senftenberg (an 12:41),2
11:04 (+14),RE 3719,Dessau Hbf (an 12:53),7
11:06 Ausfall,ICE 799,Karlsruhe Hbf (an 17:19),3
11:11,RE 94723,Frankfurt(Oder) (an 12:18),1
11:20 (+5),ICE 940,Köln Hbf (an 16:33),6
11:25 (+8),RE 3115,Hennigsdorf(b Berlin) (an 12:23),7
11:38,RE 3114,Cottbus Hbf (an 12:55),1
11:48,RE 94765,Frankfurt(Oder) (an 12:43),
11:49 (+2),RE 94730,Berlin Zoologischer Garten (an 12:07),7
11:56,ICE 144,Amsterdam Centraal (an 18:00),
11:58,RE 3716,Senftenberg (an 13:41),3
12:00 (+4),EC 47,Warszawa Wschodnia (an 17:15),1
12:04 (+1),RE 3721,Dessau Hbf (an 13:53),7
12:11 (+1),RE 94725,Frankfurt(Oder) (an 13:18),1
12:17 (+1),ICE 375,Interlaken Ost (an 22:00),6
12:25 (+2),RE 3117,Hennigsdorf(b Berlin) (an 13:25),7
12:30 (+1),ICE 548,Köln Hbf (an 17:35),6
12:38,RE 3116,Cottbus Hbf (an 13:55),1
12:48,RE 94767,Frankfurt(Oder) (an 13:43),
12:49 (+2),RE 94732,Berlin Zoologischer Garten (an 13:07),7
12:58 (+1),RE 3718,Senftenberg (an 14:41),3
13:00 (+19),EC 57,Przemysl Glowny (an 22:43),1
13:04 (+4),RE 3723,Dessau Hbf (an 14:53),7
13:06 Ausfall,ICE 993,Frankfurt(M) Flughafen Fernbf (an 17:52),3
13:11,RE 94727,Frankfurt(Oder) (an 14:18),1
13:18 (+5),ICE 848,Köln Hbf (an 18:33),6
13:25,RE 3119,Hennigsdorf(b Berlin) (an 14:23),7
13:38 (+4),RE 3118,Cottbus Hbf (an 14:55),1
13:48,RE 94769,Frankfurt(Oder) (an 14:43),
13:49,RE 73734,Magdeburg Hbf (an 15:50),
13:49 (+2),RE 94734,Berlin Hbf (an 13:59),7
13:56,ICE 142,Amsterdam Centraal (an 20:01),
13:58,RE 3720,Senftenberg (an 15:41),2
14:00 (+2),EC 49,Warszawa Centralna (an 19:00),1
14:04 (+2),RE 3725,Dessau Hbf (an 15:53),7
14:11,RE 94729,Frankfurt(Oder) (an 15:18),
14:16 (+1),ICE 377,Brig (an 00:55),6
14:22 (+2),ICE 546,Köln Hbf (an 19:35),7
14:25,RE 3121,Hennigsdorf(b Berlin) (an 15:23),6
14:38 (+1),RE 3120,Cottbus Hbf (an 15:55),1
14:39,RB 18160,Berlin-Wannsee (an 15:10),
14:48,RE 94771,Frankfurt(Oder) (an 15:43),3
14:49,RE 73736,Magdeburg Hbf (an 16:50),
14:49,RE 94736,Berlin Hbf (an 14:59),
14:53,IC 2034,Norddeich (an 22:14),6
14:58,RE 3722,Lübbenau(Spreewald) (an 16:03),3
15:00,EC 231,Gdynia Glowna (an 20:51),1
15:04 (+8),RE 3727,Dessau Hbf (an 16:53),7
15:06 (+3),ICE 995,Stuttgart Hbf (an 21:29),6
15:11 (+1),RE 94731,Frankfurt(Oder) (an 16:18),1
15:20 (+1),ICE 846,Köln Hbf (an 20:32),7
15:25 (+2),RE 3123,Hennigsdorf(b Berlin) (an 16:23),7
15:38,RE 3122,Cottbus Hbf (an 16:55),1
15:39,RB 18162,Berlin-Wannsee (an 16:10),3
15:48,RE 91484,Frankfurt(Oder) (an 16:43),
15:48,RE 94773,Frankfurt(Oder) (an 16:43),
15:49,RB 94738,Berlin Zoologischer Garten (an 16:07),
15:49,RE 73738,Magdeburg Hbf (an 17:50),
15:56,ICE 140,Amsterdam Centraal (an 22:01),
15:58 (+1),RE 3724,Senftenberg (an 17:41),2
16:01,EC 247,Warszawa Wschodnia (an 21:19),1
16:04 (+1),RE 3729,Dessau Hbf (an 17:53),7
16:11 (+1),RE 94733,Frankfurt(Oder) (an 17:18),1
16:15 (+3),ICE 379,Basel SBB (an 23:49),3
16:25,RE 3125,Hennigsdorf(b Berlin) (an 17:23),7
16:38 (+8),RE 3124,Cottbus Hbf (an 17:55),1
16:39 (+1),RB 18164,Berlin-Wannsee (an 17:10),3
16:48,RE 94775,Frankfurt(Oder) (an 17:43),
16:49,RB 94740,Berlin Zoologischer Garten (an 17:07),
16:56,ICE 844,Köln Hbf (an 22:31),6
16:58,RE 3726,Senftenberg (an 18:41),2
17:00,EC 55,Krakow Glowny (an 23:44),1
17:04 (+2),RE 3731,Dessau Hbf (an 18:53),7
17:06,ICE 997,Frankfurt(Main)Hbf (an 21:40),6
17:11,RE 94735,Frankfurt(Oder) (an 18:18),1
17:20 (+8),IC 2232,Magdeburg Hbf (an 19:20),6
17:25,RE 3127,Hennigsdorf(b Berlin) (an 18:23),7
17:38,RE 3126,Cottbus Hbf (an 18:55),1
17:39,RB 18166,Berlin-Wannsee (an 18:10),
17:48,RE 94777,Frankfurt(Oder) (an 18:43),
17:49,RE 94742,Berlin Hbf (an 17:59),7
17:58,RE 3728,Senftenberg (an 19:41),2
18:00,EC 249,Warszawa Wschodnia (an 23:15),1
18:04,RE 3733,Dessau Hbf (an 19:53),6
18:11,RE 94737,Frankfurt(Oder) (an 19:18),1
18:15,ICE 677,Karlsruhe Hbf (an 23:59),6
18:25,RE 18769,Berlin-Spandau (an 18:54),
18:25,RE 3129,Hennigsdorf(b Berlin) (an 19:23),7
18:38,RE 3128,Cottbus Hbf (an 19:55),1
18:38,RJ 174,Berlin Hbf (an 18:46),7
18:48,RB 94779,Frankfurt(Oder) (an 19:47),
18:48,RE 94779,Frankfurt(Oder) (an 19:47),
18:49,RE 94744,Berlin Zoologischer Garten (an 19:07),7
18:58,RE 3730,Senftenberg (an 20:41),1
19:03 (+3),IC 2431,Cottbus Hbf (an 20:21),1
19:04,RE 3735,Dessau Hbf (an 20:53),7
19:06,ICE 999,Kassel-Wilhelmshöhe (an 22:13),6
19:11,RB 94739,Frankfurt(Oder) (an 20:18),
19:11,RE 94739,Frankfurt(Oder) (an 20:18),1
19:21 (+1),ICE 842,Köln Hbf (an 00:33),3
19:25,RE 3131,Berlin-Spandau (an 19:54),7
19:30,RB 73822,Berlin Hbf (an 19:39),
19:30,RE 73822,Berlin Zoologischer Garten (an 19:46),
19:38,RE 3130,Cottbus Hbf (an 20:55),1
19:48,RB 94781,Frankfurt(Oder) (an 20:43),
19:48,RE 94781,Frankfurt(Oder) (an 20:43),
19:49,RE 94746,Berlin Zoologischer Garten (an 20:07),7
19:55 (+3),ICE 540,Hannover Hbf (an 22:28),6
19:58,RE 3732,Senftenberg (an 21:41),2
20:04,RE 3737,Berlin-Wannsee (an 20:34),7
20:11,RE 94741,Frankfurt(Oder) (an 21:18),2
20:14 (+15),ICE 679,Kassel-Wilhelmshöhe (an 23:13),
20:25,RE 3133,Hennigsdorf(b Berlin) (an 21:23),6
20:38,RE 3132,Cottbus Hbf (an 21:55),1
20:41,EC 431,Jaroslaw (an 08:47),2
20:48,RE 1,Magdeburg Hbf (an 23:55),
20:49,RE 94748,Berlin Zoologischer Garten (an 21:07),7
20:58,RE 3734,Lübbenau(Spreewald) (an 22:04),2
21:02 (+30),ICE 840,Hannover Hbf (an 00:44),6
21:04,RE 3739,Dessau Hbf (an 22:53),7
21:25,RE 3135,Hennigsdorf(b Berlin) (an 22:25),7
21:39,RE 3134,Cottbus Hbf (an 22:55),1
21:43,RE 94790,Berlin Zoologischer Garten (an 22:01),
21:58,RE 3736,Lübben(Spreewald) (an 22:56),1
22:06,RB 91551,Berlin Hbf (an 22:16),
22:25,RE 3137,Berlin Zoologischer Garten (an 22:42),7
22:37,ICE 273,Zürich HB (an 10:00),6
22:43,RB 94792,Berlin Hbf (an 22:53),
22:43,RE 73792,Brandenburg Hbf (an 23:54),
23:04,RB 91563,Berlin Hbf (an 23:13),
23:04,RE 3743,Berlin Hbf (an 23:13),
23:05,RE 2,Düsseldorf Flughafen (an 07:45),
23:05,RE 3136,Cottbus Hbf (an 00:40),1
23:13 (+5),ICE 1540,Köln Hbf (an 06:12),7
23:24,RE 3139,Berlin-Charlottenburg (an 23:46),6
23:33,RB 21958,Berlin Hbf (an 23:44),
