Ankunft,Zugnr.,von (Abfahrt),Gleis
13:50 (+1),ICE 376,Basel SBB (ab 06:16),2
13:56,RE 3720,Dessau Hbf (ab 12:05),3
14:02 (+1),ICE 143,Amsterdam Centraal (ab 08:00),2
14:06,EC 48,Warszawa Wschodnia (ab 08:49),7
14:28 (+38),ICE 847,Köln Hbf (ab 09:27),2
14:46,RE 73771,Brandenburg Hbf (ab 13:44),
14:47 (+3),RE 73736,Frankfurt(Oder) (ab 13:38),7
14:49 (+24),ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),2
14:56,RE 3722,Dessau Hbf (ab 13:05),
15:01 (+6),EC 56,Przemysl Glowny (ab 05:15),6
15:09,RE 73731,Magdeburg Hbf (ab 13:12),
15:10,RE 73778,Frankfurt(Oder) (ab 14:08),7
15:28 (+8),ICE 547,Köln Hbf (ab 10:24),2
15:46,RE 73773,Brandenburg Hbf (ab 14:44),1
15:47 (+2),RE 73738,Frankfurt(Oder) (ab 14:38),7
15:50,ICE 374,Interlaken Ost (ab 05:59),2
15:56 (+1),RE 3724,Dessau Hbf (ab 14:05),3
16:02,ICE 145,Amsterdam Centraal (ab 10:00),2
16:06,EC 46,Warszawa Wschodnia (ab 10:49),7
16:09 (+4),RE 73733,Magdeburg Hbf (ab 14:12),1
16:10,RE 73780,Frankfurt(Oder) (ab 15:08),
16:29 (+46),ICE 849,Köln Hbf (ab 11:28),2
16:46 (+7),RE 73775,Brandenburg Hbf (ab 15:44),
16:47 (+2),RE 73740,Frankfurt(Oder) (ab 15:38),
16:49 (+5),ICE 798,Karlsruhe Hbf (ab 10:40),3
16:56,RE 3726,Dessau Hbf (ab 15:05),
17:09 (+14),RE 73735,Magdeburg Hbf (ab 15:12),1
17:10,RE 73782,Frankfurt(Oder) (ab 16:08),
17:28 (+9),ICE 549,Köln Hbf (ab 12:26),2
17:46 (+2),RE 73777,Brandenburg Hbf (ab 16:44),
17:47 (+2),RE 73742,Frankfurt(Oder) (ab 16:38),
17:50 (+8),ICE 372,Brig (ab 07:45),2
17:56,RE 3728,Dessau Hbf (ab 16:05),
18:02 (+4),ICE 147,Amsterdam Centraal (ab 12:00),2
18:06 (+10),EC 44,Warszawa Wschodnia (ab 12:49),7
18:09 (+6),RE 73737,Magdeburg Hbf (ab 16:12),1
18:10 (+3),RE 73784,Frankfurt(Oder) (ab 17:08),7
18:23,RE 18769,Cottbus Hbf (ab 17:03),
18:23 (+16),RE 3129,Cottbus Hbf (ab 17:03),7
18:29 (+13),ICE 941,Köln Hbf (ab 13:27),2
18:36,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:36 (+2),RJ 174,Budapest-Nyugati (ab 07:30),7
18:40 (+4),IC 2431,Emden Außenhafen (ab 12:01),2
18:46 (+10),RE 73779,Brandenburg Hbf (ab 17:45),1
18:47 (+3),RE 73744,Frankfurt(Oder) (ab 17:38),7
18:49 (+16),ICE 796,Frankfurt(M) Flughafen Fernbf (ab 14:09),3
18:56 (+9),RE 3730,Dessau Hbf (ab 17:05),1
19:01 (+6),EC 58,Przemysl Glowny (ab 09:09),6
19:02 (+10),ICE 1549,Köln Hbf (ab 13:34),2
19:02 (+14),RE 3735,Senftenberg (ab 17:14),7
19:09 (+5),RE 73739,Magdeburg Hbf (ab 17:12),1
19:10 (+1),RE 73786,Frankfurt(Oder) (ab 18:08),7
19:23 (+3),RE 3131,Cottbus Hbf (ab 18:03),7
19:28,ICE 641,Köln Hbf (ab 14:26),2
19:36,RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:46,RE 73781,Brandenburg Hbf (ab 18:44),1
19:47 (+2),RE 73746,Frankfurt(Oder) (ab 18:38),7
19:50 (+15),ICE 370,Zürich HB (ab 10:59),3
19:56 (+7),RE 3732,Dessau Hbf (ab 18:05),2
20:02 (+13),ICE 149,Amsterdam Centraal (ab 14:00),2
20:02,RE 3737,Senftenberg (ab 18:14),7
20:06,EC 42,Warszawa Wschodnia (ab 14:49),7
20:09 (+3),RE 73741,Magdeburg Hbf (ab 18:12),1
20:10,RE 73788,Frankfurt(Oder) (ab 19:08),
20:23,RE 3133,Cottbus Hbf (ab 19:03),6
20:25,RE 73823,Berlin Zoologischer Garten (ab 20:08),
20:28,ICE 943,Köln Hbf (ab 15:28),2
20:36 (+27),RE 3132,Hennigsdorf(b Berlin) (ab 19:35),1
20:39,EC 431,Jaworzno Szczakowa (ab 05:58),3
20:42,RJ 172,Praha hl.n. (ab 16:31),6
20:46,RE 73783,Brandenburg Hbf (ab 19:44),
20:47,RE 73748,Frankfurt(Oder) (ab 19:42),7
20:49 (+23),ICE 794,Karlsruhe Hbf (ab 14:40),3
20:56,RE 3734,Dessau Hbf (ab 19:05),2
21:00 (+5),RB 80439,Thale Hbf (ab 17:17),6
21:02 (+2),ICE 1055,Düsseldorf Hbf (ab 16:06),2
21:02,RE 3739,Senftenberg (ab 19:14),7
21:09 (+7),RE 73743,Magdeburg Hbf (ab 19:12),1
21:23 (+19),RE 3135,Rudersberg-Oberndorf (ab 08:49),7
21:31,ICE 643,Köln Hbf (ab 16:26),2
21:36,RE 3134,Hennigsdorf(b Berlin) (ab 20:35),1
21:41 (+11),RE 73790,Frankfurt(Oder) (ab 20:32),7
21:46,RE 73785,Brandenburg Hbf (ab 20:44),1
21:51 (+5),ICE 278,Basel SBB (ab 14:16),3
21:56,RE 3736,Dessau Hbf (ab 20:05),1
22:03,ICE 241,Amsterdam Centraal (ab 16:00),2
22:04 (+9),RE 3741,Senftenberg (ab 20:14),7
22:04,RE 7,Berlin Ostkreuz (ab 00:12),
22:09,RE 73745,Magdeburg Hbf (ab 20:12),1
22:23 (+8),RE 3137,Cottbus Hbf (ab 21:03),7
22:23,RE 92337,Cottbus Hbf (ab 21:03),
22:41,RE 73792,Frankfurt(Oder) (ab 21:32),7
22:46 (+5),RE 73787,Brandenburg Hbf (ab 21:44),1
22:55,RB 73824,Fürstenwalde(Spree) (ab 22:15),
22:56 (+5),RE 3738,Dessau Hbf (ab 21:05),7
23:03,RE 3136,Berlin-Charlottenburg (ab 22:43),2
23:03,RE 93136,Berlin-Charlottenburg (ab 22:43),
23:09,RE 73747,Magdeburg Hbf (ab 21:07),1
23:22,RE 3139,Cottbus Hbf (ab 22:00),6
23:31,FEX,Berlin-Charlottenburg (ab 01:33),
23:37 (+27),ICE 792,Frankfurt(M) Flughafen Fernbf (ab 18:09),3
23:41,RB 94794,Frankfurt(Oder) (ab 22:32),
23:56,RE 3740,Dessau Hbf (ab 22:05),
